DATA, AAX, ACAP, AEXP, BX, CPLx, DOCU, ETAT, FLEx, KLOC, LTEx, PCAP, PCON, PLEx, PMAT, PRX, PREC, PVOL, RELY, RESL, RUSE, SCED, SITE, STOR, TEAM, TIME, TOOL, EFFORT-, MONTHS-, DEFECTS-, RISKS-,_source_row
3.276,4.835,3.463,4.841,3.296,2.107,1.323,3.021,2.123,12.53,1.164,4.276,3.908,3.585,2.85,1.971,2.318,2.201,3.068,3.415,4.658,3.0,1.497,3.105,2.727,3.173,2.0,27.001,10.063,276.123,0.268,82
4.04,2.713,3.229,3.634,7.452,2.613,3.172,3.986,4.737,16.579,2.813,4.683,4.449,1.491,2.095,3.125,2.196,3.534,3.002,4.055,2.16,3.0,5.914,3.742,1.108,3.458,2.0,44.189,11.726,359.587,0.0,44
2.38,5.613,4.628,4.708,9.22,2.957,3.8,5.772,1.72,13.905,2.24,3.82,3.709,3.231,2.916,4.878,3.543,4.681,3.827,1.65,2.839,3.0,4.213,3.51,3.501,3.417,2.0,49.835,12.307,28.351,0.0,15
3.076,2.581,3.073,3.972,9.736,2.438,1.205,4.766,2.17,113.193,3.795,3.135,4.882,2.171,2.909,3.1,3.884,4.626,1.035,1.24,4.345,3.0,5.396,3.881,1.893,3.679,2.0,115.023,15.818,4280.421,1.072,45
4.096,3.464,3.971,3.893,8.102,3.262,2.35,5.608,3.432,353.963,1.343,3.119,1.724,1.092,2.388,4.369,1.674,4.093,3.963,1.432,5.575,3.0,3.718,3.075,4.044,3.749,2.0,2148.931,38.346,13016.689,0.268,46
3.587,1.668,4.447,3.039,5.887,1.344,2.762,2.376,2.47,357.848,2.0,3.88,1.946,3.4,2.477,2.072,1.111,2.529,3.437,4.12,3.918,3.0,1.62,3.947,2.208,3.541,2.0,1754.621,36.0,21638.977,0.804,47
3.232,4.577,3.529,2.488,3.509,1.246,2.171,1.007,2.947,12.537,3.293,3.179,2.828,2.063,2.721,4.772,1.8,2.346,1.62,2.769,2.326,3.0,3.249,3.401,1.661,3.978,2.0,35.48,11.047,589.539,1.609,40
4.429,4.546,4.027,4.016,4.715,1.257,4.059,3.775,4.884,357.548,1.722,3.305,2.117,2.844,2.247,1.238,1.249,3.472,2.266,4.24,2.437,3.0,3.135,3.06,4.048,3.774,2.0,1263.267,31.599,7614.51,1.34,49
2.33,5.152,3.311,3.894,6.077,3.21,1.601,3.058,1.796,351.378,1.894,3.535,1.079,1.761,2.522,3.007,4.248,2.459,1.77,1.582,5.163,3.0,3.312,3.306,1.805,3.72,2.0,1591.95,36.217,19209.365,1.34,50
3.695,1.58,3.734,3.885,6.288,1.061,3.445,1.744,2.385,350.036,1.744,3.637,4.384,1.786,2.046,1.791,2.696,4.387,2.992,1.826,4.812,3.0,4.934,3.792,2.884,3.854,2.0,1269.432,33.353,24191.016,0.268,51
4.072,2.06,3.247,2.37,8.275,3.722,2.181,2.014,4.878,337.589,2.929,3.254,3.962,2.144,2.238,1.206,1.725,3.361,1.54,4.107,4.474,3.0,2.137,3.775,4.888,3.56,2.0,1224.231,30.479,27453.27,1.072,52
4.456,2.658,3.305,2.073,6.721,3.415,4.218,1.452,4.183,200.176,3.026,3.129,3.466,2.461,2.063,2.094,2.866,3.267,3.687,1.397,3.73,3.0,5.855,3.774,4.813,3.389,2.0,816.243,27.787,4916.901,0.0,53
3.599,1.646,3.457,2.921,4.729,2.033,1.079,5.555,3.46,249.743,3.183,3.008,2.403,3.265,2.349,2.396,4.718,3.78,1.871,2.172,3.69,3.0,2.067,3.502,4.721,3.992,2.0,801.026,27.099,9494.888,1.072,54
2.498,3.06,4.175,4.131,3.088,2.431,1.639,5.258,2.196,17.526,2.646,3.022,1.732,3.792,2.68,3.022,2.545,2.997,1.97,4.434,2.841,3.0,3.681,3.373,3.889,3.245,2.0,26.925,9.971,213.117,1.609,59
3.147,4.29,3.38,2.265,4.177,1.619,4.665,3.156,3.219,175.513,2.641,3.565,1.859,1.839,2.215,1.973,1.794,4.918,3.219,3.767,2.412,3.0,5.074,3.948,2.541,3.182,2.0,781.49,28.469,4755.141,0.0,56
3.033,1.552,3.861,4.17,7.548,2.518,1.821,3.893,4.687,238.732,1.178,3.176,4.731,2.865,2.938,2.609,3.464,3.701,3.834,1.276,2.578,3.0,1.087,3.301,3.125,3.077,2.0,790.106,28.131,9425.362,0.268,57
4.441,2.953,3.984,2.64,6.778,2.145,1.811,3.242,1.829,13.543,2.698,4.536,4.271,2.963,2.466,5.611,4.814,3.06,2.169,4.838,4.521,3.0,5.022,3.684,1.639,3.436,2.0,33.47,10.58,132.494,1.072,7
3.626,2.798,3.147,2.895,6.128,1.268,1.243,1.522,4.272,71.564,3.763,3.768,4.429,1.294,2.912,5.184,1.023,4.113,1.298,2.031,3.642,3.0,5.653,3.127,3.349,3.837,2.0,117.727,15.603,2898.444,1.072,48
2.87,2.245,4.522,2.323,3.405,1.867,3.625,1.752,3.93,13.052,2.087,4.432,2.192,2.588,2.682,2.699,3.4,3.303,2.811,3.268,2.161,3.0,5.409,3.071,3.234,3.747,2.0,26.178,9.861,214.101,2.145,18
3.708,2.391,3.708,2.105,3.653,3.982,2.696,5.789,1.401,357.558,1.991,3.635,1.849,1.297,2.639,1.047,4.223,3.624,1.756,1.92,5.874,3.0,2.533,3.317,1.025,3.639,2.0,4846.639,51.484,59112.821,2.145,61
4.127,2.427,3.868,2.799,7.965,3.565,3.543,5.088,2.751,349.483,2.902,4.838,2.914,1.093,2.63,2.341,1.956,4.135,3.151,4.635,4.501,3.0,2.822,3.522,2.067,3.838,2.0,3004.95,42.407,12668.23,0.0,63
3.677,3.208,3.895,3.823,6.482,2.9,4.007,5.755,2.926,353.035,1.362,4.623,2.357,2.291,2.077,2.798,1.815,4.405,1.239,2.885,5.424,3.0,2.306,3.575,1.392,3.299,2.0,2855.382,43.151,23439.519,1.877,64
4.213,3.691,3.587,2.53,4.646,3.069,3.812,2.094,3.554,321.898,1.476,3.249,2.984,1.778,2.702,2.281,2.019,2.459,2.028,1.432,5.391,3.0,1.463,3.362,3.045,3.986,2.0,3333.187,44.45,42105.232,0.268,65
3.496,2.958,4.486,4.589,7.64,3.598,1.338,2.308,4.488,380.879,2.268,4.552,4.531,1.756,2.644,3.584,1.306,4.573,2.688,4.546,4.764,3.0,1.227,3.456,4.865,3.918,2.0,1594.495,33.454,6689.07,1.072,66
4.809,5.034,3.536,2.901,4.452,1.062,1.442,5.659,4.938,11.084,3.397,3.813,3.115,3.761,2.102,1.152,4.889,4.165,2.69,1.83,5.074,3.0,5.599,3.103,2.885,3.79,2.0,35.31,10.78,164.701,0.0,11
3.718,4.942,3.114,3.406,5.421,1.558,4.513,1.804,3.627,19.815,3.513,3.202,2.066,3.938,2.777,1.877,3.856,3.217,1.474,4.493,3.188,3.0,5.342,3.737,3.784,3.326,2.0,44.16,11.36,136.607,1.072,68
2.742,3.44,3.095,2.983,3.277,1.091,1.146,2.453,1.509,23.775,1.893,3.443,3.746,2.743,2.0,2.852,3.341,2.67,3.204,4.236,2.457,3.0,5.284,3.965,4.405,3.084,2.0,37.21,10.967,322.724,0.268,62
2.422,5.199,4.976,4.876,3.249,1.897,2.432,5.424,4.858,16.959,2.918,4.616,4.232,1.295,2.024,1.913,3.694,3.301,2.674,3.402,2.445,3.0,4.341,3.934,2.463,3.066,2.0,22.589,9.421,73.337,2.145,6
3.79,4.411,4.158,3.166,7.148,1.354,1.082,5.702,2.094,14.369,3.54,3.345,2.553,2.837,2.271,1.686,3.164,2.076,2.472,4.507,4.813,3.0,3.66,3.966,2.637,3.125,2.0,40.51,11.256,258.394,1.072,16
4.444,1.516,4.074,4.915,5.62,1.606,1.104,4.682,4.402,34.349,2.728,3.072,3.5,1.408,2.961,5.084,3.054,3.265,2.856,3.455,4.592,3.0,5.944,3.908,4.19,3.596,2.0,69.917,13.092,399.431,1.072,73
4.415,4.772,4.577,4.686,8.781,1.542,2.313,2.32,3.508,12.898,1.88,3.166,4.307,1.039,2.951,4.417,4.831,3.412,1.499,2.16,2.199,3.0,5.681,3.745,3.133,3.326,2.0,36.158,10.913,118.25,2.413,13
3.199,5.914,4.441,2.381,5.793,2.232,2.137,5.619,1.206,11.526,1.223,4.957,3.424,1.302,2.868,4.817,2.45,2.113,3.396,2.187,3.308,3.0,5.176,3.029,1.312,3.239,2.0,38.632,11.465,76.161,0.536,83
3.829,5.485,4.593,2.72,5.238,1.073,2.64,5.133,2.116,15.43,3.131,3.574,4.532,2.084,2.907,4.064,3.83,2.163,2.604,4.979,2.302,3.0,5.299,3.344,1.884,3.074,2.0,25.961,9.844,44.324,1.609,12
3.858,3.432,3.436,3.847,5.947,1.288,1.452,4.976,4.825,24.45,3.349,4.287,1.224,2.854,2.732,4.072,4.607,2.714,3.122,1.105,2.95,3.0,5.993,3.908,4.421,3.622,2.0,44.504,11.54,166.644,0.536,76
4.821,5.162,3.727,3.913,3.19,2.59,3.033,5.022,1.588,18.677,1.538,4.695,4.254,2.942,2.171,5.208,1.31,2.397,3.352,4.267,3.553,3.0,5.465,3.341,1.982,3.407,2.0,41.961,11.676,115.067,0.0,77
2.073,3.661,4.519,3.896,9.803,3.374,3.437,2.884,3.305,58.493,2.728,3.668,4.666,2.005,2.861,3.317,4.242,3.793,3.704,3.509,3.23,3.0,5.387,3.502,3.458,3.238,2.0,138.209,16.042,224.726,0.0,79
3.089,4.468,4.775,2.438,4.749,1.098,4.775,4.48,3.854,16.108,3.996,4.923,1.989,3.751,2.965,2.107,3.355,4.462,2.411,3.165,5.935,3.0,2.394,3.71,3.605,3.346,2.0,65.759,12.973,97.403,2.145,4
4.535,5.153,4.456,4.858,6.866,2.861,4.236,2.624,2.263,11.531,3.689,4.459,4.479,1.407,2.254,5.776,2.188,2.715,2.428,2.492,2.699,3.0,4.669,3.079,2.85,3.123,2.0,33.608,10.866,43.508,1.072,9
