CLIENTNUM,attrition_Flag,Customer_Age,gender,Dependent_count,education_Level,marital_Status,income_Category,card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit+,Total_Revolving_Bal+,Avg_Open_To_Buy+,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1+,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2,_source_row
825767658,Existing Customer,49,M,2,Graduate,Single,$60K - $80K,Gold,45,2,3,1,34516.0,913,33603.0,0.698,7711,80,0.86,0.026,0.00012498,0.99988,8919
709912683,Existing Customer,53,F,4,Graduate,Single,Unknown,Gold,41,5,1,2,34516.0,2374,32142.0,0.81,4390,77,0.604,0.069,6.65e-05,0.99993,3989
812618883,Existing Customer,47,M,2,High School,Divorced,Unknown,Silver,42,1,2,2,34516.0,2019,32497.0,0.706,7774,95,0.583,0.058,0.0001,0.9999,8721
779749908,Existing Customer,48,M,4,College,Married,$60K - $80K,Gold,33,2,2,3,34516.0,2061,32455.0,0.722,1350,32,0.455,0.06,0.00022488,0.99978,303
710628783,Existing Customer,38,M,4,High School,Single,$80K - $120K,Gold,36,6,1,3,34516.0,1140,33376.0,0.815,1445,45,0.957,0.033,0.00010881,0.99989,1135
770560683,Existing Customer,51,M,1,Graduate,Married,$120K +,Gold,37,2,3,1,34516.0,2417,32099.0,0.947,13021,117,0.625,0.07,0.00011731,0.99988,9397
714190983,Attrited Customer,51,F,2,Graduate,Single,Unknown,Platinum,32,2,3,3,34516.0,531,33985.0,0.98,5418,65,0.711,0.015,0.9981,0.00189855,9102
712845258,Existing Customer,41,M,2,Uneducated,Married,$80K - $120K,Gold,33,5,3,2,34516.0,1642,32874.0,0.891,4161,71,0.868,0.048,0.00021307,0.99979,5515
712608783,Existing Customer,50,M,2,High School,Married,$80K - $120K,Silver,45,3,1,3,34516.0,1260,33256.0,0.588,1504,34,0.789,0.037,8.14e-05,0.99992,173
716850558,Existing Customer,48,M,4,Graduate,Unknown,$60K - $80K,Gold,32,5,1,3,34516.0,1285,33231.0,0.654,15279,122,0.649,0.037,0.00011193,0.99989,10038
810347208,Existing Customer,51,M,4,Unknown,Married,$120K +,Gold,46,6,1,3,34516.0,2264,32252.0,1.975,1330,31,0.722,0.066,0.00012303,0.99988,6
710244108,Existing Customer,44,M,3,College,Married,$60K - $80K,Gold,34,3,1,3,34516.0,1543,32973.0,0.774,13967,101,0.712,0.045,0.00010767,0.99989,9690
715252383,Existing Customer,58,F,2,High School,Divorced,Unknown,Gold,36,5,4,3,34516.0,1864,32652.0,0.664,3595,52,0.733,0.054,0.00040944,0.99959,7094
708710283,Existing Customer,45,M,5,Doctorate,Married,$120K +,Silver,36,6,1,4,34516.0,2038,32478.0,1.007,4067,75,1.206,0.059,0.00021333,0.99979,5051
758753283,Attrited Customer,52,M,3,Doctorate,Married,$120K +,Blue,45,1,3,3,34516.0,550,33966.0,0.674,7341,71,0.732,0.016,0.9978,0.00219584,9846
720009558,Existing Customer,33,F,2,College,Single,Unknown,Gold,36,3,1,3,34516.0,1540,32976.0,1.038,2574,72,0.756,0.045,0.00010376,0.9999,1451
712361583,Existing Customer,47,M,5,Graduate,Married,$80K - $120K,Silver,36,3,3,1,34516.0,760,33756.0,0.407,3756,67,0.558,0.022,0.00010119,0.9999,5701
720132258,Existing Customer,49,M,3,Post-Graduate,Single,$120K +,Silver,36,6,1,5,34516.0,1323,33193.0,0.934,3422,78,0.529,0.038,0.00030168,0.9997,2879
718337733,Existing Customer,50,F,2,Graduate,Married,Unknown,Gold,40,2,1,1,34516.0,1826,32690.0,0.718,14994,121,0.833,0.053,3.83e-05,0.99996,9589
779885358,Existing Customer,51,M,0,College,Married,$120K +,Silver,35,5,1,2,34516.0,2332,32184.0,0.8,4587,82,0.745,0.068,4.15e-05,0.99996,6641
717757608,Existing Customer,53,M,2,College,Single,$120K +,Gold,36,2,1,1,34516.0,1051,33465.0,0.863,8938,114,0.676,0.03,3.72e-05,0.99996,9107
820657083,Existing Customer,53,M,4,College,Single,$80K - $120K,Silver,48,5,1,2,34516.0,800,33716.0,0.804,3819,72,0.6,0.023,5.07e-05,0.99995,6408
779685558,Existing Customer,53,M,5,Graduate,Single,$120K +,Gold,36,2,4,1,34516.0,2088,32428.0,0.822,15290,123,0.732,0.06,0.00015593,0.99984,9644
710395233,Existing Customer,42,F,2,Graduate,Single,Unknown,Silver,36,2,2,3,34516.0,1066,33450.0,0.846,8657,98,0.75,0.031,0.00017297,0.99983,8949
712661433,Existing Customer,49,M,4,Uneducated,Single,$80K - $120K,Blue,30,3,2,3,34516.0,0,34516.0,1.621,1444,28,1.333,0.0,0.00020643,0.99979,45
712152408,Existing Customer,44,M,4,High School,Single,$60K - $80K,Gold,29,1,2,1,34516.0,1930,32586.0,0.615,12478,97,0.764,0.056,8.06e-05,0.99992,9165
779353083,Existing Customer,47,M,2,Graduate,Married,$60K - $80K,Silver,32,4,2,2,34516.0,1468,33048.0,0.505,1330,32,0.684,0.043,0.00010284,0.9999,204
718304583,Attrited Customer,43,M,2,Unknown,Married,$60K - $80K,Gold,33,1,3,2,34516.0,1085,33431.0,1.047,4805,54,0.588,0.031,0.99563,0.00437002,8825
711686658,Existing Customer,48,M,5,High School,Married,$80K - $120K,Silver,40,6,2,2,34516.0,1417,33099.0,0.692,16579,109,0.879,0.041,0.00010322,0.9999,10014
708894183,Existing Customer,53,M,3,College,Single,$120K +,Silver,44,4,4,2,34516.0,1073,33443.0,0.558,4485,86,0.755,0.031,0.00019815,0.9998,7263
713133258,Existing Customer,38,M,3,Unknown,Single,$80K - $120K,Silver,36,2,2,3,34516.0,2008,32508.0,0.858,8872,86,0.593,0.058,0.00019729,0.9998,8973
716933283,Existing Customer,52,M,2,High School,Single,$60K - $80K,Gold,39,4,1,1,34516.0,1882,32634.0,0.743,14738,116,0.758,0.055,3.72e-05,0.99996,9847
720562008,Existing Customer,34,M,2,Graduate,Single,$80K - $120K,Silver,22,4,3,3,34516.0,1263,33253.0,0.603,2759,65,0.806,0.037,0.00027334,0.99973,2944
711813258,Existing Customer,56,M,2,College,Single,$60K - $80K,Gold,43,2,1,2,34516.0,2022,32494.0,0.761,13633,116,0.785,0.059,6.17e-05,0.99994,9350
818476383,Existing Customer,50,M,1,Unknown,Unknown,$120K +,Silver,45,2,2,0,34516.0,1514,33002.0,0.736,7333,72,1.0,0.044,3.91e-05,0.99996,8768
787231233,Existing Customer,34,M,5,Post-Graduate,Single,$80K - $120K,Silver,28,3,3,2,34516.0,1731,32785.0,0.605,2421,63,0.575,0.05,0.00019743,0.9998,2516
714465558,Existing Customer,41,M,4,Unknown,Married,$120K +,Silver,36,3,1,4,34516.0,2205,32311.0,0.897,15033,98,0.922,0.064,0.00016461,0.99984,9965
788766933,Existing Customer,46,M,2,Post-Graduate,Married,$80K - $120K,Blue,26,1,3,1,34516.0,714,33802.0,0.883,14279,97,0.764,0.021,0.00012764,0.99987,9398
713072358,Existing Customer,42,M,2,Graduate,Married,$80K - $120K,Silver,31,2,1,3,34516.0,1356,33160.0,0.71,12878,104,0.825,0.039,8.37e-05,0.99992,9581
710106933,Existing Customer,32,M,2,Uneducated,Single,$80K - $120K,Silver,20,2,3,3,34516.0,2136,32380.0,0.849,14667,119,0.75,0.062,0.00028105,0.99972,9553
789830058,Existing Customer,44,M,4,Unknown,Single,$80K - $120K,Blue,34,4,1,2,21573.0,1585,19988.0,0.621,1384,36,2.273,0.073,6.35e-05,0.99994,239
792524358,Existing Customer,55,M,3,High School,Single,$80K - $120K,Gold,49,2,1,3,34516.0,810,33706.0,0.787,7917,95,0.667,0.023,0.00010766,0.99989,8733
771359958,Existing Customer,39,M,4,Unknown,Single,$120K +,Silver,26,6,2,2,34516.0,2517,31999.0,0.887,1689,42,1.1,0.073,0.00011856,0.99988,1022
758331483,Existing Customer,31,M,0,Graduate,Single,$60K - $80K,Silver,24,2,2,2,34516.0,984,33532.0,0.913,15347,109,0.787,0.029,8.83e-05,0.99991,9699
824150733,Existing Customer,43,M,2,High School,Married,$80K - $120K,Silver,39,3,1,3,34516.0,1987,32529.0,0.673,16177,122,0.848,0.058,8.14e-05,0.99992,10086
789334458,Existing Customer,43,F,3,Graduate,Unknown,Unknown,Silver,33,3,1,3,34516.0,1858,32658.0,0.622,4197,67,0.523,0.054,8.69e-05,0.99991,3317
714999483,Existing Customer,38,M,4,Uneducated,Unknown,$80K - $120K,Silver,36,2,1,2,34516.0,1132,33384.0,0.84,9389,106,0.797,0.033,5.37e-05,0.99995,8993
715130808,Existing Customer,45,M,3,Graduate,Single,$60K - $80K,Silver,34,5,1,1,34516.0,1664,32852.0,0.73,4912,80,0.739,0.048,3.11e-05,0.99997,7032
719354433,Existing Customer,48,M,1,College,Single,$80K - $120K,Silver,36,6,3,3,34516.0,1629,32887.0,0.815,4042,78,0.592,0.047,0.00024945,0.99975,6100
788440083,Existing Customer,55,M,2,Uneducated,Single,$60K - $80K,Silver,48,5,3,3,34516.0,1384,33132.0,0.625,3807,82,0.864,0.04,0.00028105,0.99972,6371
712768983,Attrited Customer,51,M,4,Graduate,Single,$80K - $120K,Silver,42,6,4,2,34516.0,230,34286.0,1.004,8629,65,0.548,0.007,0.99517,0.00483011,9231
773364483,Existing Customer,45,F,4,Doctorate,Unknown,Unknown,Silver,39,4,1,2,34516.0,1298,33218.0,0.757,1906,39,0.773,0.038,7.55e-05,0.99992,2408
719768658,Existing Customer,31,F,0,College,Married,Unknown,Silver,24,2,3,1,34516.0,2032,32484.0,0.82,14544,104,0.705,0.059,8.18e-05,0.99992,9764
719070108,Existing Customer,44,M,2,Graduate,Married,$80K - $120K,Silver,35,4,1,3,34516.0,1726,32790.0,0.867,1729,52,0.677,0.05,8.37e-05,0.99992,892
713264583,Existing Customer,43,M,2,High School,Married,$120K +,Silver,23,3,3,2,34516.0,1153,33363.0,0.89,4486,71,0.69,0.033,0.000158,0.99984,4819
711355908,Existing Customer,44,F,3,Graduate,Unknown,Unknown,Silver,36,2,3,3,34516.0,941,33575.0,0.659,12042,117,0.857,0.027,0.00028364,0.99972,9765
787467858,Existing Customer,43,M,1,High School,Married,$80K - $120K,Silver,30,1,1,3,34516.0,2045,32471.0,0.59,4081,54,0.421,0.059,7.64e-05,0.99992,8248
773146383,Existing Customer,50,F,1,College,Single,$40K - $60K,Silver,43,3,2,3,17304.0,2517,14787.0,1.449,1756,33,1.2,0.145,0.00015785,0.99984,42
794475483,Existing Customer,44,M,4,Uneducated,Married,$80K - $120K,Silver,27,4,3,2,34516.0,1043,33473.0,0.69,4654,59,0.639,0.03,0.00017526,0.99982,6431
710884683,Existing Customer,48,M,4,Graduate,Married,$80K - $120K,Silver,40,6,2,5,34516.0,807,33709.0,0.967,3937,80,1.051,0.023,0.0005354,0.99946,2724
789289383,Existing Customer,42,M,3,Graduate,Single,$80K - $120K,Silver,31,2,2,3,34516.0,2120,32396.0,0.9,14626,97,0.644,0.061,0.00017949,0.99982,9456
714835833,Existing Customer,43,M,4,High School,Divorced,$80K - $120K,Blue,36,3,3,2,34516.0,1048,33468.0,0.864,4192,73,0.738,0.03,0.00018339,0.99982,4620
721243083,Attrited Customer,55,M,3,Uneducated,Divorced,$80K - $120K,Blue,41,1,3,4,34516.0,2408,32108.0,0.796,1187,40,0.6,0.07,0.99819,0.00181217,2416
789681708,Existing Customer,46,M,3,Uneducated,Married,$60K - $80K,Gold,33,3,1,3,34516.0,713,33803.0,0.772,7750,82,0.608,0.021,0.00011387,0.99989,8677
709530408,Existing Customer,45,M,4,Doctorate,Single,$120K +,Gold,36,1,3,1,34516.0,1411,33105.0,0.701,8007,96,0.778,0.041,0.00018967,0.99981,9044
789535233,Existing Customer,52,M,1,Graduate,Single,$80K - $120K,Silver,44,2,1,2,34516.0,1618,32898.0,1.0,11603,109,0.847,0.047,4.67e-05,0.99995,9161
794494308,Existing Customer,42,M,3,Uneducated,Married,$120K +,Platinum,23,3,4,3,34516.0,2070,32446.0,0.88,13781,102,0.545,0.06,0.00067743,0.99932,9618
803415183,Existing Customer,44,M,3,Unknown,Single,$80K - $120K,Silver,38,3,3,1,34516.0,657,33859.0,0.641,4614,76,0.689,0.019,0.0001118,0.99989,3017
708195633,Existing Customer,40,M,2,High School,Unknown,$80K - $120K,Silver,32,5,2,3,34516.0,1182,33334.0,0.613,2440,54,0.543,0.034,0.00016815,0.99983,3621
716071233,Existing Customer,42,M,0,High School,Unknown,$80K - $120K,Silver,35,5,2,3,34516.0,1934,32582.0,0.626,4613,73,0.553,0.056,0.0001443,0.99986,3860
819700533,Existing Customer,50,M,0,High School,Single,$120K +,Silver,45,5,2,3,14938.0,2303,12635.0,0.804,949,27,2.0,0.154,0.0001443,0.99986,300
713843283,Existing Customer,41,F,3,Unknown,Married,Unknown,Silver,34,5,3,3,34516.0,2053,32463.0,1.034,1487,26,0.733,0.059,0.00031177,0.99969,101
788890533,Existing Customer,54,M,2,College,Married,$80K - $120K,Silver,39,4,1,4,34516.0,2305,32211.0,0.586,13756,106,0.71,0.067,0.00013883,0.99986,9961
719960133,Existing Customer,42,M,3,College,Single,$80K - $120K,Silver,26,3,2,2,34516.0,904,33612.0,0.726,3910,68,0.659,0.026,0.00010375,0.9999,4632
713745783,Existing Customer,29,F,0,Post-Graduate,Single,Unknown,Gold,36,4,1,4,34516.0,1452,33064.0,0.887,2336,49,1.13,0.042,0.00018385,0.99982,3657
718759833,Existing Customer,44,F,2,Uneducated,Married,Unknown,Silver,35,4,3,2,32643.0,0,32643.0,1.3,1058,24,2.429,0.0,0.00016711,0.99983,158
711152658,Existing Customer,44,M,4,Graduate,Single,$120K +,Silver,36,2,2,1,34516.0,1635,32881.0,0.768,7219,86,0.564,0.047,6.5e-05,0.99993,8714
713989233,Existing Customer,61,M,0,Post-Graduate,Married,Unknown,Blue,53,6,2,3,14434.0,1927,12507.0,2.675,1731,32,3.571,0.134,0.0001933,0.99981,773
713916708,Existing Customer,53,M,3,Graduate,Single,$120K +,Gold,43,3,1,3,34516.0,2435,32081.0,0.77,7758,98,0.719,0.071,0.00011075,0.99989,8586
772935108,Existing Customer,47,M,1,Unknown,Divorced,$80K - $120K,Silver,38,3,2,3,34516.0,802,33714.0,0.899,1823,27,0.8,0.023,0.00017846,0.99982,2575
714832383,Existing Customer,35,M,0,High School,Single,$80K - $120K,Gold,29,6,2,3,34516.0,1965,32551.0,1.044,2949,70,1.0,0.057,0.00018399,0.99982,1784
788916933,Existing Customer,49,M,5,College,Married,$60K - $80K,Gold,35,1,2,2,34516.0,1064,33452.0,0.796,8095,81,0.62,0.031,0.00013162,0.99987,8887
719719158,Existing Customer,38,M,4,Post-Graduate,Single,$80K - $120K,Silver,36,1,3,1,34516.0,1435,33081.0,0.865,15584,114,0.839,0.042,0.00012095,0.99988,9378
714754533,Existing Customer,51,M,0,Doctorate,Single,$120K +,Platinum,44,3,2,3,34516.0,1925,32591.0,0.764,8012,87,0.582,0.056,0.00041292,0.99959,8631
718376583,Attrited Customer,52,M,2,Graduate,Divorced,$80K - $120K,Silver,44,4,3,2,34516.0,751,33765.0,0.357,5806,40,0.429,0.022,0.99389,0.00611,9776
714145233,Attrited Customer,34,M,0,Graduate,Divorced,$80K - $120K,Silver,24,1,2,3,34516.0,400,34116.0,0.202,5112,49,0.256,0.012,0.99331,0.00669,9808
712268808,Existing Customer,55,M,4,Graduate,Single,$120K +,Silver,36,2,2,3,34516.0,2443,32073.0,0.827,8765,105,0.721,0.071,0.00018141,0.99982,9096
710565408,Existing Customer,59,M,0,Unknown,Unknown,$80K - $120K,Silver,40,3,2,3,34516.0,1359,33157.0,1.327,1033,26,1.364,0.039,0.00016316,0.99984,211
712839633,Existing Customer,38,M,2,Uneducated,Single,$80K - $120K,Blue,22,2,1,3,34516.0,1595,32921.0,0.824,8871,97,0.764,0.046,9.52e-05,0.9999,8977
709104333,Existing Customer,50,M,5,Post-Graduate,Married,$120K +,Silver,36,5,2,4,34516.0,891,33625.0,0.926,2687,64,0.778,0.026,0.00035844,0.99964,3010
712029783,Existing Customer,42,M,4,Uneducated,Single,$80K - $120K,Silver,36,2,2,1,34516.0,2253,32263.0,0.853,7836,93,0.603,0.065,6.69e-05,0.99993,8666
713833233,Existing Customer,49,M,5,Uneducated,Married,$80K - $120K,Silver,30,3,3,2,34516.0,1768,32748.0,0.767,15134,124,0.722,0.051,0.00017252,0.99983,10012
779544708,Existing Customer,50,M,2,Unknown,Married,$120K +,Gold,35,4,5,3,34516.0,668,33848.0,0.894,3931,77,0.791,0.019,0.00042785,0.99957,5020
827695683,Existing Customer,40,M,3,Uneducated,Single,$120K +,Blue,36,4,2,5,34516.0,1329,33187.0,0.574,3906,77,0.51,0.039,0.00060278,0.9994,3273
718267233,Existing Customer,50,M,1,Graduate,Married,$120K +,Silver,38,4,3,3,34516.0,1915,32601.0,0.625,3828,65,1.321,0.055,0.00025657,0.99974,5988
721523658,Existing Customer,46,M,5,High School,Unknown,$120K +,Blue,26,4,3,3,34516.0,772,33744.0,0.979,3699,77,0.878,0.022,0.00030361,0.9997,3434
789780033,Existing Customer,33,M,3,College,Married,$80K - $120K,Silver,22,6,2,2,34516.0,917,33599.0,0.764,14202,114,0.781,0.027,0.00010375,0.9999,9815
787921383,Attrited Customer,53,M,0,High School,Single,$120K +,Silver,44,2,4,4,34516.0,2297,32219.0,0.416,1461,43,0.536,0.067,0.99788,0.0021218,4286
799253808,Existing Customer,42,M,3,High School,Married,$80K - $120K,Silver,36,5,2,3,34516.0,1294,33222.0,0.679,13845,120,0.791,0.037,0.00017449,0.99983,9912
718379358,Existing Customer,39,M,1,Unknown,Single,$80K - $120K,Silver,28,3,1,3,34516.0,2017,32499.0,0.93,8453,90,0.731,0.058,8.64e-05,0.99991,8635
713475633,Existing Customer,40,M,5,Unknown,Single,$120K +,Silver,31,1,3,3,34516.0,2203,32313.0,0.728,14204,96,0.92,0.064,0.00031018,0.99969,9449
720422358,Existing Customer,42,M,1,Post-Graduate,Single,$60K - $80K,Gold,36,1,1,2,34516.0,2276,32240.0,0.767,7485,90,0.552,0.066,7.01e-05,0.99993,8932
771626283,Existing Customer,54,M,2,Post-Graduate,Married,$60K - $80K,Platinum,42,1,3,1,34516.0,1996,32520.0,0.988,15033,114,0.81,0.058,0.00022173,0.99978,9319
708226833,Existing Customer,53,M,1,High School,Married,$120K +,Gold,44,1,6,3,34516.0,831,33685.0,0.727,13247,107,0.754,0.024,0.00025106,0.99975,9387
789920883,Existing Customer,45,F,3,Graduate,Single,Unknown,Blue,36,3,3,4,11189.0,2517,8672.0,2.041,2959,58,1.231,0.225,0.00053543,0.99946,1085
713537733,Existing Customer,46,M,4,Doctorate,Unknown,$60K - $80K,Gold,36,2,2,3,34516.0,1426,33090.0,0.823,7582,95,0.696,0.041,0.00033469,0.99967,8682
770774133,Existing Customer,53,M,3,Graduate,Single,$80K - $120K,Silver,39,1,2,3,34516.0,1198,33318.0,0.615,4826,70,0.667,0.035,0.00017949,0.99982,8078
788142483,Existing Customer,46,M,3,College,Single,$80K - $120K,Silver,38,3,3,1,34516.0,1278,33238.0,0.51,4699,73,0.622,0.037,9.89e-05,0.9999,4544
752666508,Existing Customer,41,M,4,College,Married,$80K - $120K,Silver,34,4,3,3,34516.0,1347,33169.0,0.801,1005,22,1.0,0.039,0.00027871,0.99972,843
717559533,Existing Customer,47,M,3,Graduate,Married,$120K +,Silver,42,1,3,1,34516.0,1161,33355.0,0.74,8212,100,0.695,0.034,0.00010171,0.9999,9004
712685733,Existing Customer,57,F,3,Unknown,Single,Unknown,Silver,36,6,3,2,34516.0,1698,32818.0,0.823,3498,68,0.619,0.049,0.00018538,0.99981,3888
712000758,Existing Customer,51,M,4,Uneducated,Single,$120K +,Silver,39,5,2,1,34516.0,1959,32557.0,0.888,3997,54,0.929,0.057,6.69e-05,0.99993,3325
789105183,Existing Customer,54,M,3,Post-Graduate,Single,$80K - $120K,Silver,42,3,1,2,34516.0,2488,32028.0,0.552,4401,87,0.776,0.072,6.08e-05,0.99994,6106
716863458,Attrited Customer,44,M,2,Uneducated,Single,$80K - $120K,Silver,36,2,3,3,34516.0,569,33947.0,0.919,8570,68,0.789,0.016,0.99646,0.00354449,9280
711191808,Existing Customer,39,M,0,Graduate,Single,$80K - $120K,Gold,32,3,1,4,34516.0,1793,32723.0,0.545,4256,82,0.783,0.052,0.00015624,0.99984,3506
796990908,Existing Customer,35,M,3,Post-Graduate,Single,$80K - $120K,Silver,29,5,3,2,34516.0,1872,32644.0,1.068,2227,61,1.103,0.054,0.00019844,0.9998,1170
779852133,Existing Customer,48,M,2,Unknown,Married,$120K +,Silver,32,3,2,4,34516.0,2098,32418.0,0.741,3093,66,0.784,0.061,0.00032434,0.99968,1896
789013833,Attrited Customer,50,M,2,High School,Married,$120K +,Silver,37,5,2,1,34516.0,399,34117.0,0.726,2118,41,0.519,0.012,0.98369,0.01631,4988
713456583,Existing Customer,45,M,2,High School,Married,$80K - $120K,Silver,37,3,2,2,34516.0,1495,33021.0,0.52,3247,70,0.707,0.043,0.0001,0.9999,7815
815353083,Attrited Customer,44,M,1,College,Divorced,$80K - $120K,Silver,39,2,3,2,34516.0,2361,32155.0,0.529,1853,36,0.385,0.068,0.9933,0.0067,3990
719991783,Existing Customer,40,M,2,High School,Married,$80K - $120K,Silver,36,5,3,0,34516.0,2183,32333.0,0.739,3644,67,0.634,0.063,5.83e-05,0.99994,3713
811793433,Existing Customer,50,F,3,Graduate,Divorced,Unknown,Silver,45,2,1,2,34516.0,2381,32135.0,0.748,15071,103,0.717,0.069,5.16e-05,0.99995,9525
