applicationDate,Age,AnnualIncome+,CreditScore,employmentStatus,educationLevel,Experience+,LoanAmount+,LoanDuration-,maritalStatus,NumberOfDependents,homeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,loanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore-,_source_row
7/26/19,60,178505,624,Employed,Doctorate,38,27743,12,Single,3,Mortgage,1228,0.450348327,1,2,0.10457766,0,Debt Consolidation,0,28,1,2681,2148,266242,31409,14875.41667,0.744216995,6,234833,0.180743,0.190991334,2558.012712,0.254514734,1,36.8,571
10/11/28,54,184385,566,Employed,Master,34,66131,60,Single,1,Own,430,0.602946105,4,1,0.433550497,0,Education,0,24,1,3794,3861,46472,36780,15365.41667,0.853968225,3,9692,0.288131,0.284168928,2075.707098,0.163074465,0,60.0,3936
11/9/48,62,250644,616,Employed,Master,41,36590,60,Single,3,Rent,439,0.510934409,2,0,0.451419928,0,Education,0,27,4,519,476,7685,4118,20887.0,0.941342343,2,3567,0.23359,0.240203924,1053.053012,0.071434529,1,44.0,11270
8/6/50,70,206311,555,Employed,Master,48,54562,108,Married,2,Own,739,0.130493413,2,2,0.241046328,0,Education,0,27,6,539,746,28534,96540,17192.58333,0.977348019,3,2685,0.322062,0.347569875,1656.179216,0.139314678,0,51.0,11905
10/18/31,59,66769,641,Employed,High School,35,92089,12,Single,1,Other,513,0.223380628,3,1,0.154687978,0,Auto,0,22,10,3957,364,14907,13896,5564.083333,0.809532779,5,1011,0.236589,0.250431882,8754.455749,1.665585361,0,47.0,5038
11/18/42,63,74276,694,Employed,Doctorate,41,20110,48,Divorced,2,Mortgage,579,0.019215113,3,1,0.189954097,0,Debt Consolidation,0,15,14,14160,1196,197477,3003,6189.666667,0.91334394,3,194474,0.16811,0.152594974,562.3252001,0.18439203,1,31.2,9087
6/7/32,71,203884,620,Unemployed,Associate,47,29894,36,Single,2,Mortgage,713,0.164597818,3,1,0.193889156,0,Debt Consolidation,0,22,24,1120,1153,72823,35957,16990.33333,0.898230861,7,36866,0.204894,0.204637257,1118.044127,0.107769759,1,37.6,5271
4/12/26,53,253674,446,Unemployed,Associate,30,54959,96,Single,2,Mortgage,253,0.550834449,6,1,0.117624619,0,Auto,0,25,21,2605,2381,98447,78352,21139.5,0.941627168,6,20095,0.366959,0.380904955,1835.929808,0.098816425,1,41.6,3023
4/4/30,34,235538,577,Employed,Doctorate,9,58552,60,Single,0,Other,318,0.046927838,3,1,0.533578846,0,Auto,0,18,29,4037,1219,135709,31662,19628.16667,0.951374358,3,104047,0.275052,0.247415561,1709.718427,0.103306563,1,40.8,4476
2/26/60,59,92922,665,Employed,Doctorate,36,80250,36,Single,0,Own,294,0.130305737,3,2,0.242026369,0,Home,0,21,24,1311,158,155885,15354,7743.5,0.760648769,3,140531,0.23275,0.264138599,3251.040505,0.45780855,0,40.0,15396
12/14/59,71,113883,590,Employed,High School,48,58989,48,Single,1,Rent,405,0.474592637,4,1,0.453543978,1,Education,0,28,29,4416,921,272012,22882,6129.416667,0.695193678,8,249130,0.258989,0.265603949,2007.593172,0.393608936,0,64.0,15322
6/5/51,55,181803,587,Employed,Bachelor,34,55982,24,Widowed,0,Rent,504,0.254840655,4,2,0.324509366,0,Debt Consolidation,0,13,2,5229,3243,79499,37121,15150.25,0.83126586,5,42378,0.237482,0.240141094,2960.224013,0.228657878,1,44.8,12208
6/5/28,47,238412,649,Employed,Doctorate,29,7115,12,Married,1,Own,298,0.181059897,3,1,0.023631694,0,Home,1,28,14,7569,3600,99731,75480,19867.66667,0.831799098,5,24251,0.147615,0.159222425,645.2882762,0.047478564,1,40.0,3808
4/14/31,70,284444,567,Employed,Bachelor,50,20701,36,Divorced,2,Mortgage,177,0.192008471,5,0,0.571151916,0,Home,0,14,11,641,1408,69497,39927,23703.66667,0.832256274,2,29570,0.222201,0.197142268,766.3124014,0.039796054,1,44.0,4851
6/22/68,30,104619,515,Employed,Master,10,136565,36,Widowed,1,Other,638,0.152304838,4,0,0.374555492,0,Home,0,17,24,1723,2007,108716,16437,8718.25,0.931721686,7,92279,0.364065,0.328440454,6012.168529,0.762787088,0,50.0,18435
8/1/40,80,111290,565,Employed,Bachelor,59,28390,24,Widowed,1,Other,167,0.320006499,4,2,0.035895771,0,Home,0,20,27,946,2555,13554,11104,9274.166667,0.831690611,6,2450,0.22089,0.231449169,1488.921528,0.178552056,1,39.2,8248
1/18/37,61,39654,585,Employed,Associate,42,184732,24,Single,0,Rent,586,0.102038785,2,2,0.128911382,0,Debt Consolidation,0,26,15,21416,1003,55695,48248,3304.5,0.709762681,4,7447,0.367232,0.358435093,10892.62952,3.473635806,0,50.0,6957
1/18/20,30,81960,634,Self-Employed,Bachelor,9,158686,96,Divorced,1,Own,1269,0.418233345,5,2,0.439739734,0,Home,0,29,18,3698,539,20061,27339,6830.0,0.81622224,8,8738,0.376686,0.333554106,4752.743035,0.881660766,0,56.0,747
7/3/23,51,201487,650,Employed,Bachelor,31,12391,120,Single,0,Mortgage,1258,0.414239118,2,0,0.039683608,0,Auto,0,21,13,2840,604,176668,5480,16790.58333,0.758178956,6,171188,0.242391,0.247793157,279.9609071,0.091596633,1,31.2,2009
3/19/51,63,107405,650,Employed,Bachelor,42,74890,108,Married,1,Mortgage,328,0.17492693,2,0,0.465288318,0,Home,0,18,18,12568,532,78463,18033,8950.416667,0.697836315,5,60430,0.29489,0.294390061,1981.882428,0.258075407,0,46.0,12130
4/22/55,56,79152,662,Employed,Bachelor,35,41949,36,Married,1,Rent,770,0.232091405,2,0,0.028617883,0,Home,0,22,22,2989,2540,580445,18482,6596.0,0.598107085,9,561963,0.195949,0.198194425,1555.118579,0.352504333,1,28.8,13625
8/30/58,19,300000,623,Unemployed,Bachelor,0,18283,24,Single,0,Rent,500,0.497994383,1,0,0.492607716,0,Debt Consolidation,0,35,10,7928,431,100935,17922,25000.0,0.700183991,6,83013,0.181783,0.182457038,914.9343657,0.056597375,1,42.4,14851
3/11/59,42,253770,669,Employed,Master,20,25831,48,Widowed,0,Rent,1011,0.281329852,2,3,0.149683986,0,Other,0,28,25,9429,1043,87684,13108,21147.5,0.621963519,8,74576,0.186331,0.2235972,818.8864035,0.08652968,1,32.0,15044
10/14/64,53,157925,616,Employed,Associate,28,73129,72,Married,0,Own,600,0.349795903,4,2,0.366918825,0,Home,0,28,14,3212,2724,27983,64585,13160.41667,0.815958558,4,4733,0.280129,0.256703739,2000.077345,0.197568011,0,49.0,17088
4/15/38,54,140349,627,Employed,Bachelor,33,53227,36,Single,2,Mortgage,188,0.237376531,2,2,0.395298033,0,Auto,0,26,23,4327,1071,68888,6581,11695.75,0.907289945,8,62307,0.224727,0.23136491,2064.190807,0.19256489,1,37.6,7409
9/24/55,67,300000,631,Employed,Doctorate,45,33117,84,Divorced,1,Own,719,0.232527947,3,1,0.263670621,0,Auto,0,23,12,4569,792,31861,194006,25000.0,0.92328342,7,1395,0.242617,0.264746169,869.7195878,0.063548784,1,37.6,13780
6/27/22,64,151905,694,Unemployed,Doctorate,40,34902,60,Married,2,Own,213,0.595258492,5,1,0.142949522,0,Education,0,16,23,1041,2466,15585,12935,12658.75,0.762943118,2,2650,0.192902,0.219907257,963.7712355,0.092961093,1,36.8,1638
7/9/41,57,102664,659,Employed,Bachelor,34,12374,36,Single,1,Rent,318,0.147923491,0,3,0.29132841,0,Home,0,32,21,1095,1148,314711,19286,8555.333333,0.781087389,3,295425,0.167874,0.177381708,445.7261409,0.08926901,1,30.4,8590
10/21/26,61,144052,666,Self-Employed,Bachelor,40,15390,60,Divorced,2,Mortgage,228,0.255439606,1,1,0.185850738,0,Home,0,29,15,1341,1907,242196,25504,12004.33333,0.645686154,5,216692,0.18739,0.222708324,427.4282947,0.054599308,1,32.8,3215
12/10/68,67,101544,614,Unemployed,Master,46,15401,12,Married,4,Mortgage,360,0.299705883,3,1,0.128675218,0,Education,0,27,17,5895,4852,30658,10993,8462.0,0.944984989,8,19665,0.173401,0.182592652,1413.864562,0.209627105,1,39.2,18606
4/2/59,47,485341,620,Employed,Bachelor,25,35042,48,Widowed,2,Own,270,0.718531386,6,0,0.168096677,0,Auto,0,18,26,3588,659,86133,85134,24935.83333,0.769073683,4,4581,0.220042,0.23455672,1131.914177,0.056220867,1,37.6,15066
10/23/60,64,300000,621,Employed,Bachelor,41,49391,120,Divorced,3,Mortgage,338,0.194366984,6,1,0.250674036,0,Debt Consolidation,0,24,16,2688,286,95007,11077,25000.0,0.651651602,6,83930,0.293891,0.326017681,1397.900752,0.06943603,1,35.2,15636
10/17/19,70,114947,661,Employed,Doctorate,47,46798,36,Single,2,Mortgage,493,0.21769309,2,0,0.011739556,0,Debt Consolidation,1,22,19,4653,534,5187,15398,9578.916667,0.918734258,3,10808,0.201298,0.204196353,1749.203651,0.234076956,0,49.0,654
12/24/21,71,157310,606,Employed,Bachelor,48,10722,60,Married,3,Own,1381,0.220630488,1,0,0.254026627,0,Auto,0,14,26,8304,885,30563,15601,13109.16667,0.865286848,3,14962,0.212722,0.198271475,283.0371876,0.126936916,1,37.6,1453
