Culture,Criticality,Criticality Modifier,Initial Known,Inter-Dependency,Dynamism,Size,Plan,Team Size,Cost-,Score-,Idle-,_source_row,_source_algorithm,_source_file,_runtime_sec
0.703320126163531,0.2242035441805204,0.3672289332601218,0.433662966960217,0.1396592717104657,0.1179311199724468,0.1980655520417013,0.2786261351952185,0.3388959711149479,0.028499726,0.152048382,0.0,21,CTAEA,outputs\CTAEA\pom3b.csv,0.06530547142028809
0.007527900102917,0.1661056525871317,0.2126581577245704,0.2144174047703085,0.8095372993740537,0.0430997626979599,0.4630772572571693,0.0394180080798604,0.3196604664864867,0.096041942,0.018738514,0.36,11,AGEMOEA,outputs\AGEMOEA\pom3b.csv,0.06530547142028809
0.018526860387357,0.1427550761053485,0.1225245989299906,0.9232713456315133,0.3188619678937561,0.020845323645954,0.4425124205227435,0.6200683914308182,0.6951492607737437,0.077412963,0.02611456,0.276923077,6,AGEMOEA,outputs\AGEMOEA\pom3b.csv,0.06530547142028809
0.2297860350281803,0.0386134441317477,0.9466679693289144,0.4041491825776997,0.1846024580103452,0.0675480185581238,0.1694817913331292,0.4889273227612933,0.6094159571632791,0.072942672,0.09206791,0.257142857,47,RVEA,outputs\RVEA\pom3b.csv,0.06530547142028809
0.1482150534925914,0.0739335315555894,0.4025030913154754,0.7912048689431684,0.0245098317456148,0.0877069112890152,0.3715511565812185,0.8477747198249967,0.0220613947596717,0.070884811,0.076590352,0.133333333,56,RVEA,outputs\RVEA\pom3b.csv,0.06530547142028809
0.1402382609990863,0.0956474602454908,0.2003101743379547,0.6317539784404289,0.0264224632514278,0.136636649247854,0.3692502809590152,0.1001994766041004,0.5580761185572414,0.057044375,0.128518792,0.12,49,RVEA,outputs\RVEA\pom3b.csv,0.06530547142028809
0.8641998794447059,0.2410412077974697,0.7773814647028903,0.1654670839550344,0.3993469159420928,0.2273411486612245,0.6860852618477901,0.790933890636276,0.8089314855324415,0.185976082,0.341067408,0.225,57,RVEA,outputs\RVEA\pom3b.csv,0.06530547142028809
0.0574301582033185,0.1404710884292179,0.1132916151006965,0.3713430666901142,0.9891219098315104,0.8663468327228153,0.6847991054887125,0.5583297662455792,0.8848867714731792,0.138438327,0.29420282,0.1,58,RVEA,outputs\RVEA\pom3b.csv,0.06530547142028809
0.8525636788195449,0.0778932595677334,0.0466619492379519,0.1873582849793346,0.211136001060916,0.2521778712862556,0.6329057540958575,0.1807578275419368,0.822084275747734,0.085529064,0.330021953,0.070588235,51,RVEA,outputs\RVEA\pom3b.csv,0.06530547142028809
0.0930635323018701,0.0637172559219471,0.0044722202312187,0.7271693908932947,0.3786383894064872,0.1741061824916202,0.1748852364606662,0.4363704152165991,0.8042182695789384,0.028939523,0.101656178,0.0,4,AGEMOEA,outputs\AGEMOEA\pom3b.csv,0.06530547142028809
0.4605351070245047,0.2278799881001567,0.9927265718957212,0.7044796684655183,0.2101860910624819,0.0131365864427092,0.387759289016661,0.2316080931855106,0.1076948147428262,0.072863275,0.001795088,0.15,60,RVEA,outputs\RVEA\pom3b.csv,0.06530547142028809
0.1371220970026895,0.120978797495878,0.108086375821447,0.6573109643545343,0.9948813886344956,0.0073047033583137,0.1821248908531947,0.3856210321415636,0.1594518293800877,0.084469179,0.024824826,0.171428571,61,RVEA,outputs\RVEA\pom3b.csv,0.06530547142028809
0.0692090301691397,0.0574786409601116,0.6364876947583492,0.5609543596823912,0.8947577642450896,0.1036267327186515,0.5823300660566154,0.91036738802168,0.3384122078729626,0.095464154,0.061377291,0.133333333,62,RVEA,outputs\RVEA\pom3b.csv,0.06530547142028809
0.19910575489763,0.2746615721286168,0.9015256888197418,0.785578331097089,0.9041148536176856,0.1456533678170821,0.6465271532028811,0.306096151741026,0.1073759137213781,0.147400731,0.12635565,0.232835821,63,RVEA,outputs\RVEA\pom3b.csv,0.06530547142028809
0.0477384018501699,0.3078176120849611,0.7581995677954456,0.1313422113944038,0.24623448185311,0.2153261465513528,0.0715831359578759,0.0021423771682502,0.1896565508545555,0.094696094,0.126011842,0.075,64,RVEA,outputs\RVEA\pom3b.csv,0.06530547142028809
0.0969838156590815,0.2617379555989252,0.8031942187390201,0.2451560186105819,0.9559598668105568,0.0150456636137544,0.3078016196995801,0.12294705678401,0.2633325906406802,0.10623587,0.006571773,0.15,66,RVEA,outputs\RVEA\pom3b.csv,0.06530547142028809
0.2513214484449058,0.2220576622658806,0.2217886889052148,0.7175613555688577,0.502903855370286,0.0005112617054949,0.1200345003504717,0.0889531616242053,0.4378680600669488,0.084337028,0.016361722,0.1,25,NSGA2,outputs\NSGA2\pom3b.csv,0.06530547142028809
0.1480630489367658,0.3438340312934173,0.4489366272856765,0.6989835368820367,0.6359133883110006,0.0971334272179984,0.2182168643833837,0.9263206907495932,0.6413583551865119,0.099012341,0.082794436,0.08,69,RVEA,outputs\RVEA\pom3b.csv,0.06530547142028809
0.0821443204126838,0.2610477978775528,0.4780863311923643,0.8377450100336226,0.6696268860198805,0.0745295162412751,0.331742986792047,0.1840436743747984,0.7124575552097143,0.160643921,0.051571372,0.12,71,RVEA,outputs\RVEA\pom3b.csv,0.06530547142028809
0.0839846941303937,0.0766965527734635,0.8138292855540127,0.1016690366538135,0.7668888041623907,0.067900499140865,0.7171815690642719,0.1243963123857599,0.478889920575496,0.090399062,0.039193687,0.038709677,72,RVEA,outputs\RVEA\pom3b.csv,0.06530547142028809
0.0986040867442041,0.0053254954008095,0.8860482325349318,0.5161383287083204,0.8399716180821304,0.1522971660214592,0.802795854138325,0.7615997098234537,0.2698016180350677,0.096903148,0.081542943,0.025531915,70,RVEA,outputs\RVEA\pom3b.csv,0.06530547142028809
0.3550861926192602,0.0334373861349562,0.6432816539956949,0.8221720844445687,0.0942173864780039,0.039431429249288,0.2733497377938712,0.2739051488024656,0.4281357201573377,0.0397612,0.028070453,0.0,15,AGEMOEA2,outputs\AGEMOEA2\pom3b.csv,0.06530547142028809
0.1441052380354239,0.3201572187438155,0.1310999192279441,0.4600069291577313,0.921937401145892,0.0134252723676915,0.5070690231375462,0.8274131652240257,0.8966895236197282,0.14802095,0.023720399,0.094117647,75,RVEA,outputs\RVEA\pom3b.csv,0.06530547142028809
0.4125032534745427,0.034077879026377,0.9602065523974564,0.5171910108214027,0.839883634515054,0.0110057759085239,0.2990528317300952,0.0153299488019345,0.4622022328069907,0.058101325,0.031679647,0.0,2,AGEMOEA,outputs\AGEMOEA\pom3b.csv,0.06530547142028809
0.1790377914824646,0.9498802252864316,0.7150220570033665,0.693876395855334,0.7758388327310173,0.0865089732120176,0.9195189435621268,0.5660145251542508,0.1201110760237984,0.534413732,0.090428727,0.171428571,78,RVEA,outputs\RVEA\pom3b.csv,0.06530547142028809
0.1524159572968781,0.42326116894713,0.6240368769640271,0.7405276341652486,0.3899167260404301,0.0446355453846847,0.5259786596334781,0.4690703154653906,0.4833126171652862,0.152486169,0.045167658,0.022641509,76,RVEA,outputs\RVEA\pom3b.csv,0.06530547142028809
0.2369449842325561,0.1192387433890197,0.4885159829480776,0.5615899042564555,0.220999470536417,0.0161076160727863,0.2336242914200562,0.562741071936866,0.9868967891362188,0.045970297,0.017059937,0.0,18,CTAEA,outputs\CTAEA\pom3b.csv,0.06530547142028809
0.1552873711815149,0.1862997407926281,0.6517320976642155,0.3692581835825909,0.5391348534962206,0.0513338497083639,0.1846541544895713,0.0284583025660882,0.4972087936772442,0.072900613,0.020057661,0.0,84,UNSGA3,outputs\UNSGA3\pom3b.csv,0.06530547142028809
0.0868264938717198,0.7432432516111049,0.1473138202686982,0.1526381599706899,0.9825555924174504,0.0016468677658085,0.8919783261526291,0.4965593165034946,0.8336159782468406,0.369685601,0.011943222,0.055813953,0,AGEMOEA,outputs\AGEMOEA\pom3b.csv,0.06530547142028809
0.1398260831836173,0.1767603813616987,0.2808148204819761,0.9574383195565556,0.1491822003997021,0.0248328767196007,0.3677689534671342,0.75816912957613,0.3600546049511239,0.080362934,0.004607009,0.0,13,AGEMOEA2,outputs\AGEMOEA2\pom3b.csv,0.06530547142028809
0.0754756246744132,0.0751205813584808,0.9219660735922616,0.8576537289706072,0.7632755785006167,0.7017810888998475,0.0445664856375512,0.1584494455155581,0.4944361614484905,0.045673199,0.0,0.0,29,NSGA3,outputs\NSGA3\pom3b.csv,0.06530547142028809
