date,location_ISO_Code,location,New_Cases,New_Deaths,New_Recovered,New_Active_Cases,Total_Cases,Total_Deaths,Total_Recovered,Total_Active_Cases,location_Level,city_or_Regency,province,country,continent,island,time_Zone,special_Status,Total_Regencies,Total_Cities,Total_Districts,Total_Urban_Villages,Total_Rural_Villages,Area_km2,Population,Population_Density,Longitude,Latitude,New_Cases_per_Million+,Total_Cases_per_Million,New_Deaths_per_Million,Total_Deaths_per_Million+,Total_Deaths_per_100rb+,Case_Fatality_Rate,case_Recovered_Rate,Growth_Factor_of_New_Cases,Growth_Factor_of_New_Deaths,_source_row
7/15/21,ID-JK,DKI Jakarta,12691,141,3034,9516,714597,9809,595538,109250,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5.0,44,267.0,4490.348298,664,10846145,16334.31,106.8361183,-6.204698991,1170.09,65884.88,13.0,904.38,90.44,0,83.34,1.0,2.24,16847
8/5/21,ID-KI,Kalimantan Timur,2083,101,2000,-18,126029,3717,99794,22518,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3.0,103,197.0,841.0,129067,3552191,27.52,116.4684405,0.45385803,586.4,35479.23,28.43,1046.4,104.64,0,79.18,0.94,1.22,17593
8/20/21,ID-KI,Kalimantan Timur,921,44,1434,-557,144455,4759,127666,12030,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3.0,103,197.0,841.0,129067,3552191,27.52,116.4684405,0.45385803,259.28,40666.45,12.39,1339.74,133.97,0,88.38,0.84,0.62,18118
8/24/21,ID-KI,Kalimantan Timur,791,38,1089,-336,146989,4889,132648,9452,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3.0,103,197.0,841.0,129067,3552191,27.52,116.4684405,0.45385803,222.68,41379.81,10.7,1376.33,137.63,0,90.24,1.62,1.31,18258
9/9/21,ID-KI,Kalimantan Timur,273,16,454,-197,153941,5230,144526,4185,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3.0,103,197.0,841.0,129067,3552191,27.52,116.4684405,0.45385803,76.85,43336.92,4.5,1472.33,147.23,0,93.88,0.76,1.23,18818
9/17/21,ID-KI,Kalimantan Timur,233,7,377,-151,155398,5325,147647,2426,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3.0,103,197.0,841.0,129067,3552191,27.52,116.4684405,0.45385803,65.59,43747.08,1.97,1499.07,149.91,0,95.01,2.26,0.88,19098
8/26/21,ID-KI,Kalimantan Timur,637,36,888,-287,148491,4965,134737,8789,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3.0,103,197.0,841.0,129067,3552191,27.52,116.4684405,0.45385803,179.33,41802.65,10.13,1397.73,139.77,0,90.74,0.74,0.9,18328
9/30/21,ID-KI,Kalimantan Timur,60,1,114,-55,156811,5375,150271,1165,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3.0,103,197.0,841.0,129067,3552191,27.52,116.4684405,0.45385803,16.89,44144.87,0.28,1513.15,151.32,0,95.83,0.66,0.14,19553
10/19/21,ID-KI,Kalimantan Timur,35,4,59,-28,157672,5431,151878,363,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3.0,103,197.0,841.0,129067,3552191,27.52,116.4684405,0.45385803,9.85,44387.25,1.13,1528.92,152.89,0,96.33,1.84,1.0,20218
8/27/21,ID-KI,Kalimantan Timur,523,30,1265,-772,149014,4995,136002,8017,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3.0,103,197.0,841.0,129067,3552191,27.52,116.4684405,0.45385803,147.23,41949.88,8.45,1406.17,140.62,0,91.27,0.82,0.83,18363
9/24/21,ID-KI,Kalimantan Timur,141,3,209,-71,156364,5357,149322,1685,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3.0,103,197.0,841.0,129067,3552191,27.52,116.4684405,0.45385803,39.69,44019.03,0.84,1508.08,150.81,0,95.5,1.08,1.5,19343
9/18/21,ID-KI,Kalimantan Timur,175,7,302,-134,155573,5332,147949,2292,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3.0,103,197.0,841.0,129067,3552191,27.52,116.4684405,0.45385803,49.27,43796.35,1.97,1501.05,150.1,0,95.1,0.75,1.0,19133
10/12/21,ID-KI,Kalimantan Timur,50,1,49,0,157456,5408,151426,622,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3.0,103,197.0,841.0,129067,3552191,27.52,116.4684405,0.45385803,14.08,44326.45,0.28,1522.44,152.24,0,96.17,1.79,0.33,19973
