DATA, AAX, ACAP, AEXP, BX, CPLx, DOCU, ETAT, FLEx, KLOC, LTEx, PCAP, PCON, PLEx, PMAT, PRX, PREC, PVOL, RELY, RESL, RUSE, SCED, SITE, STOR, TEAM, TIME, TOOL, EFFORT-, MONTHS-, DEFECTS-, RISKS-,_source_row
2.289,5.233,2.821,2.976,7.696,5.377,2.822,5.359,4.671,83.685,3.791,3.0,2.63,3.0,2.062,4.298,1.121,2.0,5.0,2.137,3.678,1.456,3.0,3.083,2.315,3.44,2.125,499.377,17.666,3491.285,4.021,43
2.573,3.685,2.623,2.926,4.107,5.821,3.395,1.033,3.625,86.647,3.556,3.0,2.775,3.0,3.957,3.771,1.73,2.0,5.0,2.716,2.443,1.41,3.0,3.93,2.355,4.976,2.945,531.536,17.943,5826.05,3.485,84
2.516,4.421,2.021,2.979,5.294,5.249,3.114,1.713,4.639,75.563,3.455,3.0,2.168,3.0,3.287,4.509,1.622,2.0,5.0,2.581,2.173,1.29,3.0,3.812,2.693,3.681,2.886,588.092,18.24,4429.234,3.485,28
3.916,3.06,2.85,2.868,6.983,5.395,2.179,4.661,4.346,76.541,3.048,3.0,2.112,3.0,3.026,1.062,1.482,2.0,5.0,1.978,3.838,1.301,3.0,4.366,2.066,3.895,2.815,744.515,20.207,9750.128,3.485,66
3.852,1.302,2.822,2.983,3.183,5.2,2.89,2.979,3.387,95.757,3.682,3.0,2.303,3.0,1.37,3.986,1.841,2.0,5.0,1.067,3.229,1.405,3.0,3.272,2.094,4.272,2.755,636.377,19.646,11685.586,5.362,61
2.224,1.766,2.487,2.169,4.405,5.319,2.813,1.228,3.756,122.398,2.119,3.0,2.654,3.0,2.761,2.607,1.138,2.0,5.0,1.248,2.375,1.061,3.0,4.341,2.244,3.42,2.361,989.092,21.804,27493.017,4.558,62
4.18,1.735,2.128,2.928,7.108,5.124,2.469,1.612,3.56,97.049,3.026,3.0,2.185,3.0,3.119,2.169,1.392,2.0,5.0,2.257,2.255,2.388,3.0,4.071,2.303,5.655,2.276,791.662,23.931,16560.3,1.072,74
2.052,1.875,2.606,2.041,5.589,5.667,3.172,3.995,4.991,106.739,3.063,3.0,2.893,3.0,3.345,2.283,1.971,2.0,5.0,2.872,2.67,2.749,3.0,4.935,2.33,5.21,2.828,665.279,22.261,8251.255,1.072,77
3.184,4.205,2.172,2.386,3.351,5.139,2.481,4.734,3.735,100.664,2.958,3.0,2.827,3.0,2.657,1.416,1.922,2.0,5.0,2.881,2.882,2.97,3.0,3.259,2.015,3.894,2.62,526.204,21.616,6037.452,1.072,37
2.555,1.249,2.321,2.213,9.54,5.498,2.673,4.238,3.73,76.767,3.536,3.0,2.38,3.0,2.817,3.309,1.875,2.0,5.0,2.815,3.711,2.999,3.0,4.579,2.9,3.19,2.557,437.3,19.857,4912.834,1.072,123
2.229,5.802,2.821,2.876,8.01,5.379,2.461,1.899,3.273,106.937,3.948,3.0,2.354,3.0,2.713,4.479,1.841,2.0,5.0,2.48,3.449,2.346,3.0,3.884,2.894,3.306,2.241,457.994,20.018,4199.812,1.072,89
2.066,3.412,2.58,2.195,4.749,5.79,3.281,1.661,2.267,76.457,3.404,3.0,2.3,3.0,1.776,2.243,1.736,2.0,5.0,1.028,2.055,2.952,3.0,3.315,2.815,3.931,2.119,485.088,21.331,8975.307,2.413,56
2.05,5.474,2.711,2.779,9.518,5.424,2.577,5.916,4.969,105.464,3.925,3.0,2.56,3.0,2.493,5.099,1.545,2.0,5.0,1.09,2.356,1.323,3.0,3.837,2.385,3.169,2.916,536.341,17.906,3276.884,4.021,15
4.086,2.99,2.372,2.335,7.076,5.886,2.464,3.451,3.627,82.666,3.677,3.0,2.727,3.0,3.759,5.408,1.542,2.0,5.0,2.568,2.873,1.788,3.0,3.914,2.405,3.48,2.972,627.258,19.092,3891.825,3.485,14
3.403,1.738,2.511,2.619,5.693,5.549,2.454,5.409,3.971,114.715,3.058,3.0,2.361,3.0,3.366,2.715,1.226,2.0,5.0,2.938,3.692,1.647,3.0,3.195,2.524,3.013,2.839,784.684,19.586,7834.409,3.485,65
2.238,3.122,2.119,2.635,4.091,5.861,2.702,2.653,3.207,76.282,3.511,3.0,2.2,3.0,3.043,2.935,1.884,2.0,5.0,1.974,2.145,2.536,3.0,4.315,2.231,3.095,2.773,458.592,20.718,5964.746,1.072,57
2.352,4.989,2.066,2.105,3.512,5.677,2.459,4.574,3.944,86.783,3.644,3.0,2.036,3.0,3.286,5.566,1.058,2.0,5.0,2.02,2.001,1.008,3.0,4.784,2.257,4.277,2.511,838.457,20.977,5372.473,3.485,64
4.496,1.104,2.082,2.511,5.686,5.332,3.025,3.634,4.546,98.962,2.039,3.0,2.261,3.0,1.426,3.233,1.838,2.0,5.0,1.063,2.265,2.049,3.0,4.252,2.902,4.687,2.53,1546.955,29.284,18995.218,2.413,92
2.663,1.053,2.573,2.439,7.855,5.541,2.432,3.212,2.692,77.421,2.798,3.0,2.667,3.0,3.672,5.398,1.346,2.0,5.0,2.783,2.769,2.972,3.0,3.06,2.384,5.363,2.788,428.547,19.94,4299.485,1.072,59
4.243,3.367,2.391,2.355,8.861,5.454,2.333,5.903,3.067,109.792,2.731,3.0,2.168,3.0,1.514,4.305,1.576,2.0,5.0,1.249,2.064,2.739,3.0,3.369,2.377,3.996,2.586,1160.056,27.635,7641.793,2.413,107
3.855,4.443,2.213,2.655,7.943,5.541,2.538,3.54,4.418,97.991,3.49,3.0,2.104,3.0,1.211,3.495,1.491,2.0,5.0,2.895,3.98,2.419,3.0,3.41,2.233,5.29,2.997,867.419,24.962,9196.445,2.413,71
4.513,2.162,2.307,2.671,5.136,5.688,3.089,1.327,2.949,77.912,2.958,3.0,2.321,3.0,1.811,2.076,1.036,2.0,5.0,1.021,2.745,2.402,3.0,4.319,2.566,5.407,2.601,1207.524,28.093,19734.065,2.413,72
4.941,5.688,2.153,2.499,8.023,5.734,3.196,5.526,4.444,79.435,2.384,3.0,2.855,3.0,2.377,3.305,1.705,2.0,5.0,2.062,3.61,2.817,3.0,3.277,2.746,4.079,2.353,660.744,22.668,4193.948,1.072,75
4.264,4.218,2.551,2.169,3.161,5.921,2.399,4.267,4.466,81.399,3.298,3.0,2.92,3.0,3.959,3.445,1.878,2.0,5.0,1.977,2.87,2.644,3.0,3.791,2.093,3.971,2.702,514.625,20.451,4339.648,1.072,9
3.966,5.902,2.827,2.855,5.648,5.959,2.061,5.326,3.992,85.26,3.809,3.0,2.862,3.0,3.412,4.123,1.733,2.0,5.0,2.736,2.369,2.756,3.0,4.264,2.91,3.414,2.666,630.563,22.015,1851.034,1.072,26
2.589,1.044,2.061,2.729,9.545,5.076,2.498,5.883,3.122,85.412,3.027,3.0,2.555,3.0,2.461,5.864,1.849,2.0,5.0,2.618,2.067,2.381,3.0,3.545,2.402,3.951,2.223,545.792,21.437,3244.095,1.072,117
2.138,5.286,2.344,2.556,3.36,5.139,2.953,3.641,3.13,92.03,3.82,3.0,2.235,3.0,1.856,4.042,1.728,2.0,5.0,1.865,3.25,1.669,3.0,3.068,2.929,3.697,2.659,462.981,17.79,5125.69,5.362,82
2.791,4.523,2.165,2.631,5.387,5.065,3.834,5.65,4.251,78.269,2.971,3.0,2.801,3.0,1.087,5.651,1.661,2.0,5.0,2.779,3.402,1.079,3.0,4.831,2.744,3.275,2.864,600.298,18.399,3029.378,5.898,18
2.123,1.088,2.674,2.798,7.102,5.708,3.376,2.457,4.122,82.074,3.331,3.0,2.388,3.0,2.503,1.365,1.784,2.0,5.0,1.244,2.619,1.13,3.0,4.157,2.68,3.784,2.264,812.82,20.38,14244.0,4.021,67
2.055,5.394,2.508,2.482,4.053,5.38,3.714,3.066,4.866,75.912,3.222,3.0,2.997,3.0,2.163,5.619,1.853,2.0,5.0,2.301,2.572,1.936,3.0,4.602,2.07,4.169,2.31,584.679,18.942,3170.215,4.021,90
3.41,1.06,2.057,2.895,6.114,5.527,3.804,5.081,3.082,80.338,3.142,3.0,2.605,3.0,2.841,5.208,1.712,2.0,5.0,2.977,3.45,1.389,3.0,3.371,2.85,3.315,2.644,706.197,19.818,3710.144,4.021,5
2.21,1.378,2.488,2.229,6.605,5.252,3.898,3.371,4.142,75.56,3.936,3.0,2.131,3.0,3.679,3.594,1.475,2.0,5.0,2.607,2.718,2.548,3.0,3.764,2.074,5.616,2.576,686.089,22.461,5454.764,1.072,106
2.868,5.017,2.773,2.791,6.044,5.191,3.984,5.518,4.254,100.304,3.056,3.0,2.51,3.0,3.54,5.245,1.818,2.0,5.0,2.823,2.302,2.302,3.0,3.575,2.841,3.335,2.637,885.628,23.682,1811.826,1.072,19
2.031,4.712,2.505,2.764,4.047,5.025,3.219,5.164,4.434,107.6,2.972,3.0,2.465,3.0,3.787,2.54,1.718,2.0,5.0,2.886,2.112,2.468,3.0,4.126,2.779,4.68,2.142,810.234,23.412,4284.605,1.072,97
2.698,4.557,2.996,2.949,7.025,5.057,3.583,5.155,4.289,103.526,3.934,3.0,2.993,3.0,3.968,5.9,1.886,2.0,5.0,2.58,2.288,2.221,3.0,4.901,2.323,4.289,2.051,707.029,22.071,1781.743,1.072,40
2.45,4.955,2.886,2.08,3.87,5.084,2.875,5.878,2.746,89.735,3.112,3.0,2.135,3.0,3.684,5.098,1.401,2.0,5.0,2.801,2.53,1.197,3.0,3.093,2.434,3.206,2.178,533.494,17.579,2662.408,3.485,44
2.027,1.789,2.627,2.364,3.28,5.201,3.269,4.292,4.619,75.233,3.938,3.0,2.426,3.0,2.952,4.626,1.413,2.0,5.0,2.798,2.374,1.208,3.0,3.272,2.823,3.371,2.552,557.276,17.651,3629.095,4.021,16
2.364,3.633,2.958,2.858,9.934,5.233,3.68,1.445,3.286,78.419,2.901,3.0,2.998,3.0,1.574,4.027,1.996,2.0,5.0,2.877,2.255,2.459,3.0,3.855,2.227,3.796,2.017,508.641,21.36,4653.029,2.413,93
3.664,5.508,2.679,2.904,9.48,5.042,2.27,4.002,3.412,85.023,3.991,3.0,2.953,3.0,2.466,5.42,1.74,2.0,5.0,2.12,3.872,2.487,3.0,3.394,2.395,3.86,2.931,392.753,19.131,2430.783,1.072,41
2.504,3.699,2.032,2.69,6.949,5.012,3.194,5.735,2.626,84.256,3.741,3.0,2.134,3.0,3.117,5.228,1.393,2.0,5.0,2.855,2.15,1.573,3.0,3.618,2.177,3.674,2.004,633.67,19.038,2948.733,3.485,21
3.177,2.642,2.466,2.696,3.314,5.4,3.636,4.474,3.916,97.938,2.897,3.0,2.721,3.0,3.912,5.845,1.789,2.0,5.0,1.873,2.121,2.196,3.0,3.772,2.066,3.75,2.638,531.852,20.665,3383.604,1.072,36
2.463,5.587,2.869,2.655,3.783,5.031,3.575,3.979,2.08,93.807,3.547,3.0,2.704,3.0,1.524,4.637,1.72,2.0,5.0,2.985,2.406,1.946,3.0,4.475,2.031,3.188,2.94,652.137,19.603,2927.852,5.362,23
3.095,5.161,2.294,2.967,6.297,5.447,2.424,5.915,4.732,82.095,3.067,3.0,2.177,3.0,3.621,3.808,1.459,2.0,5.0,1.957,2.313,1.802,3.0,3.252,2.509,3.935,2.894,506.398,17.751,3292.297,3.485,11
2.974,4.164,2.982,2.654,9.763,5.578,3.786,3.832,2.599,91.432,3.62,3.0,2.488,3.0,3.82,5.32,1.56,2.0,5.0,2.473,2.202,2.615,3.0,3.828,2.205,3.115,2.439,414.883,19.721,2263.258,1.072,24
3.091,5.936,2.513,2.624,8.202,5.981,3.747,5.242,3.787,94.574,3.644,3.0,2.521,3.0,3.997,5.126,1.821,2.0,5.0,1.833,2.409,1.591,3.0,4.664,2.179,4.654,2.337,812.787,20.576,3179.24,3.485,3
3.155,4.515,2.205,2.396,4.21,5.08,3.912,4.572,2.219,96.627,3.729,3.0,2.476,3.0,3.296,5.276,1.373,2.0,5.0,2.867,3.971,1.77,3.0,3.521,2.898,3.957,2.916,878.233,21.028,3195.502,3.485,119
2.695,5.55,2.739,2.257,6.694,5.947,3.189,2.532,4.837,79.574,3.758,3.0,2.435,3.0,3.204,5.992,1.363,2.0,5.0,2.951,2.071,2.292,3.0,3.421,2.042,3.284,2.538,512.179,20.717,2149.427,1.072,6
