DATA, AAX, ACAP, AEXP, BX, CPLx, DOCU, ETAT, FLEx, KLOC, LTEx, PCAP, PCON, PLEx, PMAT, PRX, PREC, PVOL, RELY, RESL, RUSE, SCED, SITE, STOR, TEAM, TIME, TOOL, EFFORT-, MONTHS-, DEFECTS-, RISKS-,_source_row
3.08,2.061,4.588,3.651,9.683,4.45,2.301,2.917,4.905,328.481,1.987,4.96,3.522,1.07,2.567,2.371,2.316,4.947,4.297,1.673,2.998,3.0,2.427,3.198,2.82,3.996,2.0,1141.984,31.408,25769.6,0.0,214
4.065,4.05,4.64,4.096,3.002,5.858,3.77,2.198,2.918,11.419,3.805,3.468,3.358,3.095,2.404,3.692,2.832,2.524,3.363,2.267,5.792,3.0,4.078,3.088,1.177,3.7,2.0,47.765,11.988,384.065,0.0,8694
4.902,2.609,3.125,1.955,8.044,5.368,3.079,2.103,2.521,363.94,1.286,3.803,1.547,3.158,2.417,2.307,1.989,4.434,4.713,1.282,4.92,3.0,1.68,3.973,1.158,3.452,2.0,6481.823,57.136,156928.585,2.413,3737
2.31,5.62,4.928,1.26,8.854,5.482,3.011,3.652,4.08,401.731,1.763,3.71,1.604,1.55,2.419,3.266,3.61,4.398,3.803,4.194,4.821,3.0,1.256,3.708,4.325,3.058,2.0,2930.05,39.671,23450.936,0.804,6456
2.33,1.058,4.849,4.811,7.732,5.749,4.118,3.038,4.969,271.455,2.354,3.953,2.11,1.801,2.365,3.14,1.475,4.253,3.009,1.418,5.468,3.0,2.118,3.033,4.114,3.327,2.0,2123.468,37.59,17382.872,0.0,8278
3.208,1.175,3.775,4.423,3.6,5.347,1.169,5.422,3.544,13.627,3.212,4.477,1.918,3.91,2.07,3.842,2.123,3.503,4.707,2.739,5.653,3.0,5.917,3.642,2.928,3.653,2.0,36.734,11.021,328.972,0.0,5619
2.726,2.8,3.656,4.715,3.309,5.906,1.414,4.809,2.935,308.731,1.664,3.032,1.277,3.079,2.397,3.618,2.647,4.606,4.866,3.843,4.607,3.0,2.95,3.894,4.055,3.21,2.0,2006.444,36.351,16143.153,0.268,1452
3.146,1.918,4.321,3.524,9.345,4.644,1.292,2.503,2.627,125.347,2.428,3.463,1.729,1.26,2.313,1.577,3.042,2.509,3.075,1.483,3.501,3.0,3.861,3.225,2.422,3.575,2.0,488.555,24.68,12781.475,0.0,9460
2.326,5.069,3.21,3.639,3.597,5.746,1.342,1.176,1.711,12.115,1.319,3.16,1.852,3.977,2.204,1.682,1.622,3.293,3.947,3.201,4.136,3.0,4.445,3.644,1.554,3.116,2.0,50.458,12.527,625.511,0.268,6195
2.295,4.072,3.422,3.896,6.927,5.929,1.411,5.137,3.397,7.123,2.08,3.763,3.044,3.952,2.126,2.696,3.963,2.348,3.669,1.271,4.472,3.0,4.491,3.885,4.162,3.541,2.0,36.243,10.972,145.459,0.0,1055
2.93,3.576,4.797,2.632,4.426,4.717,2.858,2.054,1.878,70.179,1.992,3.705,1.617,2.214,2.354,1.123,1.008,3.95,3.021,1.099,3.777,3.0,1.702,3.74,3.613,3.531,2.0,602.385,27.385,11389.886,0.268,6800
3.241,1.62,3.768,2.791,5.13,5.481,2.39,1.251,4.963,30.453,1.072,4.755,3.474,3.265,2.405,2.146,4.43,2.173,3.631,2.791,2.419,3.0,3.529,3.973,3.113,3.272,2.0,109.154,14.958,1282.081,0.0,4339
2.57,3.92,4.454,1.717,4.126,3.736,1.518,1.839,4.773,8.698,3.19,4.54,4.86,2.057,2.9,4.595,1.993,3.085,4.23,3.962,5.538,3.0,3.596,3.906,1.325,3.421,2.0,38.599,11.167,228.546,1.609,3112
3.232,4.637,4.179,2.781,6.856,3.003,3.053,4.615,4.41,7.366,3.376,3.118,4.72,2.049,2.692,2.397,1.382,3.019,3.883,1.885,4.41,3.0,1.588,3.324,2.95,3.723,2.0,57.244,12.724,233.094,0.268,501
3.199,2.033,3.59,4.906,9.463,4.371,3.458,4.685,3.415,16.153,2.894,4.708,4.425,1.657,2.903,4.555,1.641,4.671,3.93,4.256,3.446,3.0,2.415,3.852,4.003,3.109,2.0,83.428,13.896,303.296,0.0,9722
3.439,1.025,3.234,4.112,9.984,5.72,1.321,1.128,1.174,7.67,2.797,4.383,3.292,1.458,2.146,5.578,3.727,3.606,3.002,4.613,4.462,3.0,1.209,3.182,3.54,3.128,2.0,62.56,12.796,506.158,0.0,9397
3.103,1.701,4.029,3.057,8.819,5.152,1.514,4.13,4.844,8.712,2.765,3.217,1.159,3.357,2.466,3.785,1.981,2.774,3.198,3.053,2.18,3.0,5.199,3.776,2.284,3.642,2.0,47.592,12.046,242.69,0.0,2473
2.733,4.785,4.885,4.294,4.63,4.301,2.403,1.603,2.38,12.868,3.148,3.486,3.027,3.969,2.599,1.341,4.381,4.646,4.799,4.767,2.687,3.0,5.241,3.029,1.334,3.761,2.0,36.507,10.847,109.509,0.0,9723
2.747,3.159,4.528,4.583,9.256,5.981,3.623,2.177,3.338,8.943,1.054,3.232,4.575,3.839,2.187,2.394,4.681,2.231,4.325,3.41,5.055,3.0,3.331,3.674,4.515,3.23,2.0,48.478,11.723,139.993,0.268,8372
2.356,1.192,4.826,4.031,4.78,3.037,1.767,4.47,4.255,13.095,1.378,3.11,4.756,3.908,2.038,5.887,2.422,2.629,3.721,2.986,3.322,3.0,5.534,3.097,3.453,3.896,2.0,26.489,9.962,65.743,0.268,8851
