DATA, AAX, ACAP, AEXP, BX, CPLx, DOCU, ETAT, FLEx, KLOC, LTEx, PCAP, PCON, PLEx, PMAT, PRX, PREC, PVOL, RELY, RESL, RUSE, SCED, SITE, STOR, TEAM, TIME, TOOL, EFFORT-, MONTHS-, DEFECTS-, RISKS-,_source_row
4.04,2.713,3.229,3.634,7.452,2.613,3.172,3.986,4.737,16.579,2.813,4.683,4.449,1.491,2.095,3.125,2.196,3.534,3.002,4.055,2.16,3.0,5.914,3.742,1.108,3.458,2.0,44.189,11.726,359.587,0.0,4024
4.535,5.153,4.456,4.858,6.866,2.861,4.236,2.624,2.263,11.531,3.689,4.459,4.479,1.407,2.254,5.776,2.188,2.715,2.428,2.492,2.699,3.0,4.669,3.079,2.85,3.123,2.0,33.608,10.866,43.508,1.072,8466
3.076,2.581,3.073,3.972,9.736,2.438,1.205,4.766,2.17,113.193,3.795,3.135,4.882,2.171,2.909,3.1,3.884,4.626,1.035,1.24,4.345,3.0,5.396,3.881,1.893,3.679,2.0,115.023,15.818,4280.421,1.072,9851
4.096,3.464,3.971,3.893,8.102,3.262,2.35,5.608,3.432,353.963,1.343,3.119,1.724,1.092,2.388,4.369,1.674,4.093,3.963,1.432,5.575,3.0,3.718,3.075,4.044,3.749,2.0,2148.931,38.346,13016.689,0.268,5520
3.587,1.668,4.447,3.039,5.887,1.344,2.762,2.376,2.47,357.848,2.0,3.88,1.946,3.4,2.477,2.072,1.111,2.529,3.437,4.12,3.918,3.0,1.62,3.947,2.208,3.541,2.0,1754.621,36.0,21638.977,0.804,4277
3.626,2.798,3.147,2.895,6.128,1.268,1.243,1.522,4.272,71.564,3.763,3.768,4.429,1.294,2.912,5.184,1.023,4.113,1.298,2.031,3.642,3.0,5.653,3.127,3.349,3.837,2.0,117.727,15.603,2898.444,1.072,3934
4.429,4.546,4.027,4.016,4.715,1.257,4.059,3.775,4.884,357.548,1.722,3.305,2.117,2.844,2.247,1.238,1.249,3.472,2.266,4.24,2.437,3.0,3.135,3.06,4.048,3.774,2.0,1263.267,31.599,7614.51,1.34,9579
2.33,5.152,3.311,3.894,6.077,3.21,1.601,3.058,1.796,351.378,1.894,3.535,1.079,1.761,2.522,3.007,4.248,2.459,1.77,1.582,5.163,3.0,3.312,3.306,1.805,3.72,2.0,1591.95,36.217,19209.365,1.34,2961
3.695,1.58,3.734,3.885,6.288,1.061,3.445,1.744,2.385,350.036,1.744,3.637,4.384,1.786,2.046,1.791,2.696,4.387,2.992,1.826,4.812,3.0,4.934,3.792,2.884,3.854,2.0,1269.432,33.353,24191.016,0.268,378
4.072,2.06,3.247,2.37,8.275,3.722,2.181,2.014,4.878,337.589,2.929,3.254,3.962,2.144,2.238,1.206,1.725,3.361,1.54,4.107,4.474,3.0,2.137,3.775,4.888,3.56,2.0,1224.231,30.479,27453.27,1.072,3600
4.456,2.658,3.305,2.073,6.721,3.415,4.218,1.452,4.183,200.176,3.026,3.129,3.466,2.461,2.063,2.094,2.866,3.267,3.687,1.397,3.73,3.0,5.855,3.774,4.813,3.389,2.0,816.243,27.787,4916.901,0.0,1659
3.599,1.646,3.457,2.921,4.729,2.033,1.079,5.555,3.46,249.743,3.183,3.008,2.403,3.265,2.349,2.396,4.718,3.78,1.871,2.172,3.69,3.0,2.067,3.502,4.721,3.992,2.0,801.026,27.099,9494.888,1.072,2344
4.441,3.675,3.133,4.112,6.994,2.835,2.031,4.348,3.613,57.512,2.211,4.529,3.382,3.515,2.144,3.403,3.786,3.598,1.486,2.569,2.515,3.0,5.286,3.707,2.487,3.431,2.0,89.415,14.449,1340.568,1.609,5488
3.147,4.29,3.38,2.265,4.177,1.619,4.665,3.156,3.219,175.513,2.641,3.565,1.859,1.839,2.215,1.973,1.794,4.918,3.219,3.767,2.412,3.0,5.074,3.948,2.541,3.182,2.0,781.49,28.469,4755.141,0.0,3014
3.033,1.552,3.861,4.17,7.548,2.518,1.821,3.893,4.687,238.732,1.178,3.176,4.731,2.865,2.938,2.609,3.464,3.701,3.834,1.276,2.578,3.0,1.087,3.301,3.125,3.077,2.0,790.106,28.131,9425.362,0.268,9535
2.084,1.691,3.452,2.988,7.263,1.583,2.602,2.285,2.998,258.612,3.196,3.727,3.057,1.141,2.27,5.972,2.917,3.436,2.898,3.947,3.132,3.0,5.978,3.33,1.307,3.243,2.0,592.948,26.007,3540.5,0.536,2602
2.498,3.06,4.175,4.131,3.088,2.431,1.639,5.258,2.196,17.526,2.646,3.022,1.732,3.792,2.68,3.022,2.545,2.997,1.97,4.434,2.841,3.0,3.681,3.373,3.889,3.245,2.0,26.925,9.971,213.117,1.609,696
3.197,4.054,4.64,4.03,3.765,2.565,2.143,2.962,2.655,12.979,1.259,3.054,1.39,2.151,2.886,1.656,2.26,4.753,3.037,2.053,3.393,3.0,3.391,3.308,1.123,3.755,2.0,73.001,13.885,1095.386,0.268,9445
3.708,2.391,3.708,2.105,3.653,3.982,2.696,5.789,1.401,357.558,1.991,3.635,1.849,1.297,2.639,1.047,4.223,3.624,1.756,1.92,5.874,3.0,2.533,3.317,1.025,3.639,2.0,4846.639,51.484,59112.821,2.145,3064
2.742,3.44,3.095,2.983,3.277,1.091,1.146,2.453,1.509,23.775,1.893,3.443,3.746,2.743,2.0,2.852,3.341,2.67,3.204,4.236,2.457,3.0,5.284,3.965,4.405,3.084,2.0,37.21,10.967,322.724,0.268,2164
4.127,2.427,3.868,2.799,7.965,3.565,3.543,5.088,2.751,349.483,2.902,4.838,2.914,1.093,2.63,2.341,1.956,4.135,3.151,4.635,4.501,3.0,2.822,3.522,2.067,3.838,2.0,3004.95,42.407,12668.23,0.0,7355
3.677,3.208,3.895,3.823,6.482,2.9,4.007,5.755,2.926,353.035,1.362,4.623,2.357,2.291,2.077,2.798,1.815,4.405,1.239,2.885,5.424,3.0,2.306,3.575,1.392,3.299,2.0,2855.382,43.151,23439.519,1.877,7988
4.213,3.691,3.587,2.53,4.646,3.069,3.812,2.094,3.554,321.898,1.476,3.249,2.984,1.778,2.702,2.281,2.019,2.459,2.028,1.432,5.391,3.0,1.463,3.362,3.045,3.986,2.0,3333.187,44.45,42105.232,0.268,557
3.496,2.958,4.486,4.589,7.64,3.598,1.338,2.308,4.488,380.879,2.268,4.552,4.531,1.756,2.644,3.584,1.306,4.573,2.688,4.546,4.764,3.0,1.227,3.456,4.865,3.918,2.0,1594.495,33.454,6689.07,1.072,1894
2.815,2.255,4.732,4.977,5.219,3.496,3.418,1.588,2.618,26.07,2.691,3.46,1.06,2.423,2.752,1.006,3.793,2.852,2.48,3.62,2.873,3.0,4.257,3.562,2.143,3.573,2.0,87.092,14.294,559.94,0.536,6001
3.718,4.942,3.114,3.406,5.421,1.558,4.513,1.804,3.627,19.815,3.513,3.202,2.066,3.938,2.777,1.877,3.856,3.217,1.474,4.493,3.188,3.0,5.342,3.737,3.784,3.326,2.0,44.16,11.36,136.607,1.072,840
4.228,1.796,3.777,4.927,3.324,3.456,2.631,2.529,4.198,15.124,2.477,4.77,2.598,2.78,2.956,4.124,2.02,4.426,2.416,1.18,3.302,3.0,1.408,3.563,2.647,3.326,2.0,69.182,13.603,796.655,0.804,8252
4.747,5.373,4.161,4.404,4.02,1.235,4.493,3.999,3.676,18.292,1.922,3.434,3.991,2.816,2.323,1.838,3.877,3.359,1.73,3.619,4.677,3.0,5.402,3.402,2.002,3.605,2.0,36.58,10.896,187.417,2.413,8518
2.427,5.864,4.906,2.173,3.941,3.075,4.558,4.45,4.133,14.469,3.463,3.248,4.839,3.395,2.114,2.382,4.219,2.91,1.796,1.802,3.872,3.0,3.902,3.953,1.642,3.2,2.0,35.304,10.965,85.941,2.145,7936
4.48,2.874,3.999,4.845,8.388,2.977,1.31,1.695,1.387,17.246,3.767,4.781,1.492,3.764,2.282,4.718,2.875,3.849,2.667,2.19,3.004,3.0,2.634,3.598,2.792,3.154,2.0,55.425,12.838,388.704,0.536,4875
4.444,1.516,4.074,4.915,5.62,1.606,1.104,4.682,4.402,34.349,2.728,3.072,3.5,1.408,2.961,5.084,3.054,3.265,2.856,3.455,4.592,3.0,5.944,3.908,4.19,3.596,2.0,69.917,13.092,399.431,1.072,122
4.415,4.772,4.577,4.686,8.781,1.542,2.313,2.32,3.508,12.898,1.88,3.166,4.307,1.039,2.951,4.417,4.831,3.412,1.499,2.16,2.199,3.0,5.681,3.745,3.133,3.326,2.0,36.158,10.913,118.25,2.413,4147
2.335,1.614,4.285,4.628,7.264,1.893,1.147,5.898,1.469,33.504,3.944,3.447,3.134,1.802,2.85,3.296,4.149,3.242,2.875,4.831,2.981,3.0,4.152,3.607,4.599,3.359,2.0,53.967,12.066,125.198,1.072,8452
2.868,5.434,3.552,2.626,4.363,2.336,1.381,5.927,4.248,88.33,3.106,4.702,4.03,3.93,2.508,4.077,2.768,3.085,3.248,1.698,5.898,3.0,5.424,3.234,4.842,3.746,2.0,142.216,16.419,289.338,0.0,5808
3.858,3.432,3.436,3.847,5.947,1.288,1.452,4.976,4.825,24.45,3.349,4.287,1.224,2.854,2.732,4.072,4.607,2.714,3.122,1.105,2.95,3.0,5.993,3.908,4.421,3.622,2.0,44.504,11.54,166.644,0.536,4571
4.821,5.162,3.727,3.913,3.19,2.59,3.033,5.022,1.588,18.677,1.538,4.695,4.254,2.942,2.171,5.208,1.31,2.397,3.352,4.267,3.553,3.0,5.465,3.341,1.982,3.407,2.0,41.961,11.676,115.067,0.0,2459
3.578,4.558,4.254,3.419,9.675,3.262,2.402,1.134,3.984,34.881,3.027,3.754,4.048,1.997,2.858,5.462,4.307,4.941,3.421,4.561,3.728,3.0,5.781,3.75,4.249,3.693,2.0,69.228,12.87,133.467,0.0,9388
2.073,3.661,4.519,3.896,9.803,3.374,3.437,2.884,3.305,58.493,2.728,3.668,4.666,2.005,2.861,3.317,4.242,3.793,3.704,3.509,3.23,3.0,5.387,3.502,3.458,3.238,2.0,138.209,16.042,224.726,0.0,7103
4.594,3.651,4.789,4.097,4.991,1.946,3.488,1.447,4.452,12.494,3.972,4.659,2.606,2.44,2.547,5.848,2.861,2.187,1.813,4.616,4.205,3.0,4.385,3.735,3.607,3.909,2.0,27.793,9.903,52.443,3.217,3116
