date,location_ISO_Code,location,New_Cases,New_Deaths,New_Recovered,New_Active_Cases,Total_Cases,Total_Deaths,Total_Recovered,Total_Active_Cases,location_Level,city_or_Regency,province,country,continent,island,time_Zone,special_Status,Total_Regencies,Total_Cities,Total_Districts,Total_Urban_Villages,Total_Rural_Villages,Area_km2,Population,Population_Density,Longitude,Latitude,New_Cases_per_Million+,Total_Cases_per_Million,New_Deaths_per_Million,Total_Deaths_per_Million+,Total_Deaths_per_100rb+,Case_Fatality_Rate,case_Recovered_Rate,Growth_Factor_of_New_Cases,Growth_Factor_of_New_Deaths,_source_row
8/11/21,ID-KI,Kalimantan Timur,1843,64,1928,-149,135669,4188,112499,18982,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3.0,103,197.0,841.0,129067,3552191,27.52,116.4684405,0.45385803,518.83,38193.05,18.02,1178.99,117.9,0,82.92,1.19,0.81,37
8/21/21,ID-KI,Kalimantan Timur,657,37,1222,-602,145112,4796,128888,11428,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3.0,103,197.0,841.0,129067,3552191,27.52,116.4684405,0.45385803,184.96,40851.41,10.42,1350.15,135.02,0,88.82,0.71,0.84,3
8/15/21,ID-KI,Kalimantan Timur,776,63,1706,-993,140240,4449,119816,15975,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3.0,103,197.0,841.0,129067,3552191,27.52,116.4684405,0.45385803,218.46,39479.86,17.74,1252.47,125.25,0,85.44,0.66,0.95,35
9/8/21,ID-KU,Kalimantan Utara,157,7,432,-282,33189,722,29689,2778,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1.0,53,35.0,447.0,75468,648407,8.59,116.2188791,2.891012621,242.13,51185.44,10.8,1113.5,111.35,0,89.45,2.15,1.074145242,68
8/17/21,ID-KI,Kalimantan Timur,923,52,1574,-703,141796,4572,123281,13943,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3.0,103,197.0,841.0,129067,3552191,27.52,116.4684405,0.45385803,259.84,39917.9,14.64,1287.09,128.71,0,86.94,1.46,0.73,71
9/6/21,ID-KU,Kalimantan Utara,79,5,453,-379,32959,715,29085,3159,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1.0,53,35.0,447.0,75468,648407,8.59,116.2188791,2.891012621,121.84,50830.73,7.71,1102.7,110.27,0,88.25,0.64,1.0,72
8/28/21,ID-KI,Kalimantan Timur,462,18,629,-185,149476,5013,136631,7832,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3.0,103,197.0,841.0,129067,3552191,27.52,116.4684405,0.45385803,130.06,42079.94,5.07,1411.24,141.12,0,91.41,0.88,0.6,52
8/20/21,ID-KI,Kalimantan Timur,921,44,1434,-557,144455,4759,127666,12030,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3.0,103,197.0,841.0,129067,3552191,27.52,116.4684405,0.45385803,259.28,40666.45,12.39,1339.74,133.97,0,88.38,0.84,0.62,53
9/2/21,ID-KI,Kalimantan Timur,503,13,589,-99,151738,5107,140169,6462,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3.0,103,197.0,841.0,129067,3552191,27.52,116.4684405,0.45385803,141.6,42716.73,3.66,1437.7,143.77,0,92.38,0.94,0.45,8
10/27/21,ID-KI,Kalimantan Timur,21,1,26,-6,157872,5444,152205,223,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3.0,103,197.0,841.0,129067,3552191,27.52,116.4684405,0.45385803,5.91,44443.56,0.28,1532.58,153.26,0,96.41,0.88,1.0,5
