DATA, AAX, ACAP, AEXP, BX, CPLx, DOCU, ETAT, FLEx, KLOC, LTEx, PCAP, PCON, PLEx, PMAT, PRX, PREC, PVOL, RELY, RESL, RUSE, SCED, SITE, STOR, TEAM, TIME, TOOL, EFFORT-, MONTHS-, DEFECTS-, RISKS-,_source_row
3.926,5.907,4.461,4.605,3.756,2.867,1.352,1.955,4.684,35.697,1.265,4.656,2.29,3.078,2.65,2.067,4.224,3.913,1.91,3.664,5.805,3.0,4.385,3.85,3.279,3.791,2.0,107.829,14.808,1099.005,2.145,114
3.282,5.878,3.242,3.894,3.133,1.082,3.046,2.135,3.528,11.867,3.355,4.021,1.339,1.139,2.581,2.032,1.046,4.522,1.183,1.451,5.337,3.0,2.146,3.902,1.758,3.946,2.0,60.271,13.188,1442.534,2.413,4801
2.266,3.439,3.82,2.114,7.969,1.232,3.076,1.165,2.114,15.475,1.759,3.487,4.296,3.676,2.842,3.229,2.181,4.644,1.866,4.553,4.112,3.0,4.148,3.656,1.077,3.862,2.0,79.743,14.218,806.257,1.877,2740
3.898,3.116,4.464,2.726,3.432,1.461,2.332,2.38,1.288,28.012,3.967,3.965,4.101,2.042,2.053,4.002,1.879,2.486,2.655,2.572,3.094,3.0,4.002,3.494,1.148,3.526,2.0,50.472,12.504,853.959,1.609,4554
4.959,5.881,3.696,3.768,7.967,1.248,4.738,5.744,1.225,16.273,3.607,4.993,3.227,3.273,2.803,5.197,4.845,2.192,3.719,3.681,2.444,3.0,4.022,3.608,4.243,3.622,2.0,58.157,12.566,30.063,0.536,2023
4.115,1.734,3.534,4.262,3.143,1.72,3.519,2.471,2.38,14.817,3.357,4.006,3.174,2.925,2.161,3.117,3.774,3.524,3.614,4.748,2.542,3.0,1.528,3.927,3.732,3.96,2.0,50.938,11.984,380.93,0.536,7371
3.309,1.801,3.389,4.092,5.892,1.805,1.228,3.94,3.849,324.414,3.075,4.483,2.671,2.022,2.965,4.849,4.282,3.799,1.512,4.255,5.546,3.0,2.898,3.328,1.835,3.785,2.0,1617.697,34.257,10217.045,2.413,8918
4.573,2.38,4.379,4.891,4.514,2.362,2.481,1.589,4.508,376.716,1.968,4.394,1.359,2.719,2.487,5.411,2.726,4.311,1.458,1.651,2.237,3.0,1.521,3.179,1.584,3.682,2.0,1764.787,37.062,23534.346,2.681,5803
4.173,1.434,4.487,2.487,9.78,3.932,2.522,5.243,2.865,343.336,1.313,4.072,1.025,3.187,2.401,2.085,1.512,3.988,2.29,4.256,5.555,3.0,4.342,3.283,1.454,3.908,2.0,1909.332,37.554,34141.005,1.609,3698
3.802,2.754,3.667,2.142,5.66,2.992,1.924,2.517,3.412,374.756,2.376,3.126,3.908,2.795,2.374,2.546,2.439,3.656,2.636,1.523,3.981,3.0,2.88,3.227,1.845,3.652,2.0,1786.313,36.713,41126.505,0.804,1634
3.239,3.339,3.327,3.521,3.212,3.792,1.796,2.625,2.777,97.033,2.848,3.748,2.861,1.393,2.438,1.665,4.354,3.994,2.288,2.869,3.299,3.0,1.898,3.079,1.596,3.925,2.0,337.534,21.961,10207.627,0.536,5446
3.771,3.195,4.527,2.723,3.569,3.803,4.333,5.988,1.192,182.904,1.465,3.247,2.153,1.263,2.367,2.07,3.674,3.959,2.394,1.562,2.854,3.0,3.762,3.325,4.86,3.526,2.0,999.79,30.617,6244.094,0.804,8260
4.173,4.04,4.186,2.363,4.868,1.294,1.856,1.524,3.856,211.393,3.584,4.386,1.613,1.2,2.76,1.029,1.175,3.586,2.15,3.205,3.47,3.0,2.534,3.296,4.019,3.608,2.0,1247.569,32.598,15145.693,2.145,94
3.12,2.226,4.517,4.399,6.385,3.526,2.621,1.641,2.468,335.341,1.04,3.491,1.011,2.808,2.948,1.61,3.031,2.591,2.251,1.205,2.114,3.0,3.65,3.643,4.172,3.213,2.0,956.542,29.742,17443.363,0.804,1115
3.258,1.945,3.812,4.754,3.991,3.261,1.22,2.602,4.636,364.148,1.218,3.228,2.045,3.94,2.532,4.257,3.562,4.3,2.195,3.681,6.0,3.0,2.883,3.946,1.169,3.597,2.0,1215.139,32.128,29370.725,0.536,4173
4.632,4.19,3.627,4.797,6.19,1.661,3.98,2.704,1.655,360.893,3.008,4.882,4.22,1.617,2.932,3.149,3.607,4.47,2.235,2.021,3.88,3.0,5.893,3.988,2.221,3.508,2.0,663.346,26.881,4152.841,1.072,8785
4.511,3.375,3.249,3.194,3.437,3.416,1.511,1.139,1.809,247.905,2.784,3.128,3.929,3.519,2.668,1.079,2.605,2.927,3.719,1.454,2.469,3.0,3.958,3.269,4.461,3.522,2.0,752.004,27.68,9125.136,0.0,9010
4.22,4.861,4.22,4.52,7.317,2.988,2.83,3.181,1.044,11.362,1.994,3.491,3.549,1.506,2.467,1.1,4.69,4.085,1.012,2.793,2.81,3.0,5.281,3.686,4.184,3.711,2.0,31.037,10.433,220.733,1.877,3230
4.548,2.2,4.904,4.595,5.396,2.417,3.626,1.957,1.608,143.752,3.354,4.395,4.681,1.073,2.95,3.284,3.824,3.988,1.717,3.216,2.059,3.0,2.283,3.225,3.466,3.285,2.0,487.518,23.709,3014.476,2.145,2367
4.152,2.466,4.557,2.162,8.735,1.843,2.712,2.901,1.013,110.482,3.513,4.959,1.546,1.237,2.833,2.312,1.464,4.425,3.484,4.737,4.909,3.0,2.404,3.586,2.383,3.663,2.0,605.281,27.064,7731.621,1.072,1607
3.203,1.114,4.827,4.734,4.156,3.934,4.453,5.257,3.485,56.244,3.514,3.525,4.885,3.635,2.089,3.278,3.444,2.448,1.249,4.042,4.217,3.0,4.957,3.861,3.743,3.746,2.0,74.233,13.466,396.769,1.609,7908
3.237,2.33,4.693,3.697,3.466,1.843,1.454,2.961,2.828,174.065,3.005,4.751,2.963,2.977,2.055,2.545,1.49,2.276,2.038,2.726,2.472,3.0,2.979,3.469,2.319,3.185,2.0,259.839,20.3,7165.937,2.145,131
3.171,2.629,4.324,2.516,5.911,2.288,2.663,3.067,1.987,15.251,2.61,3.756,2.045,1.541,2.658,1.476,2.646,4.006,2.125,2.97,3.402,3.0,5.674,3.494,2.267,3.947,2.0,51.995,12.37,695.966,0.536,6427
4.903,4.616,3.002,2.374,6.202,1.604,3.769,1.607,1.512,382.734,1.255,4.061,2.936,2.799,2.24,3.737,2.008,4.862,3.922,4.911,2.014,3.0,2.342,3.382,2.877,3.35,2.0,4221.301,47.684,17014.79,0.536,5282
2.998,2.515,4.809,2.609,3.306,2.454,2.845,2.159,1.191,127.59,3.288,4.837,3.586,3.971,2.422,2.469,1.231,3.156,1.66,4.114,5.883,3.0,2.882,3.486,3.483,3.626,2.0,316.658,21.726,4999.815,2.145,2381
4.124,5.054,3.912,4.391,5.06,1.71,4.697,2.298,4.825,382.008,2.487,3.881,1.864,1.46,2.657,4.145,2.429,2.85,2.587,3.698,2.419,3.0,2.022,3.995,3.735,3.072,2.0,1991.219,36.209,8325.009,0.0,7979
3.61,4.796,4.452,2.71,3.951,1.651,4.918,3.31,3.243,226.887,3.36,4.389,3.25,2.432,2.811,1.536,4.579,4.572,3.724,1.823,3.88,3.0,3.337,3.671,2.775,3.933,2.0,1177.991,31.291,5011.876,1.072,3854
2.066,2.428,3.798,4.943,6.122,1.761,4.149,2.301,4.322,31.041,3.05,3.319,4.289,3.404,2.231,4.442,2.804,4.211,3.015,3.782,3.505,3.0,5.158,3.523,3.305,3.148,2.0,45.807,11.573,239.664,0.0,379
2.187,5.364,4.848,3.216,5.645,3.174,2.857,1.193,2.021,13.934,3.704,4.083,3.136,3.777,2.994,5.723,2.519,4.6,3.775,3.111,2.635,3.0,5.041,3.725,3.894,3.283,2.0,32.693,10.658,82.038,0.0,4060
2.729,1.931,3.507,4.976,4.726,3.381,1.077,1.534,4.129,29.682,2.887,4.908,1.335,3.237,2.032,5.632,1.735,2.695,1.993,1.112,4.628,3.0,3.847,3.796,3.151,3.973,2.0,83.938,14.187,999.684,1.609,9589
3.161,4.899,4.099,3.801,5.76,1.39,2.408,5.636,1.866,11.377,2.936,4.044,4.304,3.143,2.952,4.946,3.102,3.309,2.592,4.729,5.661,3.0,1.535,3.835,2.444,3.528,2.0,31.208,10.42,133.616,2.413,6247
4.145,3.49,3.634,2.5,3.64,3.599,2.833,5.346,2.291,30.882,3.876,3.2,4.313,2.533,2.049,5.669,4.805,4.271,2.29,3.813,3.511,3.0,3.796,3.465,4.298,3.287,2.0,94.141,14.501,254.75,0.0,2892
4.049,1.432,4.676,2.569,5.649,2.251,1.622,3.24,4.402,19.59,2.306,4.339,1.814,3.284,2.881,3.044,2.381,3.952,3.165,3.919,3.36,3.0,1.789,3.536,4.65,3.092,2.0,91.228,14.221,814.682,0.0,320
3.714,1.348,3.688,4.476,5.804,1.913,3.76,3.473,3.252,43.457,1.403,3.083,4.707,1.035,2.574,1.502,1.515,3.644,2.56,3.915,4.583,3.0,5.937,3.471,4.567,3.253,2.0,98.674,14.753,651.478,0.268,4305
3.697,1.483,4.375,3.303,6.873,2.776,4.938,2.26,4.017,25.486,3.341,4.131,3.944,2.895,2.863,2.62,2.827,2.246,3.869,4.62,2.755,3.0,5.506,3.813,3.604,3.804,2.0,54.077,12.074,206.146,0.0,1306
3.51,3.59,4.96,2.229,5.029,1.711,4.062,4.427,3.356,19.164,1.066,3.276,4.08,1.497,2.679,5.232,1.898,2.765,2.984,4.957,2.72,3.0,5.663,3.441,2.575,3.418,2.0,65.582,12.937,137.261,1.34,7286
4.637,4.243,3.088,4.487,8.16,2.068,1.744,3.719,3.977,132.216,1.402,4.942,3.956,1.693,2.334,5.137,4.227,3.232,3.59,3.205,4.755,3.0,5.98,3.13,2.078,3.803,2.0,497.891,24.149,992.669,0.0,7256
4.112,4.455,4.154,4.591,9.38,2.886,1.371,2.949,4.664,22.38,3.371,4.898,3.01,2.151,2.913,3.377,4.007,2.177,2.307,2.3,4.35,3.0,5.689,3.855,3.816,3.4,2.0,46.372,11.614,168.971,1.072,2396
4.006,5.049,4.959,2.155,7.342,3.834,4.094,3.976,4.027,40.943,2.238,3.838,2.093,3.685,2.045,5.06,2.333,4.079,2.616,2.237,4.653,3.0,4.354,3.394,3.984,3.464,2.0,239.563,19.597,784.14,0.536,1593
4.128,3.052,3.943,2.641,9.118,1.081,4.078,3.936,3.277,63.86,2.456,4.622,3.736,1.649,2.811,4.965,3.712,3.753,2.639,4.96,3.346,3.0,5.918,3.362,4.97,3.76,2.0,134.724,15.801,241.966,1.072,2909
3.023,3.901,3.745,3.448,6.168,3.165,4.333,4.614,2.011,35.503,3.436,4.998,4.989,1.233,2.532,5.685,2.805,4.415,3.827,2.87,4.312,3.0,1.937,3.763,3.861,3.939,2.0,250.271,19.8,404.478,0.0,6260
3.732,3.432,3.45,3.116,8.931,2.923,2.08,4.664,3.718,18.256,3.497,3.408,1.876,1.785,2.822,5.868,4.744,4.251,3.659,3.629,3.842,3.0,5.372,3.384,4.173,3.515,2.0,92.517,14.148,118.506,0.0,6048
