DATA, AAX, ACAP, AEXP, BX, CPLx, DOCU, ETAT, FLEx, KLOC, LTEx, PCAP, PCON, PLEx, PMAT, PRX, PREC, PVOL, RELY, RESL, RUSE, SCED, SITE, STOR, TEAM, TIME, TOOL, EFFORT-, MONTHS-, DEFECTS-, RISKS-,_source_row
2.683,1.139,4.203,3.76,6.283,3.035,1.403,4.088,4.843,13.146,3.707,3.571,4.936,3.081,2.155,2.899,3.23,2.243,3.993,4.468,4.084,3.0,1.376,3.51,3.422,3.476,2.0,31.528,10.289,273.432,0.0,11
4.115,1.734,3.534,4.262,3.143,1.72,3.519,2.471,2.38,14.817,3.357,4.006,3.174,2.925,2.161,3.117,3.774,3.524,3.614,4.748,2.542,3.0,1.528,3.927,3.732,3.96,2.0,50.938,11.984,380.93,0.536,39
4.959,5.881,3.696,3.768,7.967,1.248,4.738,5.744,1.225,16.273,3.607,4.993,3.227,3.273,2.803,5.197,4.845,2.192,3.719,3.681,2.444,3.0,4.022,3.608,4.243,3.622,2.0,58.157,12.566,30.063,0.536,38
3.701,2.993,3.985,3.636,3.135,1.022,1.984,5.264,3.261,15.024,1.856,3.999,4.177,2.09,2.158,2.312,2.523,3.782,2.487,1.578,5.264,3.0,5.786,3.228,2.072,3.09,2.0,27.214,10.255,281.097,0.268,10
3.802,2.754,3.667,2.142,5.66,2.992,1.924,2.517,3.412,374.756,2.376,3.126,3.908,2.795,2.374,2.546,2.439,3.656,2.636,1.523,3.981,3.0,2.88,3.227,1.845,3.652,2.0,1786.313,36.713,41126.505,0.804,43
3.898,3.116,4.464,2.726,3.432,1.461,2.332,2.38,1.288,28.012,3.967,3.965,4.101,2.042,2.053,4.002,1.879,2.486,2.655,2.572,3.094,3.0,4.002,3.494,1.148,3.526,2.0,50.472,12.504,853.959,1.609,37
4.173,4.04,4.186,2.363,4.868,1.294,1.856,1.524,3.856,211.393,3.584,4.386,1.613,1.2,2.76,1.029,1.175,3.586,2.15,3.205,3.47,3.0,2.534,3.296,4.019,3.608,2.0,1247.569,32.598,15145.693,2.145,46
4.511,3.375,3.249,3.194,3.437,3.416,1.511,1.139,1.809,247.905,2.784,3.128,3.929,3.519,2.668,1.079,2.605,2.927,3.719,1.454,2.469,3.0,3.958,3.269,4.461,3.522,2.0,752.004,27.68,9125.136,0.0,50
2.447,4.387,4.33,4.027,4.501,2.754,3.653,2.58,4.124,12.747,1.447,4.212,3.53,1.781,2.717,2.891,4.814,2.206,2.269,4.4,4.515,3.0,2.147,3.679,1.717,3.991,2.0,44.162,11.442,416.203,1.34,2
3.935,2.038,4.918,4.421,9.667,3.372,1.813,2.496,3.214,14.564,3.98,3.694,2.499,3.767,2.88,3.365,3.757,2.264,1.892,2.649,5.096,3.0,5.902,3.199,4.532,3.824,2.0,34.333,10.627,107.402,1.609,20
2.209,5.113,4.695,3.802,3.472,3.832,1.158,3.412,2.362,13.51,3.302,4.81,2.242,3.36,2.972,3.743,2.148,2.078,2.023,3.78,4.626,3.0,1.761,3.996,4.452,3.148,2.0,28.5,10.121,234.412,1.072,19
4.22,4.861,4.22,4.52,7.317,2.988,2.83,3.181,1.044,11.362,1.994,3.491,3.549,1.506,2.467,1.1,4.69,4.085,1.012,2.793,2.81,3.0,5.281,3.686,4.184,3.711,2.0,31.037,10.433,220.733,1.877,15
4.903,4.616,3.002,2.374,6.202,1.604,3.769,1.607,1.512,382.734,1.255,4.061,2.936,2.799,2.24,3.737,2.008,4.862,3.922,4.911,2.014,3.0,2.342,3.382,2.877,3.35,2.0,4221.301,47.684,17014.79,0.536,56
2.729,1.931,3.507,4.976,4.726,3.381,1.077,1.534,4.129,29.682,2.887,4.908,1.335,3.237,2.032,5.632,1.735,2.695,1.993,1.112,4.628,3.0,3.847,3.796,3.151,3.973,2.0,83.938,14.187,999.684,1.609,61
2.621,5.62,3.836,4.102,5.268,2.68,1.827,4.715,1.567,14.892,3.033,4.395,3.255,2.637,2.852,1.399,3.957,2.884,2.544,2.808,4.865,3.0,4.968,3.396,3.257,3.681,2.0,40.714,11.404,175.019,0.536,6
2.266,3.439,3.82,2.114,7.969,1.232,3.076,1.165,2.114,15.475,1.759,3.487,4.296,3.676,2.842,3.229,2.181,4.644,1.866,4.553,4.112,3.0,4.148,3.656,1.077,3.862,2.0,79.743,14.218,806.257,1.877,36
2.066,2.428,3.798,4.943,6.122,1.761,4.149,2.301,4.322,31.041,3.05,3.319,4.289,3.404,2.231,4.442,2.804,4.211,3.015,3.782,3.505,3.0,5.158,3.523,3.305,3.148,2.0,45.807,11.573,239.664,0.0,60
3.161,4.899,4.099,3.801,5.76,1.39,2.408,5.636,1.866,11.377,2.936,4.044,4.304,3.143,2.952,4.946,3.102,3.309,2.592,4.729,5.661,3.0,1.535,3.835,2.444,3.528,2.0,31.208,10.42,133.616,2.413,18
3.203,1.114,4.827,4.734,4.156,3.934,4.453,5.257,3.485,56.244,3.514,3.525,4.885,3.635,2.089,3.278,3.444,2.448,1.249,4.042,4.217,3.0,4.957,3.861,3.743,3.746,2.0,74.233,13.466,396.769,1.609,53
2.187,5.364,4.848,3.216,5.645,3.174,2.857,1.193,2.021,13.934,3.704,4.083,3.136,3.777,2.994,5.723,2.519,4.6,3.775,3.111,2.635,3.0,5.041,3.725,3.894,3.283,2.0,32.693,10.658,82.038,0.0,17
3.51,3.59,4.96,2.229,5.029,1.711,4.062,4.427,3.356,19.164,1.066,3.276,4.08,1.497,2.679,5.232,1.898,2.765,2.984,4.957,2.72,3.0,5.663,3.441,2.575,3.418,2.0,65.582,12.937,137.261,1.34,66
4.637,4.243,3.088,4.487,8.16,2.068,1.744,3.719,3.977,132.216,1.402,4.942,3.956,1.693,2.334,5.137,4.227,3.232,3.59,3.205,4.755,3.0,5.98,3.13,2.078,3.803,2.0,497.891,24.149,992.669,0.0,67
3.319,1.936,4.086,2.746,4.351,3.196,2.87,3.94,3.921,14.038,3.925,3.986,2.223,3.646,2.612,5.238,1.484,2.201,3.769,4.354,4.368,3.0,4.585,3.017,4.169,3.556,2.0,36.311,10.773,104.319,0.0,13
3.121,1.342,3.956,2.854,5.691,1.134,4.843,3.839,3.524,14.655,2.833,3.938,4.603,3.491,2.073,3.851,2.417,2.371,2.41,1.372,3.35,3.0,5.514,3.002,4.725,3.606,2.0,40.294,11.433,90.778,0.0,12
3.023,3.901,3.745,3.448,6.168,3.165,4.333,4.614,2.011,35.503,3.436,4.998,4.989,1.233,2.532,5.685,2.805,4.415,3.827,2.87,4.312,3.0,1.937,3.763,3.861,3.939,2.0,250.271,19.8,404.478,0.0,71
2.56,4.926,3.581,3.945,3.214,1.105,3.629,4.822,4.514,15.796,3.943,4.308,4.487,3.981,2.0,5.912,4.862,2.476,3.877,1.467,2.141,3.0,3.068,3.527,2.76,3.498,2.0,28.594,10.24,41.037,0.536,7
3.485,2.873,4.184,4.588,6.97,2.191,4.048,3.609,3.851,14.091,2.892,3.279,2.658,3.399,2.981,4.802,1.226,3.103,3.999,4.327,2.041,3.0,4.795,3.786,4.434,3.781,2.0,59.461,12.626,80.928,0.0,8
