CLIENTNUM,attrition_Flag,Customer_Age,gender,Dependent_count,education_Level,marital_Status,income_Category,card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit+,Total_Revolving_Bal+,Avg_Open_To_Buy+,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1+,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2,_source_row
713916708,Existing Customer,53,M,3,Graduate,Single,$120K +,Gold,43,3,1,3,34516.0,2435,32081.0,0.77,7758,98,0.719,0.071,0.00011075,0.99989,8586
811700058,Attrited Customer,41,M,2,Graduate,Single,$60K - $80K,Gold,36,2,3,3,34516.0,687,33829.0,1.015,4822,57,0.295,0.02,0.99714,0.00286013,8767
787623858,Existing Customer,43,M,2,Uneducated,Divorced,$120K +,Silver,24,4,2,0,34516.0,1938,32578.0,0.426,1215,45,0.406,0.056,3.9e-05,0.99996,569
714959358,Attrited Customer,50,M,3,High School,Married,$80K - $120K,Silver,36,5,3,3,34516.0,2292,32224.0,0.876,8045,71,0.868,0.066,0.99639,0.00361254,9221
815353083,Attrited Customer,44,M,1,College,Divorced,$80K - $120K,Silver,39,2,3,2,34516.0,2361,32155.0,0.529,1853,36,0.385,0.068,0.9933,0.0067,3990
713021208,Attrited Customer,55,F,2,College,Single,Unknown,Silver,36,2,3,3,34516.0,0,34516.0,0.399,1353,40,0.212,0.0,0.99625,0.00374779,2201
718337733,Existing Customer,50,F,2,Graduate,Married,Unknown,Gold,40,2,1,1,34516.0,1826,32690.0,0.718,14994,121,0.833,0.053,3.83e-05,0.99996,9589
789289383,Existing Customer,42,M,3,Graduate,Single,$80K - $120K,Silver,31,2,2,3,34516.0,2120,32396.0,0.9,14626,97,0.644,0.061,0.00017949,0.99982,9456
788890533,Existing Customer,54,M,2,College,Married,$80K - $120K,Silver,39,4,1,4,34516.0,2305,32211.0,0.586,13756,106,0.71,0.067,0.00013883,0.99986,9961
768712383,Attrited Customer,51,M,5,Graduate,Divorced,$120K +,Blue,45,6,3,6,34516.0,0,34516.0,0.757,8173,91,1.022,0.0,0.99938,0.00061727,9796
787231233,Existing Customer,34,M,5,Post-Graduate,Single,$80K - $120K,Silver,28,3,3,2,34516.0,1731,32785.0,0.605,2421,63,0.575,0.05,0.00019743,0.9998,2516
710849208,Existing Customer,47,M,2,Post-Graduate,Single,$120K +,Silver,35,3,3,4,34516.0,1652,32864.0,0.756,14738,113,0.766,0.048,0.0005486,0.99945,9899
771626283,Existing Customer,54,M,2,Post-Graduate,Married,$60K - $80K,Platinum,42,1,3,1,34516.0,1996,32520.0,0.988,15033,114,0.81,0.058,0.00022173,0.99978,9319
710106933,Existing Customer,32,M,2,Uneducated,Single,$80K - $120K,Silver,20,2,3,3,34516.0,2136,32380.0,0.849,14667,119,0.75,0.062,0.00028105,0.99972,9553
779519058,Existing Customer,51,F,3,Post-Graduate,Divorced,Unknown,Platinum,34,3,1,2,34516.0,1578,32938.0,0.725,1929,40,0.481,0.046,0.00011683,0.99988,650
709838508,Existing Customer,45,M,3,Graduate,Divorced,$60K - $80K,Silver,31,2,1,3,34516.0,1509,33007.0,0.728,7167,91,0.625,0.044,8.69e-05,0.99991,8879
718923858,Existing Customer,42,M,1,College,Married,$60K - $80K,Silver,29,5,2,2,26750.0,1204,25546.0,0.428,1131,29,0.318,0.045,9.39e-05,0.99991,842
721067658,Existing Customer,40,M,4,Graduate,Married,$60K - $80K,Silver,36,6,1,3,27436.0,642,26794.0,0.705,4051,81,0.761,0.023,8.78e-05,0.99991,5972
719234883,Existing Customer,57,M,3,Graduate,Single,$120K +,Blue,49,5,3,3,32676.0,2134,30542.0,0.797,3990,88,0.76,0.065,0.0003139,0.99969,2816
710984133,Existing Customer,50,M,3,Uneducated,Single,$120K +,Blue,36,5,3,4,27876.0,557,27319.0,0.768,4654,88,0.66,0.02,0.00055052,0.99945,3902
708662583,Attrited Customer,41,M,3,Unknown,Married,$60K - $80K,Silver,29,1,3,4,27945.0,0,27945.0,0.902,8345,70,1.059,0.0,0.99812,0.00187593,9369
708331758,Existing Customer,47,F,2,Uneducated,Divorced,Unknown,Silver,35,3,1,4,32444.0,1843,30601.0,1.127,3725,60,0.622,0.057,0.00014682,0.99985,2096
715199808,Existing Customer,39,F,3,Graduate,Unknown,Unknown,Silver,30,6,3,5,33905.0,2070,31835.0,0.685,15335,99,0.768,0.061,0.00083696,0.99916,9967
714757083,Attrited Customer,44,M,4,Uneducated,Married,$60K - $80K,Silver,37,1,2,2,29076.0,0,29076.0,0.77,8765,84,1.211,0.0,0.99106,0.00894,9856
711117108,Existing Customer,48,F,3,High School,Married,Unknown,Silver,36,4,2,3,32611.0,1718,30893.0,0.971,3916,61,0.605,0.053,0.00017449,0.99983,6631
708197358,Attrited Customer,57,M,2,Uneducated,Unknown,$80K - $120K,Blue,48,4,1,3,30543.0,264,30279.0,0.882,7784,63,0.703,0.009,0.98961,0.01039,9739
719672283,Existing Customer,47,M,4,Graduate,Married,$60K - $80K,Silver,39,4,2,4,33122.0,1587,31535.0,0.475,3145,63,0.75,0.048,0.00030946,0.99969,5013
721451208,Attrited Customer,54,M,2,Graduate,Single,$60K - $80K,Silver,45,2,3,2,30540.0,0,30540.0,0.602,1980,36,0.8,0.0,0.99389,0.00611,4021
715986258,Existing Customer,53,F,1,Uneducated,Single,$40K - $60K,Silver,41,3,3,2,15845.0,1675,14170.0,0.514,4037,68,0.447,0.106,0.00015686,0.99984,3133
709967358,Existing Customer,48,M,4,Post-Graduate,Single,$80K - $120K,Blue,36,6,2,3,30367.0,2362,28005.0,1.708,1671,27,0.929,0.078,0.00023623,0.99976,16
716713533,Existing Customer,53,M,3,Post-Graduate,Single,$80K - $120K,Blue,44,5,2,2,19063.0,1236,17827.0,0.542,3393,58,0.871,0.065,0.00013897,0.99986,2585
718496283,Existing Customer,42,F,1,College,Single,Unknown,Silver,31,6,2,3,30770.0,2228,28542.0,0.712,15998,121,0.704,0.072,0.00015785,0.99984,9925
759584958,Attrited Customer,51,F,1,Graduate,Married,Unknown,Silver,44,4,2,4,33004.0,2418,30586.0,0.923,10156,72,0.946,0.073,0.9964,0.0035965,9968
775152708,Attrited Customer,49,M,3,Post-Graduate,Unknown,$80K - $120K,Blue,39,2,3,4,20769.0,901,19868.0,0.371,1835,43,0.72,0.043,0.99842,0.00158385,5437
718471758,Existing Customer,49,M,4,Doctorate,Single,$60K - $80K,Silver,37,5,2,2,30976.0,2051,28925.0,0.684,3193,69,0.725,0.066,0.00015608,0.99984,6067
720237408,Existing Customer,59,M,1,Doctorate,Single,$80K - $120K,Blue,49,4,2,2,22715.0,707,22008.0,0.848,15004,117,0.887,0.031,0.0001546,0.99985,9970
710122458,Existing Customer,38,M,2,High School,Single,$60K - $80K,Silver,36,5,3,2,31546.0,2057,29489.0,0.625,15311,108,0.714,0.065,0.000158,0.99984,10011
717613233,Existing Customer,45,M,4,Uneducated,Married,$60K - $80K,Silver,33,5,2,4,25907.0,745,25162.0,0.607,2058,56,0.806,0.029,0.00031818,0.99968,2744
713852958,Existing Customer,51,F,2,Graduate,Single,Unknown,Silver,41,5,3,3,31501.0,1810,29691.0,0.71,3893,81,0.62,0.057,0.00027334,0.99973,4327
715076358,Attrited Customer,57,M,1,Post-Graduate,Unknown,$80K - $120K,Blue,36,4,3,3,23714.0,0,23714.0,0.981,8463,62,0.824,0.0,0.99702,0.00298315,9597
787747308,Attrited Customer,49,F,4,Uneducated,Unknown,Less than $40K,Blue,39,6,3,2,3468.0,2517,951.0,0.746,2494,39,0.345,0.726,0.99487,0.00513,6397
794632308,Existing Customer,40,M,4,Graduate,Married,$60K - $80K,Silver,25,5,3,2,28822.0,2517,26305.0,0.492,1504,35,0.296,0.087,0.00017045,0.99983,1376
717248583,Existing Customer,43,F,3,College,Married,Less than $40K,Silver,34,4,2,2,11362.0,1871,9491.0,0.859,7849,88,0.63,0.165,0.00010375,0.9999,8744
769063308,Existing Customer,45,M,3,Post-Graduate,Married,$80K - $120K,Blue,39,6,2,2,29003.0,2323,26680.0,0.671,1676,36,0.714,0.08,0.00013897,0.99986,3544
817951083,Existing Customer,58,F,1,Unknown,Married,$40K - $60K,Silver,53,1,3,3,15928.0,1527,14401.0,0.838,14678,125,0.712,0.096,0.00028202,0.99972,9539
803655333,Existing Customer,53,M,2,Post-Graduate,Single,$60K - $80K,Silver,47,1,3,3,29038.0,2295,26743.0,0.657,12025,103,0.807,0.079,0.00032162,0.99968,9298
715000383,Existing Customer,55,M,3,Uneducated,Single,$80K - $120K,Blue,46,4,2,3,13598.0,852,12746.0,0.785,4047,76,0.81,0.063,0.00020424,0.9998,3921
793449333,Existing Customer,54,M,2,Graduate,Divorced,$80K - $120K,Blue,48,2,3,2,29974.0,2114,27860.0,0.925,15190,115,0.855,0.071,0.00017987,0.99982,9572
708301683,Attrited Customer,40,M,2,Uneducated,Married,$80K - $120K,Blue,30,6,2,3,20798.0,1059,19739.0,1.049,8038,90,0.837,0.051,0.99495,0.00505,9540
768243858,Attrited Customer,54,M,3,High School,Married,$80K - $120K,Blue,48,3,4,3,3288.0,2517,771.0,0.84,2717,46,0.438,0.766,0.9973,0.00270332,6900
820666083,Attrited Customer,41,M,2,Graduate,Single,$120K +,Blue,37,5,3,4,27742.0,2517,25225.0,0.835,8646,85,0.977,0.091,0.99807,0.00193323,9156
714337233,Attrited Customer,43,F,2,Graduate,Married,Less than $40K,Silver,25,6,2,4,10388.0,1961,8427.0,0.703,10294,61,0.649,0.189,0.99662,0.00337654,10126
779140533,Existing Customer,49,M,2,Doctorate,Married,$120K +,Blue,34,3,6,4,27124.0,2311,24813.0,0.73,15195,121,0.729,0.085,0.00058941,0.99941,9932
716457783,Existing Customer,55,F,1,College,Single,Less than $40K,Silver,36,3,1,3,12633.0,1661,10972.0,0.718,14378,98,0.69,0.131,7.64e-05,0.99992,9678
