applicationDate,Age,AnnualIncome+,CreditScore,employmentStatus,educationLevel,Experience+,LoanAmount+,LoanDuration-,maritalStatus,NumberOfDependents,homeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,loanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore-,_source_row
11/1/33,65,212419,556,Self-Employed,High School,40,30319,36,Married,0,Rent,434,0.231606311,3,1,0.381022637,0,Debt Consolidation,0,39,21,4201,4099,38944,9882,17701.58333,0.948292565,7,29062,0.237319,0.259524637,1220.803702,0.093483372,1,44.0,24
12/3/19,52,203812,692,Employed,Master,32,26006,72,Married,2,Mortgage,267,0.248314446,5,1,0.131973961,0,Home,0,18,26,3876,2342,339541,12791,16984.33333,0.770803633,5,326750,0.195006,0.181935834,595.9889248,0.05081088,1,28.8,218
4/12/26,53,253674,446,Unemployed,Associate,30,54959,96,Single,2,Mortgage,253,0.550834449,6,1,0.117624619,0,Auto,0,25,21,2605,2381,98447,78352,21139.5,0.941627168,6,20095,0.366959,0.380904955,1835.929808,0.098816425,1,41.6,186
10/12/55,57,260149,586,Employed,Bachelor,38,14921,12,Single,3,Rent,468,0.533150051,6,2,0.381630487,0,Home,0,22,2,773,403,10813,15254,21679.08333,0.921050396,4,7264,0.186921,0.219920004,1396.464294,0.086002912,1,45.6,75
11/2/39,43,300000,525,Employed,Associate,23,41373,36,Married,0,Other,165,0.836003051,2,2,0.502267094,0,Auto,0,23,12,2307,6206,170464,74573,25000.0,0.728222528,5,95891,0.263873,0.224375458,1589.434001,0.07017736,1,45.6,194
3/15/31,37,267290,598,Self-Employed,Doctorate,16,22998,60,Married,4,Other,436,0.268481802,3,0,0.211838096,0,Debt Consolidation,0,28,23,4199,5245,55418,9039,22274.16667,0.789818599,6,46379,0.228998,0.2747976,708.8609533,0.051398599,1,42.4,15
2/14/55,47,304122,586,Employed,Associate,23,9365,24,Married,0,Own,410,0.266633342,2,2,0.439629007,0,Education,0,21,24,2246,3037,50058,3890,12941.5,0.750171437,7,46168,0.191365,0.18471217,469.6742354,0.067973128,1,43.2,182
10/23/35,52,300000,609,Employed,Bachelor,28,8499,36,Single,1,Own,308,0.27899552,4,0,0.036773123,0,Other,0,22,14,2742,176,141485,11596,25000.0,0.674273997,6,129889,0.188999,0.181850805,308.0488792,0.024641955,1,32.8,180
12/1/71,45,239285,548,Employed,Master,24,44478,24,Married,3,Rent,208,0.335441616,4,4,0.291428608,0,Debt Consolidation,0,29,1,1178,775,96700,12642,19940.41667,0.732477594,1,84058,0.245478,0.257868791,2391.454747,0.130361105,1,41.6,181
9/15/68,34,183837,628,Employed,Bachelor,16,15835,24,Divorced,1,Mortgage,330,0.471314833,4,3,0.077849375,0,Education,0,29,17,5364,1965,224981,4627,15319.75,0.452584184,5,220354,0.176835,0.159281049,774.7869991,0.072115211,1,33.6,35
8/8/65,43,273222,632,Employed,Master,24,22375,12,Single,1,Other,990,0.274178939,0,1,0.442138534,0,Debt Consolidation,0,26,14,3518,430,16565,14004,22768.5,0.677497475,1,2561,0.171375,0.166520071,2037.013005,0.132947406,1,40.8,138
4/23/48,31,300000,609,Employed,Master,5,50237,48,Single,3,Mortgage,190,0.076375602,4,1,0.20836007,0,Home,0,34,26,4631,2818,138986,18594,25000.0,0.816502254,2,120392,0.240737,0.252649509,1673.147004,0.07452588,1,33.6,95
10/18/24,63,91632,505,Self-Employed,Associate,42,17804,72,Married,2,Mortgage,405,0.320266004,10,1,0.553773732,0,Debt Consolidation,1,29,5,1924,1370,174053,15451,7636.0,0.539896842,4,158602,0.280304,0.308078208,544.924552,0.124400806,0,64.0,257
4/21/32,75,167544,642,Employed,Master,55,27508,48,Married,4,Mortgage,548,0.139769655,2,0,0.162735808,0,Home,0,28,6,967,832,209597,16884,13962.0,0.788936152,4,192713,0.201508,0.205577741,845.2749527,0.099790499,1,33.6,216
5/11/40,60,231353,633,Employed,High School,36,51663,72,Married,0,Rent,647,0.574972456,6,0,0.104380416,0,Education,0,23,20,612,1038,315732,13403,19279.41667,0.89240524,7,302329,0.250163,0.249918441,1391.39684,0.105729176,1,32.0,90
11/9/48,62,250644,616,Employed,Master,41,36590,60,Single,3,Rent,439,0.510934409,2,0,0.451419928,0,Education,0,27,4,519,476,7685,4118,20887.0,0.941342343,2,3567,0.23359,0.240203924,1053.053012,0.071434529,1,44.0,102
10/3/41,42,286856,578,Employed,Bachelor,18,7735,48,Married,1,Mortgage,165,0.195101473,3,1,0.408208755,0,Other,0,21,13,1340,367,99360,31760,23904.66667,0.784092657,7,67600,0.213735,0.186904119,230.0156815,0.016524626,1,40.8,249
6/5/36,60,67711,623,Employed,Bachelor,37,82059,48,Married,3,Rent,627,0.399768337,0,0,0.071738078,1,Home,0,29,14,1451,600,25809,36007,5642.583333,0.864696729,8,5725,0.265559,0.285326944,2884.999844,0.622409921,0,59.0,297
3/27/63,68,52324,587,Employed,Doctorate,47,22574,24,Single,0,Own,744,0.550500228,6,1,0.157109111,0,Education,1,12,19,1721,1036,53818,55504,4360.333333,0.933996043,5,6068,0.204074,0.172102229,1118.39124,0.4271213,0,57.0,23
5/8/43,73,110189,633,Self-Employed,Associate,50,42711,48,Single,4,Other,374,0.130608052,1,1,0.086041201,0,Auto,0,20,14,3690,767,59489,8179,9182.416667,0.796371756,5,51310,0.221211,0.227387133,1362.843348,0.189148828,0,46.0,121
3/7/43,58,148391,585,Employed,Doctorate,35,46099,60,Divorced,0,Rent,995,0.402517689,1,1,0.428028366,0,Auto,0,24,26,1942,25493,196893,34400,12365.91667,0.914918115,5,162493,0.258599,0.284184954,1446.991279,0.197477578,1,40.8,137
4/6/40,47,145160,574,Employed,Bachelor,26,51753,84,Married,1,Other,602,0.166495958,2,2,0.126184931,0,Education,0,21,4,1744,558,406991,75567,12096.66667,0.809627348,4,331424,0.289753,0.289957331,1444.985253,0.169218952,1,35.2,6
4/4/30,34,235538,577,Employed,Doctorate,9,58552,60,Single,0,Other,318,0.046927838,3,1,0.533578846,0,Auto,0,18,29,4037,1219,135709,31662,19628.16667,0.951374358,3,104047,0.275052,0.247415561,1709.718427,0.103306563,1,40.8,124
1/28/38,68,205834,608,Employed,Doctorate,47,16013,24,Married,3,Mortgage,174,0.336177538,4,2,0.27171008,0,Auto,1,31,3,2405,1429,52021,19907,17152.83333,0.810753717,3,32114,0.187013,0.169315951,791.1927547,0.056270165,1,44.8,73
5/3/23,53,215681,593,Self-Employed,Bachelor,30,13177,36,Single,1,Mortgage,448,0.395078842,3,2,0.105269912,0,Education,0,20,3,2237,1507,60566,251576,17973.41667,0.819967659,5,2174,0.201677,0.196430431,487.3112102,0.052038587,1,43.2,10
3/30/46,50,33479,588,Employed,Master,30,64167,24,Single,1,Rent,615,0.018256667,7,0,0.335625851,0,Auto,0,27,12,4951,2582,97058,731375,2789.916667,0.608978359,6,10690,0.245167,0.276433994,3510.380872,1.478675303,0,54.0,302
8/21/43,41,21625,483,Employed,Associate,18,63536,36,Married,1,Mortgage,257,0.178214821,2,1,0.095990896,0,Debt Consolidation,0,24,7,17715,575,19656,26241,1802.083333,0.696991309,4,4061,0.307036,0.319326219,2764.896774,1.676890696,0,52.0,303
10/30/55,41,43992,608,Employed,Bachelor,19,70365,72,Married,3,Own,279,0.295970557,4,3,0.387039066,0,Education,0,18,2,2886,159,18494,20861,3666.0,0.837274728,5,6930,0.281365,0.281300584,2032.783373,0.630601029,0,56.0,298
11/11/20,50,97074,618,Employed,Bachelor,26,84004,96,Single,5,Other,342,0.11322163,1,1,0.19434845,0,Home,0,18,14,1046,380,24399,9398,8089.5,0.930795873,3,15001,0.310004,0.296707332,2297.285157,0.326260604,0,45.0,41
9/1/31,48,134518,623,Employed,Doctorate,27,53495,24,Married,2,Mortgage,610,0.169149379,4,0,0.185829708,0,Home,0,25,19,2196,320,94086,279283,11209.83333,0.955550312,5,10673,0.216995,0.234318366,2813.192231,0.305374052,0,44.0,139
4/15/38,54,140349,627,Employed,Bachelor,33,53227,36,Single,2,Mortgage,188,0.237376531,2,2,0.395298033,0,Auto,0,26,23,4327,1071,68888,6581,11695.75,0.907289945,8,62307,0.224727,0.23136491,2064.190807,0.19256489,1,37.6,314
6/14/56,41,146311,570,Employed,Bachelor,19,54268,60,Single,0,Rent,777,0.125283179,3,1,0.149270202,0,Auto,0,26,13,5347,915,470760,55466,12192.58333,0.512341148,7,415294,0.274268,0.265751283,1643.337935,0.198509034,1,32.8,160
7/26/19,60,178505,624,Employed,Doctorate,38,27743,12,Single,3,Mortgage,1228,0.450348327,1,2,0.10457766,0,Debt Consolidation,0,28,1,2681,2148,266242,31409,14875.41667,0.744216995,6,234833,0.180743,0.190991334,2558.012712,0.254514734,1,36.8,234
4/6/28,57,192947,464,Employed,High School,33,36204,36,Married,2,Rent,737,0.425532552,7,0,0.440233241,0,Education,0,25,11,5419,2598,258605,10192,16078.91667,0.77951085,8,248413,0.289204,0.263558021,1465.552259,0.136983872,1,40.8,136
6/12/18,53,259639,545,Employed,Associate,29,39203,12,Single,3,Rent,189,0.438656271,2,0,0.215905987,0,Debt Consolidation,0,26,18,21809,322,22131,31385,21636.58333,0.629447748,3,2180,0.231703,0.208267431,3647.080235,0.177296026,1,40.8,192
6/22/68,30,104619,515,Employed,Master,10,136565,36,Widowed,1,Other,638,0.152304838,4,0,0.374555492,0,Home,0,17,24,1723,2007,108716,16437,8718.25,0.931721686,7,92279,0.364065,0.328440454,6012.168529,0.762787088,0,50.0,161
5/24/48,28,29162,585,Employed,Master,6,68840,24,Married,3,Mortgage,185,0.1286873,3,2,0.277770339,0,Home,0,17,19,3535,4075,45031,19658,2430.166667,0.722823759,5,25373,0.25134,0.264398309,3724.013458,1.608537189,0,53.0,306
8/7/46,42,96629,461,Employed,Doctorate,20,38438,12,Single,1,Other,611,0.132571319,3,1,0.460591868,0,Home,0,22,13,2888,2774,330199,21768,8052.416667,0.77092378,4,308431,0.272938,0.236420312,3628.026213,0.52642907,1,38.4,36
8/3/43,38,138753,612,Employed,Associate,13,51169,36,Married,2,Rent,577,0.398093067,4,1,0.097390464,0,Education,0,26,16,6078,532,133109,78645,11562.75,0.888952652,7,54464,0.230169,0.222313996,1960.298059,0.21943725,1,34.4,127
7/10/44,21,128843,511,Employed,High School,0,97917,24,Married,0,Mortgage,306,0.466335599,8,1,0.146458858,0,Education,0,30,19,11924,525,37863,6974,10736.91667,0.684765159,5,30889,0.317417,0.319018663,5571.130435,0.547375994,0,49.0,101
12/2/40,29,168788,567,Employed,Master,6,55823,24,Single,1,Own,403,0.270927495,1,0,0.152493535,0,Auto,0,27,23,2817,352,73476,10294,14065.66667,0.369326,6,63182,0.247323,0.260353912,3008.436471,0.242536422,1,36.8,82
4/18/31,68,63858,673,Unemployed,Associate,46,70498,60,Married,0,Own,273,0.140741227,4,3,0.418633647,0,Other,0,30,22,2669,1804,178773,16732,5321.5,0.927127763,8,162041,0.238998,0.21598088,1931.002536,0.414169414,0,48.0,228
3/19/51,63,107405,650,Employed,Bachelor,42,74890,108,Married,1,Mortgage,328,0.17492693,2,0,0.465288318,0,Home,0,18,18,12568,532,78463,18033,8950.416667,0.697836315,5,60430,0.29489,0.294390061,1981.882428,0.258075407,0,46.0,313
11/11/24,75,88712,636,Self-Employed,Associate,53,27181,12,Single,1,Rent,649,0.339456317,1,0,0.180936625,0,Home,0,25,10,2212,3369,12524,47055,7392.666667,0.765856199,3,4483,0.174181,0.177746001,2489.039086,0.424479992,0,49.0,99
8/1/40,80,111290,565,Employed,Bachelor,59,28390,24,Widowed,1,Other,167,0.320006499,4,2,0.035895771,0,Home,0,20,27,946,2555,13554,11104,9274.166667,0.831690611,6,2450,0.22089,0.231449169,1488.921528,0.178552056,1,39.2,224
4/7/39,71,99608,591,Employed,Doctorate,50,32192,48,Single,2,Rent,410,0.063382821,3,0,0.196011739,0,Other,0,20,2,10011,853,293025,13031,8300.666667,0.691844096,7,279994,0.231692,0.235093587,1040.805532,0.174781809,1,36.8,280
5/22/35,73,134051,588,Employed,Associate,49,14887,12,Divorced,0,Mortgage,346,0.084855209,3,1,0.155492365,1,Home,0,15,5,2589,1744,250807,37271,11170.91667,0.859519127,5,213536,0.185887,0.171548321,1358.859256,0.152615878,1,45.6,232
10/31/41,60,165235,567,Self-Employed,Bachelor,39,32476,84,Married,1,Mortgage,210,0.106939278,3,2,0.254215367,0,Other,0,23,5,456,530,359493,12251,13769.58333,0.957759698,9,347242,0.273976,0.267631814,858.9821816,0.07763359,1,38.4,40
8/23/55,66,183158,608,Employed,Bachelor,42,12941,24,Married,3,Other,445,0.050807157,6,1,0.316389328,0,Other,1,30,16,23546,98,69656,71396,15263.16667,0.801471195,2,10432,0.183941,0.172272592,641.2463588,0.071167824,1,43.2,53
9/1/49,42,16644,572,Employed,High School,21,96375,60,Single,4,Mortgage,913,0.388857954,2,1,0.50587272,1,Debt Consolidation,0,30,10,2035,320,44418,22961,1387.0,0.630708179,5,21457,0.315375,0.321844668,3248.599581,3.000432286,0,72.0,308
5/4/20,57,23755,646,Employed,Bachelor,35,103005,60,Married,2,Other,337,0.071154117,3,1,0.19886726,0,Debt Consolidation,1,28,10,4214,2349,18980,88302,1979.583333,0.711285653,7,7450,0.285005,0.276227634,3183.744021,1.778527815,0,54.0,301
3/14/56,61,138208,608,Employed,High School,39,87700,12,Married,1,Rent,531,0.416727096,3,1,0.283929646,0,Other,0,18,12,3032,426,20939,10257,11517.33333,0.838833541,7,10682,0.2487,0.266093559,8404.018914,0.775788861,0,48.0,50
8/16/27,45,15855,607,Employed,Associate,23,47214,36,Single,2,Mortgage,1187,0.229541723,3,1,0.616956598,0,Home,0,20,20,8143,351,28342,39162,1321.25,0.644067346,9,1319,0.228714,0.249746895,1876.588453,2.3187046,0,57.0,267
3/5/23,39,24277,560,Employed,Associate,15,50262,96,Divorced,2,Mortgage,533,0.181648941,2,0,0.171555734,1,Debt Consolidation,0,32,12,3990,4174,322488,26010,2023.083333,0.81282645,4,296478,0.305262,0.333187827,1504.057498,1.00690736,0,57.0,268
8/8/57,61,90384,539,Employed,Bachelor,42,36266,24,Married,2,Own,570,0.025267871,3,0,0.672173873,0,Home,0,27,12,11548,825,139686,23639,7532.0,0.930441642,6,116047,0.241766,0.223761848,1888.157115,0.326361805,1,41.6,131
3/26/54,58,48961,609,Employed,Bachelor,36,23151,48,Widowed,5,Rent,623,0.028572823,5,1,0.195593642,0,Debt Consolidation,0,21,23,662,1014,789699,14321,4080.083333,0.680871157,7,775378,0.213651,0.1709208,669.1264842,0.316691199,1,31.2,112
12/21/58,41,195219,604,Self-Employed,Bachelor,18,47869,12,Widowed,3,Rent,413,0.152016187,5,0,0.157622712,0,Debt Consolidation,0,15,17,2332,354,152729,17845,8723.583333,0.862624307,6,134884,0.210869,0.203338281,4441.972743,0.556534231,0,43.0,172
11/24/27,48,122915,472,Employed,High School,27,115410,48,Widowed,2,Mortgage,341,0.527655292,3,1,0.221992022,0,Home,0,30,6,8525,4490,53919,24957,10242.91667,0.892904614,6,28962,0.37441,0.379182938,4703.345737,0.492471617,0,53.0,183
7/15/34,49,126197,616,Employed,Master,26,115815,60,Married,2,Own,556,0.514982441,4,1,0.322913325,0,Other,0,19,16,9763,1946,172062,4030,10516.41667,0.901671514,3,168032,0.312815,0.324436965,3922.69059,0.425876107,0,46.0,197
5/27/19,39,64438,528,Self-Employed,Bachelor,17,69872,24,Married,2,Rent,628,0.119381631,2,1,0.277712595,0,Auto,0,21,18,641,5511,22340,93239,5369.833333,0.782649973,5,5241,0.280872,0.259818419,3763.683874,0.817843609,0,54.0,204
5/2/31,33,135250,591,Employed,Doctorate,11,84036,48,Married,2,Mortgage,376,0.176616976,4,2,0.193758506,0,Education,0,19,18,259,719,60978,4900,11270.83333,0.833019424,7,56078,0.283536,0.269195272,2877.113717,0.288631162,0,45.0,26
8/8/38,39,41531,657,Unemployed,Master,18,12404,24,Married,4,Other,307,0.26837088,2,2,0.157429426,0,Auto,0,22,13,662,1410,207854,4704,3460.916667,0.755021701,4,203150,0.158904,0.145949594,599.0440931,0.261793097,1,35.2,47
9/24/40,31,36347,615,Employed,Bachelor,7,103157,48,Married,5,Own,204,0.445085263,5,1,0.262328968,0,Education,0,32,24,3022,361,71465,9313,3028.916667,0.923377615,10,62152,0.290657,0.279705035,3593.502012,1.253749254,0,49.0,305
11/16/20,32,101068,548,Employed,Associate,6,74373,12,Widowed,0,Mortgage,319,0.09665938,1,3,0.457164539,0,Home,0,24,11,24606,886,70728,34629,8422.333333,0.651189171,3,36099,0.265373,0.285956683,7199.131842,0.8926424,0,54.0,237
10/16/31,66,68232,542,Employed,High School,47,87606,36,Married,3,Other,521,0.21589833,3,1,0.119369114,0,Home,0,23,3,1215,1237,75698,27030,5686.0,0.916166226,4,48668,0.301606,0.301313937,3725.320369,0.746802738,0,53.0,109
7/28/46,42,205609,590,Employed,Bachelor,20,121782,84,Married,0,Mortgage,767,0.363718485,3,0,0.155298691,0,Education,0,26,19,1315,546,31673,177479,17134.08333,0.826319903,8,9550,0.351782,0.29498853,3441.164656,0.245601972,0,48.0,225
7/29/55,67,44305,606,Employed,Master,48,51172,24,Married,4,Own,440,0.184214079,4,1,0.273136628,0,Home,0,23,3,1919,1846,300388,14193,3692.083333,0.902089578,6,286195,0.223172,0.219212401,2652.71907,0.837662314,0,46.0,134
3/12/36,61,105265,629,Employed,High School,40,70130,60,Married,0,Own,343,0.368015735,4,3,0.14669899,0,Debt Consolidation,0,23,9,671,243,324964,27995,8772.083333,0.713835485,7,296969,0.26063,0.250898819,2062.105416,0.274177219,0,41.0,105
1/18/37,61,39654,585,Employed,Associate,42,184732,24,Single,0,Rent,586,0.102038785,2,2,0.128911382,0,Debt Consolidation,0,26,15,21416,1003,55695,48248,3304.5,0.709762681,4,7447,0.367232,0.358435093,10892.62952,3.473635806,0,50.0,63
4/29/70,50,81855,494,Employed,Bachelor,29,93799,12,Single,2,Mortgage,839,0.203494814,3,0,0.124414332,0,Other,1,23,23,822,471,24735,57695,6821.25,0.877243471,5,10607,0.311799,0.315764269,9217.082609,1.474228713,0,55.0,142
12/21/25,44,97359,600,Employed,Doctorate,21,96846,36,Married,1,Own,286,0.378240205,3,2,0.275600553,0,Education,0,19,17,1483,1113,175820,14275,8113.25,0.904904934,8,161545,0.281846,0.246553591,3832.949366,0.5076818,0,44.0,13
6/18/26,18,40656,555,Employed,Bachelor,0,54201,24,Single,2,Rent,299,0.532754284,3,2,0.271435199,0,Home,0,24,26,1351,1982,824255,23212,3388.0,0.793322458,6,801043,0.251701,0.226117882,2828.249833,0.923037141,0,46.0,274
8/7/27,23,35827,599,Employed,Bachelor,0,83790,24,Single,0,Rent,255,0.521842314,1,1,0.379037312,0,Home,1,21,12,655,909,130190,434368,2985.583333,0.764700742,3,7574,0.25929,0.224426402,4365.207833,1.547505903,0,62.0,294
9/20/57,32,50654,571,Employed,Bachelor,11,148776,48,Married,1,Rent,538,0.186383695,7,0,0.107350945,0,Other,0,23,28,4085,1671,93579,11911,4221.166667,0.936559362,5,81668,0.358276,0.369535007,5974.862926,1.542905893,0,47.0,178
1/18/20,30,81960,634,Self-Employed,Bachelor,9,158686,96,Divorced,1,Own,1269,0.418233345,5,2,0.439739734,0,Home,0,29,18,3698,539,20061,27339,6830.0,0.81622224,8,8738,0.376686,0.333554106,4752.743035,0.881660766,0,56.0,189
8/7/64,50,38197,545,Employed,Master,27,127011,24,Single,5,Mortgage,418,0.273752369,3,1,0.132760437,0,Other,0,23,15,11841,1688,173889,45871,3183.083333,0.858537,9,128018,0.329511,0.32037334,7235.419792,2.404404469,0,47.0,169
10/22/59,29,64393,615,Employed,Bachelor,4,115816,36,Widowed,0,Rent,803,0.063679715,5,2,0.381970179,0,Education,0,17,9,6958,524,52033,11310,5366.083333,0.950403342,6,40723,0.293316,0.261939687,4678.273681,1.021466373,0,51.0,307
