applicationDate,Age,AnnualIncome+,CreditScore,employmentStatus,educationLevel,Experience+,LoanAmount+,LoanDuration-,maritalStatus,NumberOfDependents,homeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,loanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore-,_source_row
9/24/55,67,300000,631,Employed,Doctorate,45,33117,84,Divorced,1,Own,719,0.232527947,3,1,0.263670621,0,Auto,0,23,12,4569,792,31861,194006,25000.0,0.92328342,7,1395,0.242617,0.264746169,869.7195878,0.063548784,1,37.6,123
7/9/41,57,102664,659,Employed,Bachelor,34,12374,36,Single,1,Rent,318,0.147923491,0,3,0.29132841,0,Home,0,32,21,1095,1148,314711,19286,8555.333333,0.781087389,3,295425,0.167874,0.177381708,445.7261409,0.08926901,1,30.4,315
4/15/38,54,140349,627,Employed,Bachelor,33,53227,36,Single,2,Mortgage,188,0.237376531,2,2,0.395298033,0,Auto,0,26,23,4327,1071,68888,6581,11695.75,0.907289945,8,62307,0.224727,0.23136491,2064.190807,0.19256489,1,37.6,314
11/1/62,37,261784,626,Unemployed,High School,17,38314,12,Married,0,Other,481,0.218592918,4,3,0.379040236,0,Home,0,15,13,218,364,191007,33516,21815.33333,0.71964123,8,157491,0.190314,0.161410943,3478.820777,0.181515483,1,38.4,45
8/6/50,70,206311,555,Employed,Master,48,54562,108,Married,2,Own,739,0.130493413,2,2,0.241046328,0,Education,0,27,6,539,746,28534,96540,17192.58333,0.977348019,3,2685,0.322062,0.347569875,1656.179216,0.139314678,0,51.0,78
10/11/28,54,184385,566,Employed,Master,34,66131,60,Single,1,Own,430,0.602946105,4,1,0.433550497,0,Education,0,24,1,3794,3861,46472,36780,15365.41667,0.853968225,3,9692,0.288131,0.284168928,2075.707098,0.163074465,0,60.0,61
10/18/31,59,66769,641,Employed,High School,35,92089,12,Single,1,Other,513,0.223380628,3,1,0.154687978,0,Auto,0,22,10,3957,364,14907,13896,5564.083333,0.809532779,5,1011,0.236589,0.250431882,8754.455749,1.665585361,0,47.0,67
8/1/40,80,111290,565,Employed,Bachelor,59,28390,24,Widowed,1,Other,167,0.320006499,4,2,0.035895771,0,Home,0,20,27,946,2555,13554,11104,9274.166667,0.831690611,6,2450,0.22089,0.231449169,1488.921528,0.178552056,1,39.2,224
4/14/31,70,284444,567,Employed,Bachelor,50,20701,36,Divorced,2,Mortgage,177,0.192008471,5,0,0.571151916,0,Home,0,14,11,641,1408,69497,39927,23703.66667,0.832256274,2,29570,0.222201,0.197142268,766.3124014,0.039796054,1,44.0,226
4/21/32,75,167544,642,Employed,Master,55,27508,48,Married,4,Mortgage,548,0.139769655,2,0,0.162735808,0,Home,0,28,6,967,832,209597,16884,13962.0,0.788936152,4,192713,0.201508,0.205577741,845.2749527,0.099790499,1,33.6,216
1/25/39,47,40089,642,Employed,Bachelor,22,52270,72,Divorced,1,Mortgage,318,0.523424887,3,1,0.363989187,0,Debt Consolidation,0,20,12,2611,1302,917728,69333,3340.75,0.815805456,7,848395,0.24627,0.220243074,1314.096951,0.488542079,1,36.0,88
4/2/59,47,485341,620,Employed,Bachelor,25,35042,48,Widowed,2,Own,270,0.718531386,6,0,0.168096677,0,Auto,0,18,26,3588,659,86133,85134,24935.83333,0.769073683,4,4581,0.220042,0.23455672,1131.914177,0.056220867,1,37.6,80
7/28/46,42,205609,590,Employed,Bachelor,20,121782,84,Married,0,Mortgage,767,0.363718485,3,0,0.155298691,0,Education,0,26,19,1315,546,31673,177479,17134.08333,0.826319903,8,9550,0.351782,0.29498853,3441.164656,0.245601972,0,48.0,225
7/26/19,60,178505,624,Employed,Doctorate,38,27743,12,Single,3,Mortgage,1228,0.450348327,1,2,0.10457766,0,Debt Consolidation,0,28,1,2681,2148,266242,31409,14875.41667,0.744216995,6,234833,0.180743,0.190991334,2558.012712,0.254514734,1,36.8,234
3/11/59,42,253770,669,Employed,Master,20,25831,48,Widowed,0,Rent,1011,0.281329852,2,3,0.149683986,0,Other,0,28,25,9429,1043,87684,13108,21147.5,0.621963519,8,74576,0.186331,0.2235972,818.8864035,0.08652968,1,32.0,188
8/30/58,19,300000,623,Unemployed,Bachelor,0,18283,24,Single,0,Rent,500,0.497994383,1,0,0.492607716,0,Debt Consolidation,0,35,10,7928,431,100935,17922,25000.0,0.700183991,6,83013,0.181783,0.182457038,914.9343657,0.056597375,1,42.4,256
2/27/54,77,84454,676,Unemployed,Bachelor,55,9856,36,Divorced,4,Mortgage,677,0.200482995,6,0,0.023847205,0,Home,0,22,25,3828,1027,2619627,20691,7037.833333,0.974493728,6,2598936,0.156856,0.148250876,340.8178625,0.14462091,1,30.4,217
6/5/51,55,181803,587,Employed,Bachelor,34,55982,24,Widowed,0,Rent,504,0.254840655,4,2,0.324509366,0,Debt Consolidation,0,13,2,5229,3243,79499,37121,15150.25,0.83126586,5,42378,0.237482,0.240141094,2960.224013,0.228657878,1,44.8,190
4/22/55,56,79152,662,Employed,Bachelor,35,41949,36,Married,1,Rent,770,0.232091405,2,0,0.028617883,0,Home,0,22,22,2989,2540,580445,18482,6596.0,0.598107085,9,561963,0.195949,0.198194425,1555.118579,0.352504333,1,28.8,214
12/5/51,66,45100,596,Employed,Associate,44,42886,12,Single,2,Rent,578,0.243234771,6,3,0.261697206,0,Education,0,19,20,4926,394,452915,74650,3758.333333,0.66605797,7,378265,0.209886,0.1679088,3907.152184,1.193388608,0,47.0,147
2/28/53,43,177351,650,Employed,Master,22,36741,24,Married,3,Other,403,0.156771677,2,2,0.046849732,0,Education,0,17,14,3518,1539,121339,5542,14779.25,0.85097797,2,115797,0.186741,0.177511701,1829.84714,0.151079868,1,29.6,223
10/24/36,47,177380,511,Employed,Bachelor,24,60265,12,Married,3,Mortgage,570,0.303254061,4,2,0.29389766,0,Home,0,24,8,1711,438,34317,10644,14781.66667,0.898384041,5,23673,0.269765,0.232807923,5677.679354,0.422664067,1,40.8,135
6/29/18,72,115677,511,Employed,Bachelor,51,27962,24,Married,1,Own,364,0.106716336,6,0,0.482772273,0,Debt Consolidation,0,26,6,1314,3522,89023,36001,9639.75,0.621282686,5,53022,0.247462,0.281752414,1537.290226,0.197234392,0,54.0,130
11/18/42,63,74276,694,Employed,Doctorate,41,20110,48,Divorced,2,Mortgage,579,0.019215113,3,1,0.189954097,0,Debt Consolidation,0,15,14,14160,1196,197477,3003,6189.666667,0.91334394,3,194474,0.16811,0.152594974,562.3252001,0.18439203,1,31.2,312
2/24/38,63,295818,642,Employed,Bachelor,41,52486,60,Married,5,Own,239,0.170907992,3,0,0.581618146,1,Debt Consolidation,0,27,14,1429,702,37918,43239,24651.5,0.867461425,4,1682,0.236486,0.279510569,1632.645297,0.075924195,1,51.2,144
8/7/64,50,38197,545,Employed,Master,27,127011,24,Single,5,Mortgage,418,0.273752369,3,1,0.132760437,0,Other,0,23,15,11841,1688,173889,45871,3183.083333,0.858537,9,128018,0.329511,0.32037334,7235.419792,2.404404469,0,47.0,169
9/25/28,62,259278,576,Employed,Bachelor,37,21480,36,Divorced,0,Mortgage,475,0.28903283,3,2,0.112001956,0,Auto,0,20,12,14355,267,136162,10914,21606.5,0.785537834,7,125248,0.21848,0.239355879,841.9953925,0.060953666,1,35.2,86
8/3/43,38,138753,612,Employed,Associate,13,51169,36,Married,2,Rent,577,0.398093067,4,1,0.097390464,0,Education,0,26,16,6078,532,133109,78645,11562.75,0.888952652,7,54464,0.230169,0.222313996,1960.298059,0.21943725,1,34.4,127
10/23/35,52,300000,609,Employed,Bachelor,28,8499,36,Single,1,Own,308,0.27899552,4,0,0.036773123,0,Other,0,22,14,2742,176,141485,11596,25000.0,0.674273997,6,129889,0.188999,0.181850805,308.0488792,0.024641955,1,32.8,180
12/14/59,71,113883,590,Employed,High School,48,58989,48,Single,1,Rent,405,0.474592637,4,1,0.453543978,1,Education,0,28,29,4416,921,272012,22882,6129.416667,0.695193678,8,249130,0.258989,0.265603949,2007.593172,0.393608936,0,64.0,236
4/29/70,50,81855,494,Employed,Bachelor,29,93799,12,Single,2,Mortgage,839,0.203494814,3,0,0.124414332,0,Other,1,23,23,822,471,24735,57695,6821.25,0.877243471,5,10607,0.311799,0.315764269,9217.082609,1.474228713,0,55.0,142
5/15/23,39,233264,618,Employed,Master,17,32720,36,Widowed,2,Own,317,0.299410722,2,0,0.054309596,0,Debt Consolidation,0,14,14,3718,3899,45496,63285,19438.66667,0.904599561,6,9746,0.20872,0.22133663,1251.855283,0.080707968,1,36.0,72
6/21/45,33,247516,658,Employed,Doctorate,12,23297,60,Single,1,Rent,584,0.489942144,2,2,0.299080626,0,Debt Consolidation,0,22,12,3026,3796,307881,35216,20626.33333,0.828677408,3,272665,0.199297,0.190717688,605.2573908,0.057657237,1,31.2,71
10/14/64,53,157925,616,Employed,Associate,28,73129,72,Married,0,Own,600,0.349795903,4,2,0.366918825,0,Home,0,28,14,3212,2724,27983,64585,13160.41667,0.815958558,4,4733,0.280129,0.256703739,2000.077345,0.197568011,0,49.0,87
1/18/20,30,81960,634,Self-Employed,Bachelor,9,158686,96,Divorced,1,Own,1269,0.418233345,5,2,0.439739734,0,Home,0,29,18,3698,539,20061,27339,6830.0,0.81622224,8,8738,0.376686,0.333554106,4752.743035,0.881660766,0,56.0,189
8/31/71,36,317379,611,Employed,Master,14,29404,36,Married,2,Mortgage,605,0.423524307,5,1,0.285881745,0,Debt Consolidation,0,26,8,1364,1939,40693,78536,15629.91667,0.895635263,8,5820,0.208904,0.225923471,1131.98263,0.111131919,1,39.2,309
3/19/51,63,107405,650,Employed,Bachelor,42,74890,108,Married,1,Mortgage,328,0.17492693,2,0,0.465288318,0,Home,0,18,18,12568,532,78463,18033,8950.416667,0.697836315,5,60430,0.29489,0.294390061,1981.882428,0.258075407,0,46.0,313
8/1/24,60,124263,625,Employed,Bachelor,34,32616,12,Married,1,Rent,301,0.133382981,3,2,0.147550114,0,Debt Consolidation,0,18,6,1997,4157,190082,84248,10355.25,0.624397619,4,105834,0.185116,0.193947524,3011.927165,0.319927299,1,33.6,68
10/17/19,70,114947,661,Employed,Doctorate,47,46798,36,Single,2,Mortgage,493,0.21769309,2,0,0.011739556,0,Debt Consolidation,1,22,19,4653,534,5187,15398,9578.916667,0.918734258,3,10808,0.201298,0.204196353,1749.203651,0.234076956,0,49.0,219
9/16/45,70,113277,671,Employed,Master,45,61521,48,Married,0,Own,466,0.40736714,3,2,0.122412087,0,Debt Consolidation,0,20,20,2118,7371,134904,16327,9439.75,0.724652206,6,118577,0.221021,0.219565669,1936.835064,0.254544354,0,40.0,126
2/13/36,68,83267,595,Unemployed,Bachelor,43,50083,12,Single,0,Mortgage,182,0.302203866,5,2,0.420372458,0,Auto,0,17,22,736,1260,29754,25154,6938.916667,0.886532157,5,4600,0.217583,0.222172223,4692.724744,0.702519569,0,58.0,235
7/11/33,69,212504,548,Employed,Master,45,37150,120,Married,2,Mortgage,759,0.312548764,1,1,0.068001554,1,Debt Consolidation,1,19,11,855,1887,12151,26420,10145.58333,0.762813394,5,5727,0.31815,0.283770584,935.1051185,0.166979568,0,66.0,231
4/23/48,31,300000,609,Employed,Master,5,50237,48,Single,3,Mortgage,190,0.076375602,4,1,0.20836007,0,Home,0,34,26,4631,2818,138986,18594,25000.0,0.816502254,2,120392,0.240737,0.252649509,1673.147004,0.07452588,1,33.6,95
8/19/71,67,198580,628,Employed,Master,45,18518,12,Married,0,Mortgage,192,0.291089009,5,3,0.246858437,0,Home,0,30,7,1935,736,42128,11028,16548.33333,0.982709549,4,31100,0.169518,0.1356144,1658.859052,0.111845647,1,38.4,110
2/9/28,50,300000,658,Self-Employed,Master,25,31869,120,Married,0,Own,382,0.135259362,3,3,0.180687341,0,Debt Consolidation,0,25,1,828,2127,303110,29903,25000.0,0.476183286,4,273207,0.257869,0.3094428,862.4347364,0.049777389,1,33.6,37
1/16/69,42,87108,570,Employed,High School,19,43118,24,Widowed,1,Rent,244,0.12069787,4,1,0.055654953,0,Debt Consolidation,0,26,27,6034,3286,801121,9352,7259.0,0.656823507,4,791769,0.233118,0.192404296,2178.55883,0.333731758,1,32.0,79
11/2/39,43,300000,525,Employed,Associate,23,41373,36,Married,0,Other,165,0.836003051,2,2,0.502267094,0,Auto,0,23,12,2307,6206,170464,74573,25000.0,0.728222528,5,95891,0.263873,0.224375458,1589.434001,0.07017736,1,45.6,194
