DATA, AAX, ACAP, AEXP, BX, CPLx, DOCU, ETAT, FLEx, KLOC, LTEx, PCAP, PCON, PLEx, PMAT, PRX, PREC, PVOL, RELY, RESL, RUSE, SCED, SITE, STOR, TEAM, TIME, TOOL, EFFORT-, MONTHS-, DEFECTS-, RISKS-,_source_row
2.224,1.766,2.487,2.169,4.405,5.319,2.813,1.228,3.756,122.398,2.119,3.0,2.654,3.0,2.761,2.607,1.138,2.0,5.0,1.248,2.375,1.061,3.0,4.341,2.244,3.42,2.361,989.092,21.804,27493.017,4.558,8204
2.244,3.477,2.645,2.21,5.677,5.369,3.067,3.33,4.77,79.672,3.63,3.0,2.495,3.0,1.755,1.348,1.559,2.0,5.0,1.451,2.384,1.454,3.0,3.65,2.45,4.235,2.316,546.303,18.609,10956.116,5.362,4955
2.352,4.989,2.066,2.105,3.512,5.677,2.459,4.574,3.944,86.783,3.644,3.0,2.036,3.0,3.286,5.566,1.058,2.0,5.0,2.02,2.001,1.008,3.0,4.784,2.257,4.277,2.511,838.457,20.977,5372.473,3.485,6202
3.403,1.738,2.511,2.619,5.693,5.549,2.454,5.409,3.971,114.715,3.058,3.0,2.361,3.0,3.366,2.715,1.226,2.0,5.0,2.938,3.692,1.647,3.0,3.195,2.524,3.013,2.839,784.684,19.586,7834.409,3.485,7185
3.916,3.06,2.85,2.868,6.983,5.395,2.179,4.661,4.346,76.541,3.048,3.0,2.112,3.0,3.026,1.062,1.482,2.0,5.0,1.978,3.838,1.301,3.0,4.366,2.066,3.895,2.815,744.515,20.207,9750.128,3.485,4797
2.123,1.088,2.674,2.798,7.102,5.708,3.376,2.457,4.122,82.074,3.331,3.0,2.388,3.0,2.503,1.365,1.784,2.0,5.0,1.244,2.619,1.13,3.0,4.157,2.68,3.784,2.264,812.82,20.38,14244.0,4.021,3432
4.003,4.096,2.383,2.333,4.773,5.852,2.033,1.6,2.381,118.392,3.898,3.0,2.686,3.0,3.466,1.427,1.037,2.0,5.0,2.116,3.09,1.174,3.0,3.102,2.974,5.545,2.027,880.306,20.944,19968.391,3.485,392
3.877,2.169,2.612,2.059,6.631,5.224,2.352,1.679,2.629,107.421,2.3,3.0,2.658,3.0,2.616,1.633,1.134,2.0,5.0,1.125,2.386,1.261,3.0,4.258,2.227,3.892,2.696,987.681,22.552,26914.507,4.558,4705
2.799,4.262,2.777,2.821,8.845,5.819,2.59,5.421,3.724,116.895,3.508,3.0,2.666,3.0,1.012,5.144,1.952,2.0,5.0,1.959,3.246,2.373,3.0,4.91,2.928,5.018,2.85,843.533,24.522,5552.812,2.413,2356
3.855,4.443,2.213,2.655,7.943,5.541,2.538,3.54,4.418,97.991,3.49,3.0,2.104,3.0,1.211,3.495,1.491,2.0,5.0,2.895,3.98,2.419,3.0,3.41,2.233,5.29,2.997,867.419,24.962,9196.445,2.413,4839
4.513,2.162,2.307,2.671,5.136,5.688,3.089,1.327,2.949,77.912,2.958,3.0,2.321,3.0,1.811,2.076,1.036,2.0,5.0,1.021,2.745,2.402,3.0,4.319,2.566,5.407,2.601,1207.524,28.093,19734.065,2.413,6299
2.269,1.947,2.346,2.113,9.376,5.572,2.897,5.026,3.968,85.077,2.924,3.0,2.566,3.0,1.445,1.65,1.531,2.0,5.0,1.518,3.335,2.11,3.0,4.582,2.689,5.605,2.121,862.773,24.683,15503.871,2.413,6046
4.18,1.735,2.128,2.928,7.108,5.124,2.469,1.612,3.56,97.049,3.026,3.0,2.185,3.0,3.119,2.169,1.392,2.0,5.0,2.257,2.255,2.388,3.0,4.071,2.303,5.655,2.276,791.662,23.931,16560.3,1.072,9876
4.941,5.688,2.153,2.499,8.023,5.734,3.196,5.526,4.444,79.435,2.384,3.0,2.855,3.0,2.377,3.305,1.705,2.0,5.0,2.062,3.61,2.817,3.0,3.277,2.746,4.079,2.353,660.744,22.668,4193.948,1.072,2454
2.794,5.941,2.474,2.93,6.367,5.03,2.492,3.445,3.609,101.813,2.314,3.0,2.637,3.0,1.046,3.609,1.878,2.0,5.0,2.527,2.392,2.086,3.0,3.321,2.12,5.809,2.644,775.133,23.917,7667.716,2.413,8213
2.052,1.875,2.606,2.041,5.589,5.667,3.172,3.995,4.991,106.739,3.063,3.0,2.893,3.0,3.345,2.283,1.971,2.0,5.0,2.872,2.67,2.749,3.0,4.935,2.33,5.21,2.828,665.279,22.261,8251.255,1.072,1369
2.066,3.063,2.723,2.605,8.359,5.96,2.629,2.187,2.433,107.301,2.53,3.0,2.557,3.0,1.728,1.896,1.127,2.0,5.0,2.889,3.116,2.739,3.0,3.275,2.603,3.627,2.264,757.494,24.466,12980.837,2.413,1136
3.675,4.117,2.073,2.373,3.782,5.218,3.78,2.737,4.046,84.52,3.27,3.0,2.186,3.0,2.1,5.336,1.669,2.0,5.0,2.978,3.17,2.656,3.0,3.449,2.287,3.58,2.272,664.931,22.957,4177.344,1.072,1347
4.741,1.176,2.017,2.926,5.508,5.64,2.067,5.832,4.23,94.523,3.781,3.0,2.76,3.0,2.409,3.022,1.102,2.0,5.0,2.052,2.468,3.0,3.0,3.924,2.374,3.434,2.926,639.985,22.939,5813.399,1.072,40
2.115,2.453,2.316,2.728,9.07,5.005,2.344,5.464,4.273,108.039,2.976,3.0,2.932,3.0,3.47,3.441,1.762,2.0,5.0,1.893,2.613,2.087,3.0,4.14,2.741,3.983,2.077,562.341,21.387,6140.595,1.072,2701
2.138,5.286,2.344,2.556,3.36,5.139,2.953,3.641,3.13,92.03,3.82,3.0,2.235,3.0,1.856,4.042,1.728,2.0,5.0,1.865,3.25,1.669,3.0,3.068,2.929,3.697,2.659,462.981,17.79,5125.69,5.362,4936
2.567,2.219,2.162,2.09,3.225,5.3,3.825,5.83,4.213,75.941,2.845,3.0,2.895,3.0,1.906,2.745,1.733,2.0,5.0,2.643,2.763,1.215,3.0,4.252,2.766,3.631,2.556,571.352,18.611,5982.864,5.898,6597
2.573,3.685,2.623,2.926,4.107,5.821,3.395,1.033,3.625,86.647,3.556,3.0,2.775,3.0,3.957,3.771,1.73,2.0,5.0,2.716,2.443,1.41,3.0,3.93,2.355,4.976,2.945,531.536,17.943,5826.05,3.485,6648
3.817,3.456,2.504,2.37,5.103,5.828,3.241,5.058,4.231,108.706,3.629,3.0,2.393,3.0,2.653,2.556,1.899,2.0,5.0,2.714,2.714,1.947,3.0,4.161,2.745,3.237,2.425,1324.737,23.684,6453.565,4.021,4153
2.137,1.794,2.759,2.342,7.311,5.857,2.699,5.924,4.106,112.977,3.147,3.0,2.258,3.0,1.226,4.749,1.954,2.0,5.0,1.718,3.76,1.1,3.0,4.432,2.402,5.92,2.933,1423.544,23.74,11897.715,5.362,7307
2.371,1.431,2.969,2.772,5.578,5.782,3.031,5.158,3.477,114.462,3.41,3.0,2.296,3.0,2.86,3.11,1.813,2.0,5.0,1.926,3.642,1.091,3.0,3.357,2.872,5.353,2.27,1021.752,21.592,11143.476,4.021,2034
2.06,2.083,2.427,2.976,5.21,5.967,2.304,5.834,4.254,104.528,2.934,3.0,2.697,3.0,1.867,3.793,1.847,2.0,5.0,2.036,2.677,1.585,3.0,4.587,2.555,5.474,2.996,743.934,20.12,8927.853,5.898,9946
2.229,5.802,2.821,2.876,8.01,5.379,2.461,1.899,3.273,106.937,3.948,3.0,2.354,3.0,2.713,4.479,1.841,2.0,5.0,2.48,3.449,2.346,3.0,3.884,2.894,3.306,2.241,457.994,20.018,4199.812,1.072,4064
2.055,5.394,2.508,2.482,4.053,5.38,3.714,3.066,4.866,75.912,3.222,3.0,2.997,3.0,2.163,5.619,1.853,2.0,5.0,2.301,2.572,1.936,3.0,4.602,2.07,4.169,2.31,584.679,18.942,3170.215,4.021,7181
4.088,3.194,2.138,2.377,5.542,5.237,2.831,3.349,3.345,81.893,3.345,3.0,2.173,3.0,3.825,3.371,1.437,2.0,5.0,2.65,2.436,1.854,3.0,4.626,2.002,5.734,2.174,1069.003,22.639,8661.071,3.485,2209
4.496,1.104,2.082,2.511,5.686,5.332,3.025,3.634,4.546,98.962,2.039,3.0,2.261,3.0,1.426,3.233,1.838,2.0,5.0,1.063,2.265,2.049,3.0,4.252,2.902,4.687,2.53,1546.955,29.284,18995.218,2.413,3980
2.364,3.633,2.958,2.858,9.934,5.233,3.68,1.445,3.286,78.419,2.901,3.0,2.998,3.0,1.574,4.027,1.996,2.0,5.0,2.877,2.255,2.459,3.0,3.855,2.227,3.796,2.017,508.641,21.36,4653.029,2.413,931
3.901,5.07,2.25,2.099,6.363,5.152,3.077,2.69,4.006,101.837,2.342,3.0,2.228,3.0,3.48,5.698,1.898,2.0,5.0,1.483,3.382,2.688,3.0,3.052,2.231,4.48,2.93,1115.475,26.686,5614.604,1.072,2898
4.888,5.516,2.713,2.256,6.562,5.215,3.179,2.197,3.953,77.596,2.457,3.0,2.443,3.0,3.61,3.435,1.67,2.0,5.0,2.768,2.644,2.184,3.0,3.773,2.76,5.904,2.121,818.752,23.054,6316.368,1.072,51
2.196,1.569,2.255,2.667,5.898,5.229,3.564,4.709,4.097,88.144,3.536,3.0,2.959,3.0,3.174,1.074,1.961,2.0,5.0,1.455,3.978,2.144,3.0,4.669,2.472,4.65,2.087,885.802,24.403,9332.436,1.072,6305
2.031,4.712,2.505,2.764,4.047,5.025,3.219,5.164,4.434,107.6,2.972,3.0,2.465,3.0,3.787,2.54,1.718,2.0,5.0,2.886,2.112,2.468,3.0,4.126,2.779,4.68,2.142,810.234,23.412,4284.605,1.072,2416
2.07,2.438,2.413,2.984,8.159,5.486,2.397,2.773,3.589,94.754,2.571,3.0,2.837,3.0,3.95,4.337,1.599,2.0,5.0,2.273,3.143,2.403,3.0,4.454,2.217,4.184,2.517,842.773,24.263,6535.033,1.072,6644
3.234,4.707,2.989,2.142,4.148,5.361,2.069,4.794,3.652,96.384,3.858,3.0,2.114,3.0,3.831,5.915,1.164,2.0,5.0,1.846,2.656,2.86,3.0,3.298,2.712,3.008,2.58,684.99,23.224,2231.691,1.072,9195
2.709,2.923,2.878,2.714,9.396,5.941,3.144,4.713,4.162,76.254,3.693,3.0,2.481,3.0,2.945,5.788,1.499,2.0,5.0,2.691,2.068,2.778,3.0,4.285,2.71,5.469,2.724,441.108,19.91,2494.195,1.072,9692
2.093,5.518,2.683,2.746,5.919,5.201,2.245,4.357,4.843,77.429,2.395,3.0,2.991,3.0,3.026,4.544,1.859,2.0,5.0,1.722,2.661,1.566,3.0,4.705,2.082,3.725,2.554,532.221,17.759,3895.16,4.021,2916
4.582,3.026,2.85,2.799,4.278,5.029,2.445,1.314,3.43,95.593,3.023,3.0,2.921,3.0,3.098,3.131,1.08,2.0,5.0,2.258,3.999,1.716,3.0,3.417,2.791,3.688,2.509,840.4,20.816,10278.593,3.485,4806
2.725,5.912,2.472,2.386,3.133,5.775,3.142,3.364,4.721,75.653,3.47,3.0,2.938,3.0,3.714,2.809,1.642,2.0,5.0,2.49,3.392,1.589,3.0,4.738,2.345,5.408,2.706,774.84,19.603,5158.137,3.485,6260
2.088,4.436,2.465,2.816,8.373,5.382,2.74,3.756,2.484,81.555,2.707,3.0,2.113,3.0,2.034,5.694,1.098,2.0,5.0,2.593,2.037,1.152,3.0,4.672,2.239,3.317,2.353,642.417,19.324,4998.365,4.558,223
2.351,5.68,2.145,2.267,7.686,5.47,3.809,4.615,2.909,90.795,2.894,3.0,2.825,3.0,1.862,5.136,1.841,2.0,5.0,2.705,3.815,1.601,3.0,4.478,2.087,5.273,2.769,1251.935,24.301,4898.364,5.898,4090
3.801,1.457,2.46,2.992,4.486,5.092,3.665,5.5,3.341,86.046,2.895,3.0,2.528,3.0,3.874,5.198,1.006,2.0,5.0,1.157,3.666,1.366,3.0,4.686,2.277,5.329,2.08,1094.859,23.171,7077.554,4.021,2063
2.21,1.378,2.488,2.229,6.605,5.252,3.898,3.371,4.142,75.56,3.936,3.0,2.131,3.0,3.679,3.594,1.475,2.0,5.0,2.607,2.718,2.548,3.0,3.764,2.074,5.616,2.576,686.089,22.461,5454.764,1.072,2347
4.243,3.367,2.391,2.355,8.861,5.454,2.333,5.903,3.067,109.792,2.731,3.0,2.168,3.0,1.514,4.305,1.576,2.0,5.0,1.249,2.064,2.739,3.0,3.369,2.377,3.996,2.586,1160.056,27.635,7641.793,2.413,7865
4.036,5.768,2.163,2.082,8.41,5.732,3.715,5.711,4.916,85.435,3.932,3.0,2.044,3.0,3.013,5.5,1.262,2.0,5.0,2.674,3.445,2.09,3.0,3.644,2.662,3.339,2.423,1021.198,24.92,2401.813,1.072,7265
2.018,1.672,2.976,2.448,4.686,5.977,3.882,5.918,4.835,99.838,2.94,3.0,2.221,3.0,2.141,5.458,1.861,2.0,5.0,2.717,3.279,2.561,3.0,3.72,2.286,5.306,2.963,968.475,25.508,4216.225,1.072,1647
2.027,3.525,2.465,2.435,6.521,5.213,3.48,5.856,4.636,93.185,2.434,3.0,2.923,3.0,2.874,5.959,1.84,2.0,5.0,2.717,2.577,2.344,3.0,3.512,2.074,3.207,2.701,782.3,23.207,2192.659,1.072,5037
2.027,1.789,2.627,2.364,3.28,5.201,3.269,4.292,4.619,75.233,3.938,3.0,2.426,3.0,2.952,4.626,1.413,2.0,5.0,2.798,2.374,1.208,3.0,3.272,2.823,3.371,2.552,557.276,17.651,3629.095,4.021,928
2.089,4.02,2.208,2.568,4.56,5.602,2.332,4.677,4.523,89.741,3.316,3.0,2.247,3.0,3.49,5.779,1.946,2.0,5.0,2.306,2.545,1.71,3.0,4.962,2.504,5.771,2.237,603.987,18.448,4745.761,3.485,9098
2.21,2.696,2.982,2.96,9.169,5.908,2.823,5.167,4.048,94.917,3.391,3.0,2.986,3.0,3.054,5.079,1.608,2.0,5.0,2.187,2.315,1.819,3.0,4.813,2.46,3.667,2.794,532.817,18.144,3539.858,3.485,6909
3.145,5.612,2.57,2.418,7.469,5.565,3.621,5.696,4.351,83.068,2.239,3.0,2.342,3.0,1.456,5.955,1.222,2.0,5.0,2.233,3.394,1.981,3.0,4.501,2.41,5.798,2.967,1164.604,23.183,4457.174,5.898,5601
3.03,5.517,2.968,2.927,5.883,5.303,2.117,4.822,2.116,82.871,3.867,3.0,2.325,3.0,2.628,2.913,1.985,2.0,5.0,1.504,2.733,2.193,3.0,3.781,2.434,4.641,2.795,708.561,22.826,4042.112,1.072,1069
2.767,3.648,2.222,2.361,4.625,5.085,3.039,4.938,3.657,82.883,2.942,3.0,2.935,3.0,3.162,5.736,1.388,2.0,5.0,2.278,2.941,1.416,3.0,3.206,2.318,3.958,2.846,805.363,20.84,3392.529,4.021,4957
2.776,5.498,2.128,2.572,9.342,5.713,3.737,5.867,4.355,88.195,3.061,3.0,2.312,3.0,1.147,4.509,1.589,2.0,5.0,2.562,3.45,2.998,3.0,4.417,2.785,4.262,2.455,947.034,25.599,3538.429,2.413,5185
2.589,1.044,2.061,2.729,9.545,5.076,2.498,5.883,3.122,85.412,3.027,3.0,2.555,3.0,2.461,5.864,1.849,2.0,5.0,2.618,2.067,2.381,3.0,3.545,2.402,3.951,2.223,545.792,21.437,3244.095,1.072,3327
2.051,4.514,2.602,2.96,7.921,5.069,3.954,1.458,4.367,83.453,2.954,3.0,2.362,3.0,2.953,5.963,1.396,2.0,5.0,2.681,3.436,1.164,3.0,4.807,2.563,3.069,2.036,862.99,20.105,4108.269,4.558,6
3.155,4.515,2.205,2.396,4.21,5.08,3.912,4.572,2.219,96.627,3.729,3.0,2.476,3.0,3.296,5.276,1.373,2.0,5.0,2.867,3.971,1.77,3.0,3.521,2.898,3.957,2.916,878.233,21.028,3195.502,3.485,7174
2.974,4.164,2.982,2.654,9.763,5.578,3.786,3.832,2.599,91.432,3.62,3.0,2.488,3.0,3.82,5.32,1.56,2.0,5.0,2.473,2.202,2.615,3.0,3.828,2.205,3.115,2.439,414.883,19.721,2263.258,1.072,5896
2.23,5.722,2.272,2.077,6.895,5.074,2.343,4.388,2.073,75.462,3.968,3.0,2.398,3.0,3.738,4.432,1.733,2.0,5.0,2.39,2.457,2.056,3.0,4.683,2.204,3.534,2.914,598.899,21.607,2508.514,1.072,1245
