applicationDate,Age,AnnualIncome+,CreditScore,employmentStatus,educationLevel,Experience+,LoanAmount+,LoanDuration-,maritalStatus,NumberOfDependents,homeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,loanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore-,_source_row
3/5/23,39,24277,560,Employed,Associate,15,50262,96,Divorced,2,Mortgage,533,0.181648941,2,0,0.171555734,1,Debt Consolidation,0,32,12,3990,4174,322488,26010,2023.083333,0.81282645,4,296478,0.305262,0.333187827,1504.057498,1.00690736,0,57.0,1889
11/6/63,39,95431,550,Self-Employed,Master,19,10652,12,Single,2,Own,476,0.281710607,3,1,0.581024068,0,Home,0,29,29,1195,2049,51167,64274,7952.583333,0.669965264,4,1151,0.200652,0.21651564,995.1819273,0.184994217,1,48.0,16745
7/28/42,49,112740,543,Employed,Associate,27,21114,60,Married,1,Rent,506,0.210540779,4,2,0.099474757,0,Home,0,22,6,4319,439,57697,161064,9395.0,0.626322492,6,1959,0.254614,0.3055368,690.3076914,0.127334507,0,51.0,8974
8/12/47,35,161465,625,Employed,Associate,11,41877,72,Single,3,Own,560,0.639581019,3,1,0.195246519,0,Home,0,22,8,1321,166,17351,20356,13455.41667,0.887061739,10,9130,0.244377,0.250499856,1129.332965,0.125550402,1,38.4,10815
3/29/20,40,195121,625,Employed,Bachelor,14,12851,36,Single,0,Own,302,0.141965271,5,1,0.387970055,0,Education,0,20,19,969,993,68451,7105,16260.08333,0.810579231,5,61346,0.185351,0.18426614,467.3493086,0.047315213,1,36.8,818
5/7/52,30,260421,489,Employed,Bachelor,7,21143,12,Single,2,Rent,587,0.164688483,2,1,0.217908273,0,Education,1,30,1,2770,1927,169773,146280,21701.75,0.618659907,5,23493,0.241643,0.227063867,1986.060906,0.118564674,1,47.2,12545
6/18/26,18,40656,555,Employed,Bachelor,0,54201,24,Single,2,Rent,299,0.532754284,3,2,0.271435199,0,Home,0,24,26,1351,1982,824255,23212,3388.0,0.793322458,6,801043,0.251701,0.226117882,2828.249833,0.923037141,0,46.0,3090
3/2/49,22,112017,559,Employed,Bachelor,0,21856,12,Widowed,0,Own,334,0.27431951,1,1,0.335219124,0,Other,0,22,3,1798,1632,44692,96209,9334.75,0.873015692,5,1599,0.207356,0.194129017,2018.483621,0.252013564,1,44.8,11383
12/20/37,28,103920,575,Employed,Bachelor,4,15307,36,Single,3,Rent,209,0.255927457,5,0,0.262250367,0,Debt Consolidation,0,31,8,5026,1400,212983,21136,8660.0,0.703031311,7,191847,0.212807,0.197774915,567.1290403,0.089622291,1,38.4,7293
12/19/63,35,248548,612,Employed,Bachelor,13,43463,12,Married,2,Rent,876,0.227452454,2,1,0.032488455,0,Home,0,32,8,1009,836,51631,8726,20712.33333,0.386110295,6,42905,0.202463,0.191356642,4008.21598,0.235811963,1,36.8,16788
9/28/29,58,47201,565,Self-Employed,Bachelor,35,44724,48,Single,1,Mortgage,213,0.33251996,2,2,0.296860818,1,Debt Consolidation,0,27,2,1053,602,108766,152536,3933.416667,0.866805662,3,9199,0.257224,0.240648733,1459.688949,0.425250893,0,72.0,4288
12/12/38,53,47545,616,Employed,Bachelor,32,40020,84,Divorced,1,Rent,353,0.235054558,7,2,0.221650889,1,Debt Consolidation,1,26,11,1769,1958,23347,13307,3962.083333,0.89609979,5,10040,0.25702,0.22420994,947.9368305,0.32834666,0,68.0,7650
9/21/52,48,43100,568,Employed,High School,23,38660,108,Married,2,Own,637,0.082982018,4,2,0.100519421,0,Debt Consolidation,1,20,19,31662,1565,78929,42605,3591.666667,0.900511151,4,36324,0.29966,0.305559065,1054.157898,0.470856027,0,56.0,12682
4/7/39,71,99608,591,Employed,Doctorate,50,32192,48,Single,2,Rent,410,0.063382821,3,0,0.196011739,0,Other,0,20,2,10011,853,293025,13031,8300.666667,0.691844096,7,279994,0.231692,0.235093587,1040.805532,0.174781809,1,36.8,7766
5/9/46,70,88419,603,Employed,Doctorate,50,14508,60,Married,3,Mortgage,294,0.373667843,3,2,0.311923321,0,Education,0,19,10,2373,3286,85247,67857,7368.25,0.642960553,2,17390,0.218008,0.208336248,391.1335568,0.09298457,1,40.0,10355
1/6/18,37,178310,626,Self-Employed,Master,16,15433,72,Married,0,Rent,732,0.102211337,5,1,0.259366401,0,Debt Consolidation,1,16,19,2118,1223,67914,40843,14859.16667,0.756079359,5,27071,0.217433,0.217601155,385.5770742,0.075211289,1,44.0,5
10/16/31,66,68232,542,Employed,High School,47,87606,36,Married,3,Other,521,0.21589833,3,1,0.119369114,0,Home,0,23,3,1215,1237,75698,27030,5686.0,0.916166226,4,48668,0.301606,0.301313937,3725.320369,0.746802738,0,53.0,5036
5/27/36,53,27451,645,Employed,Bachelor,30,83195,84,Married,1,Mortgage,578,0.293306314,2,1,0.409591891,0,Debt Consolidation,0,20,7,3362,2580,44063,6132,2287.583333,0.677314071,4,37931,0.285695,0.267501606,2199.781482,1.214286466,0,56.0,6721
10/28/50,70,24084,560,Employed,Associate,47,34031,24,Married,0,Other,890,0.291705253,4,1,0.055109051,0,Debt Consolidation,0,21,9,12225,2106,14331,12784,2007.0,0.755555923,0,1547,0.229031,0.211090216,1750.527948,1.315659167,0,53.0,11988
5/27/22,59,59762,597,Employed,Bachelor,36,44397,60,Divorced,1,Mortgage,765,0.572941949,3,2,0.349214565,0,Home,0,26,15,851,15172,215679,73427,4980.166667,0.693260314,4,142252,0.250897,0.222626159,1232.835155,0.401158292,0,51.0,1607
11/6/47,33,34616,586,Employed,Doctorate,11,37335,72,Married,3,Mortgage,1630,0.435260049,1,3,0.432337483,1,Debt Consolidation,0,31,9,643,773,8611,53341,2884.666667,0.783161033,8,10866,0.259335,0.258294381,1024.784714,0.920309006,0,71.0,10901
4/21/33,58,98822,524,Employed,Bachelor,35,12527,24,Married,2,Rent,218,0.434714448,1,2,0.393151865,0,Home,0,27,20,5984,1964,36588,52564,8235.166667,0.806253479,7,5990,0.225527,0.220319364,650.0752252,0.105410766,1,43.2,5589
1/28/52,63,134662,673,Employed,Bachelor,39,33407,36,Single,1,Rent,764,0.488679747,4,1,0.34341414,0,Home,0,21,21,3998,7086,133205,117785,11221.83333,0.831366268,6,15420,0.181907,0.1455256,1150.758116,0.170627923,1,37.6,12445
4/12/44,46,212396,478,Employed,Bachelor,25,32777,24,Single,0,Mortgage,875,0.354452456,2,0,0.033243662,0,Home,0,20,19,1569,2920,77249,23206,17699.66667,0.541761923,3,54043,0.268777,0.257482617,1761.687846,0.14896822,1,36.8,9598
5/3/24,47,33707,584,Employed,Bachelor,25,86770,24,Married,5,Mortgage,1212,0.097563875,5,1,0.699294864,0,Home,0,26,22,397,1615,9403,12989,2808.916667,0.787107314,13,2245,0.26977,0.268761891,4713.127814,2.109399643,0,58.0,2314
10/21/60,40,74800,560,Employed,Bachelor,19,92683,48,Married,2,Mortgage,325,0.31998823,4,1,0.328024805,0,Education,0,23,3,2615,1349,65678,138407,6233.333333,0.7255478,6,4499,0.307683,0.301502502,3345.247738,0.588809798,0,57.0,15634
6/27/39,40,25593,530,Self-Employed,Master,16,33071,24,Married,0,Rent,460,0.567901872,2,0,0.288438762,0,Debt Consolidation,0,23,5,3618,4630,213439,31353,2132.75,0.848989017,4,182086,0.243071,0.270202189,1798.747555,1.059077508,0,56.0,7847
5/3/60,47,61993,615,Employed,Master,26,46479,36,Married,3,Rent,591,0.252403979,7,1,0.098397148,0,Home,0,23,23,4725,377,69981,44026,5166.083333,0.974970511,5,25955,0.223979,0.226083582,1789.715406,0.460835657,0,47.0,15463
3/16/33,47,96844,528,Employed,Associate,24,19256,24,Divorced,0,Rent,484,0.46489718,1,0,0.381433869,0,Home,0,23,15,3422,460,1120820,2287,8070.333333,0.845802306,4,1118533,0.230256,0.232066635,1010.477185,0.185181593,1,36.8,5553
8/7/27,23,35827,599,Employed,Bachelor,0,83790,24,Single,0,Rent,255,0.521842314,1,1,0.379037312,0,Home,1,21,12,655,909,130190,434368,2985.583333,0.764700742,3,7574,0.25929,0.224426402,4365.207833,1.547505903,0,62.0,3505
7/13/61,27,38188,511,Employed,Master,2,82633,60,Single,0,Rent,602,0.233082367,2,1,0.255007804,0,Debt Consolidation,0,26,26,2941,1105,106607,18860,3182.333333,0.826360609,8,87747,0.332133,0.345913058,2911.084957,1.103933683,0,51.0,15899
5/27/50,22,29551,527,Employed,Bachelor,0,35492,24,Widowed,1,Own,548,0.185514008,3,2,0.362281452,0,Debt Consolidation,0,20,21,1662,976,40668,57367,2462.583333,0.906176245,6,10885,0.246992,0.256860143,1906.500177,0.996717611,0,55.0,11834
6/5/36,60,67711,623,Employed,Bachelor,37,82059,48,Married,3,Rent,627,0.399768337,0,0,0.071738078,1,Home,0,29,14,1451,600,25809,36007,5642.583333,0.864696729,8,5725,0.265559,0.285326944,2884.999844,0.622409921,0,59.0,6730
10/30/55,41,43992,608,Employed,Bachelor,19,70365,72,Married,3,Own,279,0.295970557,4,3,0.387039066,0,Education,0,18,2,2886,159,18494,20861,3666.0,0.837274728,5,6930,0.281365,0.281300584,2032.783373,0.630601029,0,56.0,13816
4/1/32,68,49615,583,Employed,High School,45,26949,12,Divorced,4,Own,715,0.152536228,2,1,0.428224465,1,Other,0,26,24,22790,12555,68162,2502,4134.583333,0.797284724,1,65660,0.200449,0.2405388,2548.98931,0.789436092,0,66.0,5204
8/29/19,62,15000,554,Employed,High School,40,19053,72,Married,4,Rent,813,0.318099551,2,1,0.065626992,0,Home,0,22,12,1995,6028,220369,37384,1250.0,0.748919187,6,182985,0.257053,0.254420025,518.4137072,1.065130966,0,48.0,605
5/4/20,57,23755,646,Employed,Bachelor,35,103005,60,Married,2,Other,337,0.071154117,3,1,0.19886726,0,Debt Consolidation,1,28,10,4214,2349,18980,88302,1979.583333,0.711285653,7,7450,0.285005,0.276227634,3183.744021,1.778527815,0,54.0,854
3/30/46,50,33479,588,Employed,Master,30,64167,24,Single,1,Rent,615,0.018256667,7,0,0.335625851,0,Auto,0,27,12,4951,2582,97058,731375,2789.916667,0.608978359,6,10690,0.245167,0.276433994,3510.380872,1.478675303,0,54.0,10315
8/21/43,41,21625,483,Employed,Associate,18,63536,36,Married,1,Mortgage,257,0.178214821,2,1,0.095990896,0,Debt Consolidation,0,24,7,17715,575,19656,26241,1802.083333,0.696991309,4,4061,0.307036,0.319326219,2764.896774,1.676890696,0,52.0,9363
7/23/52,31,52652,620,Employed,Bachelor,8,32691,24,Married,0,Rent,439,0.413663191,3,1,0.134130738,0,Home,0,20,11,1677,3441,954942,8403,4387.666667,0.635489289,5,946539,0.197691,0.219145097,1694.568935,0.486265046,1,32.0,12622
9/24/40,31,36347,615,Employed,Bachelor,7,103157,48,Married,5,Own,204,0.445085263,5,1,0.262328968,0,Education,0,32,24,3022,361,71465,9313,3028.916667,0.923377615,10,62152,0.290657,0.279705035,3593.502012,1.253749254,0,49.0,8302
5/24/48,28,29162,585,Employed,Master,6,68840,24,Married,3,Mortgage,185,0.1286873,3,2,0.277770339,0,Home,0,17,19,3535,4075,45031,19658,2430.166667,0.722823759,5,25373,0.25134,0.264398309,3724.013458,1.608537189,0,53.0,11101
9/20/57,32,50654,571,Employed,Bachelor,11,148776,48,Married,1,Rent,538,0.186383695,7,0,0.107350945,0,Other,0,23,28,4085,1671,93579,11911,4221.166667,0.936559362,5,81668,0.358276,0.369535007,5974.862926,1.542905893,0,47.0,14507
10/22/59,29,64393,615,Employed,Bachelor,4,115816,36,Widowed,0,Rent,803,0.063679715,5,2,0.381970179,0,Education,0,17,9,6958,524,52033,11310,5366.083333,0.950403342,6,40723,0.293316,0.261939687,4678.273681,1.021466373,0,51.0,15269
7/29/55,67,44305,606,Employed,Master,48,51172,24,Married,4,Own,440,0.184214079,4,1,0.273136628,0,Home,0,23,3,1919,1846,300388,14193,3692.083333,0.902089578,6,286195,0.223172,0.219212401,2652.71907,0.837662314,0,46.0,13723
1/18/37,61,39654,585,Employed,Associate,42,184732,24,Single,0,Rent,586,0.102038785,2,2,0.128911382,0,Debt Consolidation,0,26,15,21416,1003,55695,48248,3304.5,0.709762681,4,7447,0.367232,0.358435093,10892.62952,3.473635806,0,50.0,6957
1/18/20,30,81960,634,Self-Employed,Bachelor,9,158686,96,Divorced,1,Own,1269,0.418233345,5,2,0.439739734,0,Home,0,29,18,3698,539,20061,27339,6830.0,0.81622224,8,8738,0.376686,0.333554106,4752.743035,0.881660766,0,56.0,747
1/2/34,33,30141,626,Employed,Bachelor,13,127945,48,Widowed,1,Own,362,0.444687657,3,2,0.353479859,0,Auto,0,22,8,2344,1533,18482,13938,2511.75,0.889006968,7,4544,0.309945,0.309110796,4674.831067,2.005307482,0,54.0,5845
9/1/49,42,16644,572,Employed,High School,21,96375,60,Single,4,Mortgage,913,0.388857954,2,1,0.50587272,1,Debt Consolidation,0,30,10,2035,320,44418,22961,1387.0,0.630708179,5,21457,0.315375,0.321844668,3248.599581,3.000432286,0,72.0,11566
8/7/64,50,38197,545,Employed,Master,27,127011,24,Single,5,Mortgage,418,0.273752369,3,1,0.132760437,0,Other,0,23,15,11841,1688,173889,45871,3183.083333,0.858537,9,128018,0.329511,0.32037334,7235.419792,2.404404469,0,47.0,17020
