applicationDate,Age,AnnualIncome+,CreditScore,employmentStatus,educationLevel,Experience+,LoanAmount+,LoanDuration-,maritalStatus,NumberOfDependents,homeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,loanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore-,_source_row
11/1/62,37,261784,626,Unemployed,High School,17,38314,12,Married,0,Other,481,0.218592918,4,3,0.379040236,0,Home,0,15,13,218,364,191007,33516,21815.33333,0.71964123,8,157491,0.190314,0.161410943,3478.820777,0.181515483,1,38.4,16375
6/7/72,48,261101,534,Employed,High School,28,27141,24,Married,2,Rent,383,0.51774358,2,0,0.185036804,0,Other,0,13,9,442,1245,243359,18547,21758.41667,0.683252763,5,224812,0.235141,0.207524953,1391.360665,0.081548244,1,36.8,19881
8/8/38,39,41531,657,Unemployed,Master,18,12404,24,Married,4,Other,307,0.26837088,2,2,0.157429426,0,Auto,0,22,13,662,1410,207854,4704,3460.916667,0.755021701,4,203150,0.158904,0.145949594,599.0440931,0.261793097,1,35.2,7524
8/31/30,55,148791,610,Unemployed,Associate,31,19725,36,Single,1,Mortgage,401,0.351285251,2,3,0.288931569,0,Home,0,22,21,3620,573,63867,15789,12399.25,0.720803909,10,48078,0.199725,0.207551685,740.6634639,0.092075203,1,40.0,4625
11/9/51,19,135879,567,Employed,Bachelor,0,32760,48,Married,0,Other,323,0.527608163,3,1,0.108434015,0,Education,0,23,10,1574,1250,172126,20896,11323.25,0.824002899,6,151230,0.24426,0.293112,1166.468481,0.131540722,1,36.0,12365
3/14/56,61,138208,608,Employed,High School,39,87700,12,Married,1,Rent,531,0.416727096,3,1,0.283929646,0,Other,0,18,12,3032,426,20939,10257,11517.33333,0.838833541,7,10682,0.2487,0.266093559,8404.018914,0.775788861,0,48.0,13952
11/20/45,74,214888,608,Unemployed,High School,49,27108,36,Married,2,Rent,348,0.306083174,3,2,0.165755805,0,Auto,0,19,2,7767,336,41230,22567,17907.33333,0.899661122,5,18663,0.208108,0.229746851,1048.985496,0.078011922,1,41.6,10185
9/23/28,51,128850,628,Self-Employed,High School,31,40127,36,Single,1,Other,199,0.199817943,4,1,0.438532053,0,Debt Consolidation,0,23,19,8576,1773,111911,15856,10737.5,0.899816823,6,96055,0.211127,0.223658585,1540.07356,0.161962613,1,40.8,3918
8/23/55,66,183158,608,Employed,Bachelor,42,12941,24,Married,3,Other,445,0.050807157,6,1,0.316389328,0,Other,1,30,16,23546,98,69656,71396,15263.16667,0.801471195,2,10432,0.183941,0.172272592,641.2463588,0.071167824,1,43.2,13748
11/29/53,60,79881,666,Self-Employed,Bachelor,38,25141,12,Married,1,Own,392,0.355431643,2,3,0.435357133,0,Education,1,26,24,3351,1771,291319,2443,6656.75,0.993357243,7,288876,0.157141,0.1257128,2240.471891,0.395459029,1,42.4,13116
10/8/34,58,300000,483,Self-Employed,High School,37,33651,36,Married,0,Mortgage,450,0.324721424,4,1,0.131589458,0,Other,0,15,19,806,282,63816,15878,25000.0,0.931865599,2,47938,0.277151,0.269423974,1372.769605,0.072910784,1,40.8,6124
3/14/66,18,113019,604,Employed,High School,0,36319,48,Single,1,Other,165,0.21239698,2,3,0.015446511,0,Other,0,22,23,2527,440,138075,94169,9418.25,0.739870573,4,43906,0.229319,0.219496566,1143.276831,0.138908696,1,36.8,17604
3/7/56,44,54461,617,Employed,Bachelor,23,18629,60,Married,2,Other,204,0.095830961,3,0,0.186059566,0,Auto,0,28,21,1506,910,1665558,20156,4538.416667,0.682638881,8,1645402,0.215129,0.222820292,517.5043667,0.15897711,1,30.4,13945
6/8/44,55,232471,632,Self-Employed,Bachelor,32,29754,60,Married,2,Rent,368,0.121668229,1,1,0.108907284,0,Other,0,24,5,3810,7890,48781,4257,10338.83333,0.801662293,6,44524,0.218754,0.2202978,822.2769812,0.115126818,1,39.2,9655
6/6/55,61,79077,509,Self-Employed,High School,40,27179,24,Married,1,Rent,523,0.416901155,3,2,0.428877024,0,Debt Consolidation,0,30,23,17524,2074,191448,20305,6589.75,0.605772864,5,171143,0.247679,0.19887682,1381.806182,0.28905591,1,44.8,13670
11/1/33,65,212419,556,Self-Employed,High School,40,30319,36,Married,0,Rent,434,0.231606311,3,1,0.381022637,0,Debt Consolidation,0,39,21,4201,4099,38944,9882,17701.58333,0.948292565,7,29062,0.237319,0.259524637,1220.803702,0.093483372,1,44.0,5783
