applicationDate,Age,AnnualIncome+,CreditScore,employmentStatus,educationLevel,Experience+,LoanAmount+,LoanDuration-,maritalStatus,NumberOfDependents,homeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,loanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore-,_source_row
9/30/54,43,97812,556,Employed,Master,18,101542,60,Widowed,3,Mortgage,271,0.183310849,4,0,0.226765988,0,Auto,0,27,23,27872,1005,41996,27474,8151.0,0.649058268,9,14522,0.328542,0.305351318,3318.683393,0.440397914,0,50.0,13421
2/26/60,59,92922,665,Employed,Doctorate,36,80250,36,Single,0,Own,294,0.130305737,3,2,0.242026369,0,Home,0,21,24,1311,158,155885,15354,7743.5,0.760648769,3,140531,0.23275,0.264138599,3251.040505,0.45780855,0,40.0,15396
10/10/53,68,92963,551,Unemployed,Doctorate,45,15516,72,Single,3,Own,115,0.386005867,2,0,0.197181216,0,Auto,0,26,9,2236,1148,43952,6953,7746.916667,0.81329663,5,36999,0.255016,0.243326399,411.6259288,0.067978778,1,42.4,13066
8/20/42,59,80001,486,Unemployed,Bachelor,37,48631,36,Single,0,Rent,1193,0.430853924,1,0,0.212877452,0,Other,1,21,7,12719,1067,58414,5730,6666.75,0.435902283,5,52684,0.290631,0.284372792,2023.058757,0.482402783,0,60.0,8997
10/11/28,54,184385,566,Employed,Master,34,66131,60,Single,1,Own,430,0.602946105,4,1,0.433550497,0,Education,0,24,1,3794,3861,46472,36780,15365.41667,0.853968225,3,9692,0.288131,0.284168928,2075.707098,0.163074465,0,60.0,3936
1/9/25,35,162896,634,Employed,Doctorate,13,23968,72,Married,2,Own,366,0.619451012,7,1,0.337875974,0,Home,0,21,23,2000,19063,139229,7103,13574.66667,0.662585135,5,132126,0.221968,0.246839976,640.9905372,0.074181603,1,37.6,2565
6/28/66,57,93164,657,Unemployed,Bachelor,35,62168,48,Married,2,Other,343,0.143220649,3,2,0.536904172,1,Debt Consolidation,0,28,11,853,1326,240462,15160,7763.666667,0.905698457,6,225302,0.228668,0.247891021,2054.006483,0.308746703,0,61.0,17710
3/15/31,37,267290,598,Self-Employed,Doctorate,16,22998,60,Married,4,Other,436,0.268481802,3,0,0.211838096,0,Debt Consolidation,0,28,23,4199,5245,55418,9039,22274.16667,0.789818599,6,46379,0.228998,0.2747976,708.8609533,0.051398599,1,42.4,4821
2/16/70,53,224374,638,Employed,Doctorate,29,23853,60,Single,4,Other,235,0.092073555,4,1,0.09132127,0,Home,0,23,6,813,360,22708,29124,18697.83333,0.716254848,5,1064,0.209853,0.225824461,666.7173134,0.048225765,1,36.8,19039
4/4/30,34,235538,577,Employed,Doctorate,9,58552,60,Single,0,Other,318,0.046927838,3,1,0.533578846,0,Auto,0,18,29,4037,1219,135709,31662,19628.16667,0.951374358,3,104047,0.275052,0.247415561,1709.718427,0.103306563,1,40.8,4476
5/28/46,41,104491,546,Self-Employed,Master,17,23920,12,Divorced,0,Other,410,0.428251342,3,3,0.172319254,0,Auto,0,27,20,10439,5735,320826,4206,8707.583333,0.568526965,8,316620,0.21592,0.247475547,2270.528047,0.307838346,1,37.6,10374
12/7/58,62,139616,644,Employed,Master,41,15843,36,Single,3,Own,603,0.237073845,2,1,0.051429201,0,Auto,0,26,10,3143,9311,157235,47187,11634.66667,0.512866301,6,110048,0.178843,0.194327618,584.213661,0.102041055,1,32.8,14950
9/12/46,37,300000,560,Employed,Doctorate,15,24078,84,Married,2,Own,222,0.201404992,3,5,0.073747294,0,Auto,1,22,26,2374,172,27809,56139,25000.0,0.722854664,7,3499,0.269078,0.236623799,589.0144218,0.032440577,1,43.2,10481
8/7/46,42,96629,461,Employed,Doctorate,20,38438,12,Single,1,Other,611,0.132571319,3,1,0.460591868,0,Home,0,22,13,2888,2774,330199,21768,8052.416667,0.77092378,4,308431,0.272938,0.236420312,3628.026213,0.52642907,1,38.4,10445
3/27/63,68,52324,587,Employed,Doctorate,47,22574,24,Single,0,Own,744,0.550500228,6,1,0.157109111,0,Education,1,12,19,1721,1036,53818,55504,4360.333333,0.933996043,5,6068,0.204074,0.172102229,1118.39124,0.4271213,0,57.0,16521
4/19/52,55,287147,640,Employed,Doctorate,28,17712,24,Married,1,Rent,556,0.612149776,2,1,0.40699567,0,Education,0,27,20,9287,642,190893,70695,23928.91667,0.636986949,6,120198,0.172712,0.185108136,888.6334434,0.06037187,1,39.2,12527
6/24/25,60,45730,559,Employed,Master,40,55877,24,Widowed,3,Other,332,0.675424158,3,1,0.534624388,0,Home,0,19,10,4274,8868,128353,38718,3810.833333,0.62820852,6,89635,0.251377,0.210485383,2872.608352,0.840920626,0,59.0,2731
