applicationDate,Age,AnnualIncome+,CreditScore,employmentStatus,educationLevel,Experience+,LoanAmount+,LoanDuration-,maritalStatus,NumberOfDependents,homeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,loanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore-,_source_row
3/15/31,37,267290,598,Self-Employed,Doctorate,16,22998,60,Married,4,Other,436,0.268481802,3,0,0.211838096,0,Debt Consolidation,0,28,23,4199,5245,55418,9039,22274.16667,0.789818599,6,46379,0.228998,0.2747976,708.8609533,0.051398599,1,42.4,4821
10/6/24,52,118693,619,Self-Employed,Doctorate,34,29315,96,Divorced,0,Own,296,0.186016462,4,2,0.075424513,0,Debt Consolidation,0,20,4,7143,581,49885,36954,9891.083333,0.662955448,7,12931,0.254815,0.260305036,728.7721138,0.10360565,1,40.8,2470
7/19/27,58,159395,660,Employed,Doctorate,32,14602,12,Divorced,2,Other,597,0.626870264,3,1,0.478414562,0,Education,0,26,9,4075,881,66708,40244,13282.91667,0.811343048,7,26464,0.149602,0.162313013,1326.450796,0.144806359,1,40.8,3486
3/23/66,64,93725,635,Employed,Bachelor,41,49626,72,Single,4,Own,482,0.750798909,0,0,0.307314671,0,Home,0,30,3,1165,819,22662,4471,7810.416667,0.877885861,7,18191,0.247126,0.282777131,1438.296442,0.245863508,0,55.0,17613
5/17/20,44,134899,586,Self-Employed,Associate,20,39019,36,Married,2,Mortgage,184,0.302237062,2,1,0.345282587,1,Education,0,22,19,14641,661,29764,10771,11241.58333,0.742768257,6,18993,0.231019,0.219819769,1489.789507,0.148892683,1,53.6,867
10/12/60,69,53054,690,Unemployed,Master,48,13040,96,Married,2,Rent,691,0.536618404,2,1,0.632512246,0,Home,0,17,25,7081,1349,14586,3713,4421.166667,0.75747715,6,10873,0.20304,0.210498059,281.8269504,0.220038516,0,56.0,15625
6/24/25,60,45730,559,Employed,Master,40,55877,24,Widowed,3,Other,332,0.675424158,3,1,0.534624388,0,Home,0,19,10,4274,8868,128353,38718,3810.833333,0.62820852,6,89635,0.251377,0.210485383,2872.608352,0.840920626,0,59.0,2731
5/3/62,35,101157,553,Self-Employed,Bachelor,10,78093,24,Married,0,Other,185,0.273201631,1,2,0.4664201,0,Debt Consolidation,0,18,10,268,517,31183,32563,8429.75,0.63038319,6,9610,0.276593,0.302634906,4376.998717,0.541178412,0,58.0,16193
3/27/63,68,52324,587,Employed,Doctorate,47,22574,24,Single,0,Own,744,0.550500228,6,1,0.157109111,0,Education,1,12,19,1721,1036,53818,55504,4360.333333,0.933996043,5,6068,0.204074,0.172102229,1118.39124,0.4271213,0,57.0,16521
11/1/33,65,212419,556,Self-Employed,High School,40,30319,36,Married,0,Rent,434,0.231606311,3,1,0.381022637,0,Debt Consolidation,0,39,21,4201,4099,38944,9882,17701.58333,0.948292565,7,29062,0.237319,0.259524637,1220.803702,0.093483372,1,44.0,5783
1/30/38,42,188747,570,Employed,Bachelor,19,18013,60,Married,1,Other,561,0.126202014,3,3,0.117655633,0,Education,0,27,24,3894,323,227283,3300,15728.91667,0.833226116,4,223983,0.238013,0.20898808,486.2873756,0.066583567,1,34.4,7334
5/2/31,33,135250,591,Employed,Doctorate,11,84036,48,Married,2,Mortgage,376,0.176616976,4,2,0.193758506,0,Education,0,19,18,259,719,60978,4900,11270.83333,0.833019424,7,56078,0.283536,0.269195272,2877.113717,0.288631162,0,45.0,4869
8/26/33,45,174403,451,Unemployed,Bachelor,18,30580,48,Single,0,Own,367,0.445562682,1,0,0.496276793,1,Home,0,26,18,2268,303,240044,12055,14533.58333,0.825928026,3,227989,0.30008,0.304292034,1108.710094,0.101537939,1,52.8,5716
6/28/66,57,93164,657,Unemployed,Bachelor,35,62168,48,Married,2,Other,343,0.143220649,3,2,0.536904172,1,Debt Consolidation,0,28,11,853,1326,240462,15160,7763.666667,0.905698457,6,225302,0.228668,0.247891021,2054.006483,0.308746703,0,61.0,17710
8/17/29,41,138655,578,Employed,Doctorate,21,63013,60,Married,0,Mortgage,199,0.342184982,5,3,0.245571254,0,Education,1,28,14,2419,3899,36453,8506,11554.58333,0.874854288,5,27947,0.279013,0.267643058,1915.255712,0.182979832,0,56.0,4246
10/29/49,66,98488,689,Self-Employed,Doctorate,40,18901,12,Married,3,Own,116,0.186333113,3,1,0.084690349,0,Auto,0,21,29,3219,4173,78674,6051,8207.333333,0.852768149,5,72623,0.139401,0.157968791,1713.087689,0.222860168,1,34.4,11624
6/18/42,47,99009,570,Self-Employed,High School,24,14830,48,Married,3,Other,830,0.111418216,3,1,0.079989322,0,Home,0,21,27,1748,246,404433,24422,8250.75,0.775709528,3,380011,0.22483,0.208165285,457.7590525,0.156077817,1,36.0,8934
8/27/34,54,166990,530,Self-Employed,High School,32,22138,60,Married,0,Own,824,0.217365311,1,0,0.237424629,0,Debt Consolidation,0,28,10,14238,4910,106649,143543,13915.83333,0.820735878,5,6855,0.262138,0.26219856,665.7065993,0.107051196,1,42.4,6082
4/21/37,51,56205,610,Employed,Master,28,43746,24,Married,2,Other,493,0.579269872,4,2,0.497960065,0,Education,0,21,8,3805,4828,34406,22968,4683.75,0.522582894,5,11438,0.213746,0.235425909,2302.924,0.59694134,0,55.0,7050
11/27/53,72,89689,596,Self-Employed,Master,46,18590,36,Married,2,Other,509,0.378275018,5,1,0.042895848,0,Auto,0,23,25,1889,695,71249,11400,7474.083333,0.958869814,4,59849,0.20559,0.19160275,682.9427846,0.159476786,1,40.0,13114
9/15/68,34,183837,628,Employed,Bachelor,16,15835,24,Divorced,1,Mortgage,330,0.471314833,4,3,0.077849375,0,Education,0,29,17,5364,1965,224981,4627,15319.75,0.452584184,5,220354,0.176835,0.159281049,774.7869991,0.072115211,1,33.6,18520
8/7/46,42,96629,461,Employed,Doctorate,20,38438,12,Single,1,Other,611,0.132571319,3,1,0.460591868,0,Home,0,22,13,2888,2774,330199,21768,8052.416667,0.77092378,4,308431,0.272938,0.236420312,3628.026213,0.52642907,1,38.4,10445
2/9/28,50,300000,658,Self-Employed,Master,25,31869,120,Married,0,Own,382,0.135259362,3,3,0.180687341,0,Debt Consolidation,0,25,1,828,2127,303110,29903,25000.0,0.476183286,4,273207,0.257869,0.3094428,862.4347364,0.049777389,1,33.6,3691
